A1	B1	B2	Mean_classification_prob
46	17.0	27.0	0.8464248842154278
47	17.0	27.0	0.4149036872084389
1	17.0	28.0	0.3411487060094179
6	17.0	28.0	0.009888518033416154
2	17.0	28.0	0.8942941278201647
7	17.0	28.0	0.013854954915914578
3	17.0	28.0	0.8730709813905371
8	17.0	28.0	0.9625768546910712
13	17.0	28.0	0.011290601991920687
4	17.0	28.0	0.7423846184778622
9	17.0	28.0	0.9953691852302838
17	17.0	28.0	0.5951546968338892
18	17.0	28.0	0.6208596924171961
5	17.0	28.0	0.5656482703571574
10	17.0	28.0	0.9859161616722034
21	17.0	28.0	0.7020870457323871
26	17.0	28.0	0.8033436161497821
30	17.0	28.0	0.8185422514342489
39	17.0	28.0	0.9412399169430624
46	17.0	28.0	0.8570497842391379
1	17.0	29.0	0.2566639902898984
6	17.0	29.0	0.031414177607906324
2	17.0	29.0	0.8421114375092738
7	17.0	29.0	0.03757349839393187
3	17.0	29.0	0.7722344454289346
8	17.0	29.0	0.957815736734878
13	17.0	29.0	0.03519760171459505
4	17.0	29.0	0.6509955235263808
9	17.0	29.0	0.9948479276070028
17	17.0	29.0	0.6507602078017115
18	17.0	29.0	0.6332438411491039
5	17.0	29.0	0.5588283226185298
10	17.0	29.0	0.9788386027896752
21	17.0	29.0	0.7181732625341561
26	17.0	29.0	0.7794748164645569
30	17.0	29.0	0.8439263056927061
1	17.0	30.0	0.26621620476588936
6	17.0	30.0	0.02041292719031311
2	17.0	30.0	0.8116995721669971
7	17.0	30.0	0.024748900326918444
3	17.0	30.0	0.6545442932787153
8	17.0	30.0	0.937801734301434
13	17.0	30.0	0.02329244005691607
4	17.0	30.0	0.512223764089456
9	17.0	30.0	0.991757933537308
17	17.0	30.0	0.6639665339820687
18	17.0	30.0	0.5527143835669516
5	17.0	30.0	0.4434098895553529
10	17.0	30.0	0.9592850047889822
21	17.0	30.0	0.6258415931068848
26	17.0	30.0	0.6400615036676498
30	17.0	30.0	0.7971874106912601
6	17.0	31.0	0.022357845157502942
22	17.0	31.0	0.024386214476150712
7	17.0	31.0	0.027526140912356518
23	17.0	31.0	0.026897101158430626
8	17.0	31.0	0.9505670275230466
11	17.0	31.0	0.3504730158327752
12	17.0	31.0	0.030673519770316418
13	17.0	31.0	0.02585177469050404
24	17.0	31.0	0.026894007429450268
9	17.0	31.0	0.9922850004900066
16	17.0	31.0	0.04796506286428144
17	17.0	31.0	0.4495447516683333
18	17.0	31.0	0.6041780193768779
25	17.0	31.0	0.04218046865263491
32	17.0	31.0	0.040231872587998936
10	17.0	31.0	0.939181334867212
34	17.0	31.0	0.9310586806190356
20	17.0	31.0	0.04309180019815554
21	17.0	31.0	0.696053351149798
26	17.0	31.0	0.7668436063673149
30	17.0	31.0	0.7440258532767646
33	17.0	31.0	0.652474098110932
35	17.0	31.0	0.92054448932614
36	17.0	31.0	0.9223517099018608
37	17.0	31.0	0.92616016256915
38	17.0	31.0	0.9252370397677993
39	17.0	31.0	0.9265430639110268
40	17.0	31.0	0.9062664935228604
41	17.0	31.0	0.8989021327275154
42	17.0	31.0	0.7869799542348186
43	17.0	31.0	0.7226458842457484
44	17.0	31.0	0.7017106902810448
45	17.0	31.0	0.6151252916467239
46	17.0	31.0	0.5396554030683811
47	17.0	31.0	0.5445953423925247
6	17.0	32.0	0.011458258899842538
22	17.0	32.0	0.012117863029818573
7	17.0	32.0	0.016398747129161683
23	17.0	32.0	0.016234231872190242
8	17.0	32.0	0.9283739640024492
11	17.0	32.0	0.29352524852999096
13	17.0	32.0	0.013470455416280405
24	17.0	32.0	0.016227344887393
9	17.0	32.0	0.9912650881185652
17	17.0	32.0	0.3338355488870642
18	17.0	32.0	0.35007265076859057
25	17.0	32.0	0.02756604785729432
32	17.0	32.0	0.01902286157112516
10	17.0	32.0	0.9846137437872172
34	17.0	32.0	0.8801784509453886
21	17.0	32.0	0.4523248818186535
26	17.0	32.0	0.6425037987370827
30	17.0	32.0	0.580139843806204
33	17.0	32.0	0.3328758231582964
35	17.0	32.0	0.8704576907825258
36	17.0	32.0	0.8738035403961399
37	17.0	32.0	0.8691786136256573
38	17.0	32.0	0.8313950093739672
39	17.0	32.0	0.8592837063776011
40	17.0	32.0	0.7771930114635053
41	17.0	32.0	0.7674140124091661
42	17.0	32.0	0.6466255515606324
43	17.0	32.0	0.590592167642722
44	17.0	32.0	0.5832595147501846
45	17.0	32.0	0.5406609365001267
46	17.0	32.0	0.4835173870967014
47	17.0	32.0	0.4561342595077206
22	17.0	38.0	0.023372785978499483
23	17.0	38.0	0.025310946700943717
11	17.0	38.0	0.2601077563431252
24	17.0	38.0	0.02568701834384637
17	17.0	38.0	0.053085530481449934
25	17.0	38.0	0.053224829143655394
34	17.0	38.0	0.7310962658194124
33	17.0	38.0	0.4787184050892316
36	17.0	38.0	0.7017298245282078
37	17.0	38.0	0.6292631186640173
38	17.0	38.0	0.6333149052630633
39	17.0	38.0	0.8547494099691011
40	17.0	38.0	0.5744495703343278
42	17.0	38.0	0.44326737667542815
43	17.0	38.0	0.31048772911992945
44	17.0	38.0	0.29393947735101184
45	17.0	38.0	0.2683857981987653
46	17.0	38.0	0.3740759539357466
47	17.0	38.0	0.3306918077144492
22	17.0	42.0	0.03176022952568811
23	17.0	42.0	0.02550901925116988
11	17.0	42.0	0.1495493393385621
24	17.0	42.0	0.025060542470223268
17	17.0	42.0	0.09510956733312252
25	17.0	42.0	0.044242102463970236
34	17.0	42.0	0.5003308794438205
26	17.0	42.0	0.7354405625984051
33	17.0	42.0	0.390361820866198
36	17.0	42.0	0.4874077919082879
37	17.0	42.0	0.6520631525561167
38	17.0	42.0	0.6276577451975316
39	17.0	42.0	0.8525355763295719
40	17.0	42.0	0.41724990693336667
42	17.0	42.0	0.3158827745726438
43	17.0	42.0	0.2532122432892481
44	17.0	42.0	0.25378513870220204
45	17.0	42.0	0.22315344545462948
46	17.0	42.0	0.41507163985729295
47	17.0	42.0	0.20696943898662554
6	17.0	44.0	0.019265072014034358
22	17.0	44.0	0.02640222018701516
7	17.0	44.0	0.023036705899168626
23	17.0	44.0	0.0337508237774581
8	17.0	44.0	0.726676888322545
11	17.0	44.0	0.05316426265146575
12	17.0	44.0	0.03883331848111538
13	17.0	44.0	0.021346818540985614
24	17.0	44.0	0.032750173749143165
31	17.0	44.0	0.02946983391549542
9	17.0	44.0	0.9481720535858192
16	17.0	44.0	0.04529079850812135
17	17.0	44.0	0.3547079128828552
18	17.0	44.0	0.4121466092341247
25	17.0	44.0	0.04066811140078151
32	17.0	44.0	0.03541484069582583
10	17.0	44.0	0.9697281528821532
34	17.0	44.0	0.3477121003026982
20	17.0	44.0	0.042639145337799285
21	17.0	44.0	0.5170880360126409
26	17.0	44.0	0.0553065939452306
35	17.0	44.0	0.33595390131643554
36	17.0	44.0	0.3346558262360688
37	17.0	44.0	0.35797178105894056
38	17.0	44.0	0.3677289146415176
39	17.0	44.0	0.4425466787781561
40	17.0	44.0	0.34932493733766284
41	17.0	44.0	0.3077703907507998
42	17.0	44.0	0.13738364340027714
43	17.0	44.0	0.06226183078620835
44	17.0	44.0	0.05642537744822501
45	17.0	44.0	0.06493903958383786
46	17.0	44.0	0.06840754517007651
47	17.0	44.0	0.06957437711083375
22	17.0	48.0	0.008735605840579752
23	17.0	48.0	0.009607898860855802
11	17.0	48.0	0.020165227647067803
12	17.0	48.0	0.009926288551665472
24	17.0	48.0	0.007747800044774456
31	17.0	48.0	0.007369709995971497
16	17.0	48.0	0.01773383696512509
17	17.0	48.0	0.02988107109857852
25	17.0	48.0	0.016173977542454556
32	17.0	48.0	0.013893341498414391
34	17.0	48.0	0.4318047313546636
20	17.0	48.0	0.01788995040827347
26	17.0	48.0	0.5934781803823742
30	17.0	48.0	0.5547282711719342
33	17.0	48.0	0.3385641473726189
36	17.0	48.0	0.4217388941372809
37	17.0	48.0	0.44165340069724257
38	17.0	48.0	0.4543909418823254
39	17.0	48.0	0.5190209900084121
40	17.0	48.0	0.40560565933495796
41	17.0	48.0	0.2751670440635055
42	17.0	48.0	0.13017614370781894
43	17.0	48.0	0.05064953435794568
44	17.0	48.0	0.04413764616263334
45	17.0	48.0	0.03802756243676806
46	17.0	48.0	0.04254405751495778
47	17.0	48.0	0.0423810326667156
22	17.0	49.0	0.1815594912360121
23	17.0	49.0	0.17174725815683087
11	17.0	49.0	0.25003882524619125
24	17.0	49.0	0.1714506519236338
31	17.0	49.0	0.16517840570727058
17	17.0	49.0	0.2282862393519677
25	17.0	49.0	0.22809178888819845
32	17.0	49.0	0.20923612066576489
34	17.0	49.0	0.5963828749890515
20	17.0	49.0	0.2290645795513536
26	17.0	49.0	0.3347942416217198
33	17.0	49.0	0.47102054226849
35	17.0	49.0	0.5873037159185095
36	17.0	49.0	0.5898411062402095
37	17.0	49.0	0.5836371760965852
39	17.0	49.0	0.6585766676756742
40	17.0	49.0	0.5405981698874164
41	17.0	49.0	0.4934325655283408
42	17.0	49.0	0.33578952575906906
43	17.0	49.0	0.2946110874090737
44	17.0	49.0	0.2857169184140243
45	17.0	49.0	0.2661790537963822
46	17.0	49.0	0.3883374882364313
47	17.0	49.0	0.2808621748519438
22	17.0	50.0	0.007757337251790283
23	17.0	50.0	0.007598085093990501
11	17.0	50.0	0.020000678888002933
24	17.0	50.0	0.007556986645688699
17	17.0	50.0	0.01673590755557554
25	17.0	50.0	0.02110589173844861
32	17.0	50.0	0.014274291784073053
34	17.0	50.0	0.5788947698648526
26	17.0	50.0	0.044533640376656594
33	17.0	50.0	0.3533448279231006
35	17.0	50.0	0.5649706575101823
36	17.0	50.0	0.5688012009228249
37	17.0	50.0	0.5648798880260881
38	17.0	50.0	0.5705509769532908
40	17.0	50.0	0.4468741508227599
41	17.0	50.0	0.3184629551558642
42	17.0	50.0	0.1479452798856276
43	17.0	50.0	0.05645053689787875
44	17.0	50.0	0.04805051817515277
45	17.0	50.0	0.04011933462758134
46	17.0	50.0	0.10117064266893257
47	17.0	50.0	0.04137016640836345
22	17.0	51.0	0.007685774189896145
23	17.0	51.0	0.008043378997768481
11	17.0	51.0	0.02056151742016324
12	17.0	51.0	0.010028744612849949
24	17.0	51.0	0.008012232853480036
31	17.0	51.0	0.007298529463728724
16	17.0	51.0	0.018511979347655097
17	17.0	51.0	0.02297754893192176
25	17.0	51.0	0.02287024022642451
32	17.0	51.0	0.0185005864892194
34	17.0	51.0	0.7061805258048932
20	17.0	51.0	0.01792513546273782
26	17.0	51.0	0.046778225179208974
33	17.0	51.0	0.3997568511555212
35	17.0	51.0	0.6289004299344654
36	17.0	51.0	0.6374079118782023
37	17.0	51.0	0.6070226166451247
38	17.0	51.0	0.6165147456130982
39	17.0	51.0	0.6966442270940906
40	17.0	51.0	0.5117138744119368
41	17.0	51.0	0.3581390326788892
43	17.0	51.0	0.07504925455460297
44	17.0	51.0	0.06503431768283248
45	17.0	51.0	0.05201540046670607
46	17.0	51.0	0.06914295879714663
47	17.0	51.0	0.04892844180093927
22	17.0	52.0	0.007658432210676292
23	17.0	52.0	0.008006153308368073
11	17.0	52.0	0.019960644771484168
12	17.0	52.0	0.009990729320146623
24	17.0	52.0	0.007987678970630168
31	17.0	52.0	0.007268958627679374
16	17.0	52.0	0.0184753152038565
17	17.0	52.0	0.022894197251165302
25	17.0	52.0	0.02278832034626044
32	17.0	52.0	0.018184548428703453
34	17.0	52.0	0.7221800121762755
20	17.0	52.0	0.017883980717298287
26	17.0	52.0	0.04637482522009531
33	17.0	52.0	0.4023455663758266
35	17.0	52.0	0.6535592883728161
36	17.0	52.0	0.6672299865193341
37	17.0	52.0	0.6274780356946006
38	17.0	52.0	0.6194991904362477
39	17.0	52.0	0.8179161279282531
40	17.0	52.0	0.5116044288387458
41	17.0	52.0	0.3668007058416135
42	17.0	52.0	0.17041437899918954
44	17.0	52.0	0.060681196338555475
45	17.0	52.0	0.048424701854891485
46	17.0	52.0	0.17508313369738654
47	17.0	52.0	0.04853164162214205
22	17.0	53.0	0.007657958686497969
23	17.0	53.0	0.008007192846373622
11	17.0	53.0	0.018806020294793026
12	17.0	53.0	0.009991768858152174
24	17.0	53.0	0.008279454277275144
31	17.0	53.0	0.007471519997497566
16	17.0	53.0	0.01877670987131459
17	17.0	53.0	0.02273722729538508
25	17.0	53.0	0.022789559432545743
32	17.0	53.0	0.018185502152046226
34	17.0	53.0	0.7268307641741173
20	17.0	53.0	0.018185319501827887
26	17.0	53.0	0.046341269171975216
33	17.0	53.0	0.4253668317727181
35	17.0	53.0	0.6853055821148775
36	17.0	53.0	0.6898297939238622
37	17.0	53.0	0.6238354241845091
38	17.0	53.0	0.6153686704090844
39	17.0	53.0	0.7344197235593721
40	17.0	53.0	0.5060975173561997
41	17.0	53.0	0.3676241231890572
42	17.0	53.0	0.16843362531690062
43	17.0	53.0	0.06811943392819364
45	17.0	53.0	0.047898561867783816
46	17.0	53.0	0.15688523221147274
47	17.0	53.0	0.048005812721920914
22	17.0	54.0	0.007656300196569194
23	17.0	54.0	0.008289834160792773
11	17.0	54.0	0.0223039938806637
12	17.0	54.0	0.00997742428751826
24	17.0	54.0	0.008253294239626402
31	17.0	54.0	0.007456669025522855
16	17.0	54.0	0.02415257660337108
17	17.0	54.0	0.02245183602143092
25	17.0	54.0	0.02278452984079475
32	17.0	54.0	0.018180401361357467
34	17.0	54.0	0.7352883864947364
20	17.0	54.0	0.02318986814283337
26	17.0	54.0	0.04629899416911421
33	17.0	54.0	0.4265249393219037
35	17.0	54.0	0.7044826851797015
36	17.0	54.0	0.7162919499940091
37	17.0	54.0	0.6333685075280427
38	17.0	54.0	0.6339944458285623
39	17.0	54.0	0.821986220762489
40	17.0	54.0	0.5078504464357289
41	17.0	54.0	0.3682297816838996
42	17.0	54.0	0.17693823531734354
43	17.0	54.0	0.06785621746377735
44	17.0	54.0	0.05830652375405914
46	17.0	54.0	0.15003790587543894
47	17.0	54.0	0.048440842227318856
22	17.0	55.0	0.007567029386031027
23	17.0	55.0	0.007838075326047305
11	17.0	55.0	0.1257418216267967
24	17.0	55.0	0.007774742853086642
31	17.0	55.0	0.006992243873727582
17	17.0	55.0	0.02095728468673608
25	17.0	55.0	0.021319386706943343
32	17.0	55.0	0.0168023601724656
34	17.0	55.0	0.6676999128018991
26	17.0	55.0	0.04346661020871534
33	17.0	55.0	0.4137462413747138
35	17.0	55.0	0.6398840836662848
36	17.0	55.0	0.6452848118532951
37	17.0	55.0	0.5843302356027924
38	17.0	55.0	0.5508705577291019
39	17.0	55.0	0.8064007948835177
40	17.0	55.0	0.4635274088288003
41	17.0	55.0	0.3529588892690279
42	17.0	55.0	0.32975649304942833
43	17.0	55.0	0.2291326610755008
44	17.0	55.0	0.1982679804273869
45	17.0	55.0	0.16085014645885262
47	17.0	55.0	0.14506355751431718
22	17.0	56.0	0.007687448299008938
23	17.0	56.0	0.008034204303468425
11	17.0	56.0	0.0183829472126835
12	17.0	56.0	0.010010487663382249
24	17.0	56.0	0.008009833277684276
31	17.0	56.0	0.007308891191417414
16	17.0	56.0	0.02522650067708793
17	17.0	56.0	0.02218064635889894
25	17.0	56.0	0.022514788080685532
32	17.0	56.0	0.01804478686068337
34	17.0	56.0	0.7220014323443155
20	17.0	56.0	0.024209441131349332
26	17.0	56.0	0.04545419660250096
33	17.0	56.0	0.4432294400787285
35	17.0	56.0	0.6976589015456787
36	17.0	56.0	0.7048545759143277
37	17.0	56.0	0.6682595002523197
38	17.0	56.0	0.6229080781677078
39	17.0	56.0	0.8048075043554054
40	17.0	56.0	0.5165645697288054
41	17.0	56.0	0.3594070661194921
42	17.0	56.0	0.18898556329251048
43	17.0	56.0	0.08187125653557653
44	17.0	56.0	0.058121529079764436
45	17.0	56.0	0.05375782569792152
46	17.0	56.0	0.15568548615631747
12	17.0	57.0	0.02595464087017671
17	17.0	57.0	0.07363053095196727
34	17.0	57.0	0.7452704169137105
26	17.0	57.0	0.6172724817227769
30	17.0	57.0	0.5408329692565461
37	17.0	57.0	0.7418776754048949
38	17.0	57.0	0.8305525623800066
39	17.0	57.0	0.8760763451447706
46	17.0	57.0	0.645124953442056
6	17.0	58.0	0.019905762955076938
22	17.0	58.0	0.028179136662372106
7	17.0	58.0	0.023938219461445774
23	17.0	58.0	0.03555987491671485
8	17.0	58.0	0.9201618218469816
11	17.0	58.0	0.2485348539086346
12	17.0	58.0	0.03050606680885307
13	17.0	58.0	0.02247140026033904
24	17.0	58.0	0.025983747966754355
9	17.0	58.0	0.9914305449359072
16	17.0	58.0	0.03982647131745297
17	17.0	58.0	0.3460783259115113
18	17.0	58.0	0.4056448103726209
25	17.0	58.0	0.03843502183061415
32	17.0	58.0	0.03203513881574552
10	17.0	58.0	0.9954613578427108
34	17.0	58.0	0.4605899122896683
20	17.0	58.0	0.040158517397548665
21	17.0	58.0	0.4984338048819488
26	17.0	58.0	0.7706361389538487
30	17.0	58.0	0.6861302596143892
33	17.0	58.0	0.3636559221644369
35	17.0	58.0	0.4476546705619717
36	17.0	58.0	0.44858753325384704
37	17.0	58.0	0.4657027327785411
38	17.0	58.0	0.4787731644447221
39	17.0	58.0	0.7730023404352236
40	17.0	58.0	0.4985434324583394
41	17.0	58.0	0.507365400266158
42	17.0	58.0	0.35311038903012026
43	17.0	58.0	0.23130307928294794
44	17.0	58.0	0.2181173630128873
45	17.0	58.0	0.21436556644655508
46	17.0	58.0	0.27190005035948683
47	17.0	58.0	0.2769384221562509
1	17.0	59.0	0.1993759785685255
6	17.0	59.0	0.02102142156627529
22	17.0	59.0	0.030134150649707942
2	17.0	59.0	0.7779203628994952
7	17.0	59.0	0.02508885113282816
23	17.0	59.0	0.03795770505441424
3	17.0	59.0	0.9559978708884324
8	17.0	59.0	0.9284077665568566
11	17.0	59.0	0.12000094111922215
12	17.0	59.0	0.0270114385824693
13	17.0	59.0	0.023556417737440803
24	17.0	59.0	0.02777891350472494
4	17.0	59.0	0.8546666381117504
9	17.0	59.0	0.9933647621600351
17	17.0	59.0	0.5058481122324536
18	17.0	59.0	0.4282546120501895
25	17.0	59.0	0.039273882987617234
5	17.0	59.0	0.8103303929688268
10	17.0	59.0	0.9960835481506176
34	17.0	59.0	0.492521575365185
20	17.0	59.0	0.04159524687316804
21	17.0	59.0	0.5296892744173554
26	17.0	59.0	0.7803240306483202
30	17.0	59.0	0.7392268493945084
33	17.0	59.0	0.3722564447298695
35	17.0	59.0	0.4790619106246403
36	17.0	59.0	0.4830975367416416
37	17.0	59.0	0.4927293480664164
38	17.0	59.0	0.4966022660457064
39	17.0	59.0	0.9139163048866228
40	17.0	59.0	0.4450353470503491
41	17.0	59.0	0.3193845071637662
42	17.0	59.0	0.16622492594391836
43	17.0	59.0	0.07234960774358795
44	17.0	59.0	0.14138579593989176
45	17.0	59.0	0.1883524894735542
46	17.0	59.0	0.19513582634239213
47	17.0	59.0	0.17007088534073592
1	17.0	60.0	0.0998598711294296
6	17.0	60.0	0.01994344339886946
22	17.0	60.0	0.032562124666994235
2	17.0	60.0	0.7042265863825398
7	17.0	60.0	0.023736351088395464
23	17.0	60.0	0.03737694391982503
3	17.0	60.0	0.9519082635339452
8	17.0	60.0	0.7906095899430171
11	17.0	60.0	0.057146692263241615
12	17.0	60.0	0.031076023452061112
13	17.0	60.0	0.02232829840255495
24	17.0	60.0	0.025469867288951537
4	17.0	60.0	0.8173020695616467
9	17.0	60.0	0.9803219087869888
16	17.0	60.0	0.04204465167303287
17	17.0	60.0	0.5701446286980505
18	17.0	60.0	0.42789483914089693
25	17.0	60.0	0.04029491105818486
32	17.0	60.0	0.034587329124250867
5	17.0	60.0	0.8126790428696399
10	17.0	60.0	0.9863211372620936
34	17.0	60.0	0.4898491152328786
20	17.0	60.0	0.04241287526498736
21	17.0	60.0	0.5372198883294125
26	17.0	60.0	0.7929074450332281
30	17.0	60.0	0.7658915906797861
33	17.0	60.0	0.3869226728186856
35	17.0	60.0	0.4771927646171412
36	17.0	60.0	0.4813949176696377
37	17.0	60.0	0.4976935836825305
38	17.0	60.0	0.5093353466201519
39	17.0	60.0	0.5933898155431436
40	17.0	60.0	0.4619566663279209
41	17.0	60.0	0.32828954268650423
42	17.0	60.0	0.17596011105648046
43	17.0	60.0	0.07872078472220866
44	17.0	60.0	0.07660211593882611
45	17.0	60.0	0.07575102018031593
46	17.0	60.0	0.08261616525833937
47	17.0	60.0	0.08427583533267348
6	18.0	19.0	0.010377570453985458
7	18.0	19.0	0.01590136284462331
8	18.0	19.0	0.9735090082646596
13	18.0	19.0	0.013643092633861964
9	18.0	19.0	0.9956042514384216
17	18.0	19.0	0.8386396095282341
18	18.0	19.0	0.6796322344361291
10	18.0	19.0	0.9708221999945936
21	18.0	19.0	0.7993603208141794
26	18.0	19.0	0.9377009491174284
30	18.0	19.0	0.8944465760107542
39	18.0	19.0	0.9413582383315572
1	18.0	20.0	0.4217437713411316
6	18.0	20.0	0.01244116401334635
2	18.0	20.0	0.931301525554834
7	18.0	20.0	0.019323451835476752
3	18.0	20.0	0.9224027832017512
8	18.0	20.0	0.9832452577156904
13	18.0	20.0	0.015308319344995809
4	18.0	20.0	0.6721478226207834
9	18.0	20.0	0.9961981634760873
17	18.0	20.0	0.8810748355564837
18	18.0	20.0	0.7434598929735017
5	18.0	20.0	0.482722109633193
10	18.0	20.0	0.9684584057270862
21	18.0	20.0	0.8511036441285509
26	18.0	20.0	0.8870877942309411
30	18.0	20.0	0.932596644129056
39	18.0	20.0	0.9522649070948104
46	18.0	20.0	0.6640353246117645
1	18.0	21.0	0.28280236613560483
6	18.0	21.0	0.010865300369872913
2	18.0	21.0	0.8885720479764301
7	18.0	21.0	0.014621984060906847
3	18.0	21.0	0.7559688243647189
8	18.0	21.0	0.973881473062572
13	18.0	21.0	0.01245372675125698
4	18.0	21.0	0.3794363186858232
9	18.0	21.0	0.995157593351897
17	18.0	21.0	0.871052106139423
18	18.0	21.0	0.7028607781709263
5	18.0	21.0	0.3303501860423949
10	18.0	21.0	0.9447830890973832
21	18.0	21.0	0.8228409731359719
26	18.0	21.0	0.8081966046772189
30	18.0	21.0	0.9161255897202444
1	18.0	22.0	0.3248127927025428
6	18.0	22.0	0.008264519524358901
2	18.0	22.0	0.8585787735466035
7	18.0	22.0	0.011530490291960814
3	18.0	22.0	0.2295655776890577
8	18.0	22.0	0.9704739004177064
13	18.0	22.0	0.009863508321303432
4	18.0	22.0	0.2310549759807252
9	18.0	22.0	0.9928361821675072
17	18.0	22.0	0.8261732247673732
18	18.0	22.0	0.6586456700164436
5	18.0	22.0	0.23033118732807906
10	18.0	22.0	0.8829785626184575
21	18.0	22.0	0.7764432304006137
26	18.0	22.0	0.5349860774698845
30	18.0	22.0	0.8843305245399816
6	18.0	23.0	0.005921746347525063
22	18.0	23.0	0.0065623745886725935
7	18.0	23.0	0.007966491233814169
23	18.0	23.0	0.006910184501946218
8	18.0	23.0	0.9565741633779158
11	18.0	23.0	0.17476280409718406
13	18.0	23.0	0.007223804465627809
24	18.0	23.0	0.007249301602987371
31	18.0	23.0	0.006168037655291282
9	18.0	23.0	0.9906063592808868
14	18.0	23.0	0.3050610972659841
17	18.0	23.0	0.6349708139580778
18	18.0	23.0	0.5988378858469482
25	18.0	23.0	0.016196336813013308
32	18.0	23.0	0.012326596089218869
10	18.0	23.0	0.8707299897277267
34	18.0	23.0	0.8061987443983333
21	18.0	23.0	0.7299580905502526
26	18.0	23.0	0.9095691024559308
30	18.0	23.0	0.8579878231915834
33	18.0	23.0	0.507737218557761
35	18.0	23.0	0.9332371655595338
36	18.0	23.0	0.965857447049611
37	18.0	23.0	0.9586543189453482
38	18.0	23.0	0.9497760823876479
39	18.0	23.0	0.9270783988697364
40	18.0	23.0	0.8669610009590873
41	18.0	23.0	0.9275231768177212
42	18.0	23.0	0.5843967280278843
43	18.0	23.0	0.5697065692330362
44	18.0	23.0	0.5421199594499746
45	18.0	23.0	0.4399624806660327
46	18.0	23.0	0.3980116553792409
47	18.0	23.0	0.32464581276784754
22	18.0	24.0	0.006009666198078956
23	18.0	24.0	0.008427238018372855
11	18.0	24.0	0.2909094086630967
24	18.0	24.0	0.009000375620972105
14	18.0	24.0	0.6067109131209371
25	18.0	24.0	0.02070464473538751
34	18.0	24.0	0.8936145983478283
26	18.0	24.0	0.3061522090724791
33	18.0	24.0	0.4092016576038044
37	18.0	24.0	0.9598967512557779
38	18.0	24.0	0.9413477785133798
39	18.0	24.0	0.9186855535423042
40	18.0	24.0	0.8691762153457445
42	18.0	24.0	0.7306766622406735
43	18.0	24.0	0.6633028944791264
44	18.0	24.0	0.6524624053789021
45	18.0	24.0	0.5863070612047947
46	18.0	24.0	0.4921249396336952
47	18.0	24.0	0.4415756264633954
22	18.0	25.0	0.009445108413796376
23	18.0	25.0	0.010441758603622795
11	18.0	25.0	0.26103660851805865
24	18.0	25.0	0.010867916118170626
31	18.0	25.0	0.008460578745133639
14	18.0	25.0	0.5651183318693748
17	18.0	25.0	0.04593346306257483
25	18.0	25.0	0.0280650931371032
32	18.0	25.0	0.02059159704716696
34	18.0	25.0	0.8715434613473356
26	18.0	25.0	0.6609239805551237
30	18.0	25.0	0.7115233759325198
33	18.0	25.0	0.5449595232626391
35	18.0	25.0	0.9633190591966092
36	18.0	25.0	0.9589797863621214
37	18.0	25.0	0.9486639570503924
38	18.0	25.0	0.9290601494323408
39	18.0	25.0	0.9253882861612666
40	18.0	25.0	0.8409369857373501
41	18.0	25.0	0.9174062806023052
42	18.0	25.0	0.7134313809749439
43	18.0	25.0	0.6474041447930569
44	18.0	25.0	0.6073520898005896
45	18.0	25.0	0.5217386326795704
46	18.0	25.0	0.494719520653905
47	18.0	25.0	0.4009893426065253
17	18.0	37.0	0.08353489176422074
26	18.0	37.0	0.7909230374189234
30	18.0	37.0	0.7003492367628809
39	18.0	37.0	0.9254642251415394
46	18.0	37.0	0.6265398459232365
6	18.0	41.0	0.007941718333587647
7	18.0	41.0	0.011435355491421282
8	18.0	41.0	0.9538137482716872
13	18.0	41.0	0.012195357575546396
9	18.0	41.0	0.9913188130770556
17	18.0	41.0	0.610977869272047
18	18.0	41.0	0.5688921310711563
10	18.0	41.0	0.9584182980961696
21	18.0	41.0	0.6734222956313994
26	18.0	41.0	0.89744645755456
30	18.0	41.0	0.8274361808176913
39	18.0	41.0	0.919531600604769
17	18.0	43.0	0.7769816486565367
26	18.0	43.0	0.8571046263328757
39	18.0	43.0	0.9002346606002739
46	18.0	43.0	0.5497361230053761
1	18.0	46.0	0.00949240930319267
6	18.0	46.0	0.004430511204234212
2	18.0	46.0	0.3258737230670248
7	18.0	46.0	0.005459846444461265
3	18.0	46.0	0.41311286611256737
8	18.0	46.0	0.4870078511326267
13	18.0	46.0	0.005038720586621218
4	18.0	46.0	0.2008392488892882
9	18.0	46.0	0.7642332266585252
17	18.0	46.0	0.5328700234951433
18	18.0	46.0	0.2397609603072128
5	18.0	46.0	0.10817266207261267
10	18.0	46.0	0.7707553605934983
21	18.0	46.0	0.2837476490379625
26	18.0	46.0	0.5830053034124658
30	18.0	46.0	0.5412524444641299
39	18.0	46.0	0.5327406856768475
17	18.0	47.0	0.06166261239396496
26	18.0	47.0	0.6913412769580041
30	18.0	47.0	0.5659300362004319
39	18.0	47.0	0.7465369321882223
46	18.0	47.0	0.3330019055794252
6	18.0	26.0	0.006731076686844677
7	18.0	26.0	0.008423197224255266
8	18.0	26.0	0.938683362498332
13	18.0	26.0	0.010633211523701927
9	18.0	26.0	0.9952303559721912
17	18.0	26.0	0.5866220258937731
18	18.0	26.0	0.5406469544499091
10	18.0	26.0	0.9830751207521476
21	18.0	26.0	0.6522414601142951
26	18.0	26.0	0.9249764103718536
30	18.0	26.0	0.8730436899354526
39	18.0	26.0	0.9397233800408786
17	18.0	27.0	0.8369407669667521
