A1	A2	B1	Mean_classification_prob
7.0	35.0	31	0.07616157445305413
7.0	35.0	32	0.013767823871814222
7.0	35.0	38	0.031438376554390496
7.0	35.0	42	0.017885333599002164
7.0	35.0	44	0.01700651758180257
7.0	35.0	49	0.06548001040303356
7.0	35.0	50	0.050658588828037095
7.0	35.0	51	0.050418297193094784
7.0	35.0	52	0.05048433971145001
7.0	35.0	53	0.05117463786167173
7.0	35.0	54	0.0512418507399831
7.0	35.0	55	0.05120992332647867
7.0	35.0	56	0.05081113453202181
7.0	35.0	58	0.17071441516748034
7.0	35.0	59	0.1848230525855258
7.0	35.0	60	0.16858638474294574
7.0	36.0	34	0.009261702594828372
7.0	36.0	35	0.06770537739022757
7.0	36.0	7	0.0651973967341567
7.0	36.0	8	0.36654469928612493
7.0	36.0	9	0.3834947818075259
7.0	36.0	10	0.4212625775369128
7.0	36.0	11	0.3890322947890768
7.0	36.0	12	0.1502157032319752
7.0	36.0	13	0.309642172626042
7.0	36.0	14	0.29957572451685616
7.0	36.0	15	0.02909471415038121
7.0	36.0	36	0.12011051797673593
7.0	36.0	17	0.05540384484832045
7.0	36.0	19	0.3167950378204854
7.0	36.0	20	0.2349025938879569
7.0	36.0	22	0.24426357865021506
7.0	36.0	23	0.044218190512835515
7.0	36.0	24	0.03394984445684182
7.0	36.0	37	0.04701703829838297
7.0	36.0	43	0.018176387407001605
7.0	36.0	47	0.05428492807200671
7.0	36.0	27	0.2713923780667564
7.0	36.0	31	0.08052391140643846
7.0	36.0	32	0.015037621728269873
7.0	36.0	38	0.032952691440638435
7.0	36.0	42	0.03235633008925938
7.0	36.0	44	0.028138086013243677
7.0	36.0	48	0.2197322333536132
7.0	36.0	49	0.06670387464963266
7.0	36.0	50	0.052381792244911296
7.0	36.0	51	0.05208902533518766
7.0	36.0	52	0.05220780338083361
7.0	36.0	53	0.0529015400962728
7.0	36.0	54	0.052967371313001374
7.0	36.0	55	0.05287329696826655
7.0	36.0	56	0.05252964328667655
7.0	36.0	58	0.17439046106472045
7.0	36.0	59	0.18866825954625446
7.0	36.0	60	0.17215610711359874
7.0	37.0	39	0.024557366668522203
7.0	37.0	8	0.5510583266141889
7.0	37.0	9	0.3310506325663976
7.0	37.0	10	0.36902098471059736
7.0	37.0	11	0.34248235993579285
7.0	37.0	13	0.27758321412943365
7.0	37.0	14	0.25940893624556266
7.0	37.0	40	0.14329757886600625
7.0	37.0	45	0.06769002056897397
7.0	37.0	19	0.2684243563642237
7.0	37.0	20	0.20533084574181332
7.0	37.0	22	0.2193104591110502
7.0	37.0	23	0.10723391195667543
7.0	37.0	46	0.038286413299887065
7.0	37.0	26	0.5319228874591418
7.0	37.0	27	0.2268462856441957
7.0	37.0	31	0.06960264157727936
7.0	37.0	32	0.013917839873196437
7.0	37.0	42	0.06192569225128618
7.0	37.0	44	0.07115169876990596
7.0	37.0	48	0.18691261812443752
7.0	37.0	57	0.3814754298923136
7.0	37.0	58	0.1476460809560987
7.0	37.0	59	0.1622524177995261
7.0	37.0	60	0.14527100420678954
7.0	38.0	39	0.024176439925847643
7.0	38.0	8	0.4888437165543487
7.0	38.0	9	0.2641714367773745
7.0	38.0	10	0.2999403579903092
7.0	38.0	11	0.26558909015963666
7.0	38.0	13	0.22463671873076896
7.0	38.0	14	0.1997660250605769
7.0	38.0	40	0.1575640108336848
7.0	38.0	45	0.05795680482030604
7.0	38.0	19	0.21818951433352213
7.0	38.0	20	0.2646123092926894
7.0	38.0	22	0.17837263070381634
7.0	38.0	23	0.08058360674207972
7.0	38.0	41	0.28664315924362577
7.0	38.0	46	0.03328071045876198
7.0	38.0	26	0.4804703090410098
7.0	38.0	27	0.3518708891994303
7.0	38.0	28	0.2733816738405845
7.0	38.0	31	0.05099230001264295
7.0	38.0	32	0.01054111173516674
7.0	38.0	42	0.04894297400275363
7.0	38.0	44	0.05790737918075412
7.0	38.0	48	0.13822525594929774
7.0	38.0	57	0.3292195593649388
7.0	38.0	58	0.10707436282168234
7.0	38.0	59	0.12109814684600828
7.0	38.0	60	0.10509300290350547
7.0	39.0	39	0.02317664721228908
7.0	39.0	8	0.5797354577366525
7.0	39.0	9	0.5889857086804893
7.0	39.0	10	0.36645431721592503
7.0	39.0	11	0.31085845315865657
7.0	39.0	13	0.20387475615856535
7.0	39.0	14	0.17207909899807605
7.0	39.0	40	0.15446511591880194
7.0	39.0	45	0.05663097600242579
7.0	39.0	18	0.520430801436904
7.0	39.0	19	0.5462490303208513
7.0	39.0	20	0.38117633926566297
7.0	39.0	22	0.16348425219655588
7.0	39.0	23	0.06498683321225462
7.0	39.0	41	0.4198452312463013
7.0	39.0	46	0.035635196343527784
7.0	39.0	26	0.4331074384032856
7.0	39.0	27	0.4924411770391692
7.0	39.0	28	0.2943237575975289
7.0	39.0	31	0.13326291840414742
7.0	39.0	32	0.010249630765993266
7.0	39.0	42	0.04129383404651064
7.0	39.0	44	0.05315610652171157
7.0	39.0	48	0.1165245996802018
7.0	39.0	57	0.2932005406636389
7.0	39.0	58	0.08942859925238766
7.0	39.0	59	0.3368958014440784
7.0	39.0	60	0.08756286681555865
7.0	40.0	8	0.17362282395551085
7.0	40.0	9	0.19389854164155249
7.0	40.0	10	0.2229709494298993
7.0	40.0	11	0.18199405701057944
7.0	40.0	13	0.17140266881854185
7.0	40.0	14	0.14310548504671194
7.0	40.0	19	0.13780172302415258
7.0	40.0	20	0.11677885922011527
7.0	40.0	22	0.13793151916920054
7.0	40.0	23	0.028227418215632107
7.0	40.0	27	0.11030201271718243
7.0	40.0	31	0.03770435110962714
7.0	40.0	32	0.00942712939192665
7.0	40.0	42	0.01833167472334613
7.0	40.0	44	0.014645541723296853
7.0	40.0	48	0.08871588130867894
7.0	40.0	58	0.06764745788411529
7.0	40.0	59	0.07971104964242114
7.0	40.0	60	0.0662016978877027
7.0	41.0	34	0.0060431334123136286
7.0	41.0	35	0.03608830346781902
7.0	41.0	7	0.02203805406289924
7.0	41.0	8	0.08010094928858938
7.0	41.0	9	0.09709538676072407
7.0	41.0	10	0.08478428820786332
7.0	41.0	11	0.08118866043261316
7.0	41.0	12	0.07676091176445128
7.0	41.0	13	0.07663241464368317
7.0	41.0	14	0.04138758390424984
7.0	41.0	15	0.01921862784584593
7.0	41.0	36	0.02244865739288445
7.0	41.0	17	0.020280240679690573
7.0	41.0	19	0.057189262016678614
7.0	41.0	20	0.05855152944974825
7.0	41.0	22	0.08518501276685013
7.0	41.0	23	0.014482354105618815
7.0	41.0	24	0.015264571035187406
7.0	41.0	37	0.019173869044079576
7.0	41.0	43	0.009486999414768521
7.0	41.0	47	0.021377220396885457
7.0	41.0	27	0.04351553450827707
7.0	41.0	31	0.02211403891792561
7.0	41.0	32	0.008149952510290813
7.0	41.0	38	0.015152931125429243
7.0	41.0	42	0.009409486104922588
7.0	41.0	44	0.009465444763620823
7.0	41.0	48	0.03173674405781192
7.0	41.0	49	0.025664768189923973
7.0	41.0	50	0.019921782192588226
7.0	41.0	51	0.01932735196026071
7.0	41.0	52	0.019811170146666814
7.0	41.0	53	0.020038376921743282
7.0	41.0	54	0.02006682403215116
7.0	41.0	55	0.020213802123545118
7.0	41.0	56	0.01985777924430297
7.0	41.0	58	0.02351658645980767
7.0	41.0	59	0.03010901271023936
7.0	41.0	60	0.022806308367052133
7.0	42.0	8	0.06617084369276464
7.0	42.0	9	0.0816383151167994
7.0	42.0	10	0.10018397589462827
7.0	42.0	11	0.06477015484027937
7.0	42.0	13	0.09023421916185692
7.0	42.0	14	0.06652427362867541
7.0	42.0	19	0.043473428325295625
7.0	42.0	20	0.04939468722052489
7.0	42.0	22	0.07801577984995926
7.0	42.0	23	0.02097783658436506
7.0	42.0	27	0.03270999377179905
7.0	42.0	31	0.020896320145981383
7.0	42.0	32	0.00845778668314881
7.0	42.0	42	0.010337713671676978
7.0	42.0	44	0.009701415283272695
7.0	42.0	48	0.025251212842315813
7.0	42.0	58	0.01864718199004453
7.0	42.0	59	0.02409407567032461
7.0	42.0	60	0.017988377000978512
7.0	43.0	8	0.05396374181772988
7.0	43.0	9	0.07066964391803784
7.0	43.0	10	0.08595379887196399
7.0	43.0	11	0.05542502564439805
7.0	43.0	13	0.07955433446263895
7.0	43.0	14	0.05756070309031671
7.0	43.0	19	0.03431255021019357
7.0	43.0	20	0.04323128298788161
7.0	43.0	22	0.06511006285362084
7.0	43.0	23	0.016758965781233374
7.0	43.0	27	0.025764966350446176
7.0	43.0	31	0.0182434816610758
7.0	43.0	32	0.0075094721156494845
7.0	43.0	42	0.009533497705040285
7.0	43.0	44	0.008976771674585403
7.0	43.0	48	0.02044916597469894
7.0	43.0	58	0.015335233108765141
7.0	43.0	59	0.01930729786819244
7.0	43.0	60	0.014782549131647326
7.0	44.0	8	0.049684711849352095
7.0	44.0	9	0.06569561076462496
7.0	44.0	10	0.07777539348629599
7.0	44.0	11	0.05265386910085524
7.0	44.0	13	0.07006350522550701
7.0	44.0	14	0.04526050883975965
7.0	44.0	19	0.027023148979181004
7.0	44.0	20	0.03884494515672144
7.0	44.0	22	0.05764318263952869
7.0	44.0	23	0.013660932418876372
7.0	44.0	27	0.020169763022141917
7.0	44.0	31	0.0162857925202589
7.0	44.0	32	0.0071737900061617545
7.0	44.0	42	0.008856096849303982
7.0	44.0	44	0.008666165292110858
7.0	44.0	48	0.01838958678370539
7.0	44.0	58	0.013657990776986352
7.0	44.0	59	0.016851259308184083
7.0	44.0	60	0.013152082398564094
7.0	45.0	8	0.04816709586896849
7.0	45.0	9	0.06578366390654497
7.0	45.0	10	0.07682640722463217
7.0	45.0	11	0.05403131861713298
7.0	45.0	13	0.06320292898305731
7.0	45.0	14	0.04134532921236908
7.0	45.0	19	0.02427165735262048
7.0	45.0	20	0.03891474630133685
7.0	45.0	22	0.0564928604112717
7.0	45.0	23	0.012485835337351104
7.0	45.0	27	0.01828370608001401
7.0	45.0	31	0.016519766084097103
7.0	45.0	32	0.007478179829143771
7.0	45.0	42	0.00908802444532444
7.0	45.0	44	0.008936567888839897
7.0	45.0	48	0.018496854165044832
7.0	45.0	58	0.013756817853288422
7.0	45.0	59	0.01665597123841369
7.0	45.0	60	0.013254975418461762
7.0	46.0	39	0.022560739573262024
7.0	46.0	8	0.39211982597395545
7.0	46.0	9	0.12772686678276568
7.0	46.0	10	0.155504982969004
7.0	46.0	11	0.10824841099402373
7.0	46.0	13	0.09593127199106116
7.0	46.0	14	0.06269250084072392
7.0	46.0	40	0.1145910596325517
7.0	46.0	45	0.018655888835879937
7.0	46.0	18	0.07767584372437128
7.0	46.0	19	0.08021935019405378
7.0	46.0	20	0.10263295004989507
7.0	46.0	22	0.09723207704193973
7.0	46.0	23	0.02697470609321587
7.0	46.0	41	0.06288938732902145
7.0	46.0	46	0.014503170878599637
7.0	46.0	26	0.2437972338731853
7.0	46.0	27	0.26320505941928457
7.0	46.0	28	0.06945150498653749
7.0	46.0	31	0.029238522251350024
7.0	46.0	32	0.009429511618287836
7.0	46.0	42	0.016544958633618087
7.0	46.0	44	0.017449719977261413
7.0	46.0	48	0.04832873423185871
7.0	46.0	57	0.172228939835769
7.0	46.0	58	0.0364501904985845
7.0	46.0	59	0.042193500203808736
7.0	46.0	60	0.03486476522965699
7.0	47.0	8	0.04338543204256399
7.0	47.0	9	0.06269707849720517
7.0	47.0	10	0.07595770296650739
7.0	47.0	11	0.05175333524878381
7.0	47.0	13	0.0543197950085055
7.0	47.0	14	0.03474527237426979
7.0	47.0	19	0.02141489365137786
7.0	47.0	20	0.035304338155543104
7.0	47.0	22	0.05067070935749662
7.0	47.0	23	0.011344426782735784
7.0	47.0	27	0.01623496811075355
7.0	47.0	31	0.01518872670414566
7.0	47.0	32	0.006705487889079346
7.0	47.0	42	0.008649922827417326
7.0	47.0	44	0.008584670475446277
7.0	47.0	48	0.017231331112622438
7.0	47.0	58	0.01264770599845592
7.0	47.0	59	0.014793849190711632
7.0	47.0	60	0.012195407898867828
3.0	23.0	39	0.04284881948478162
3.0	23.0	8	0.2688030903534155
3.0	23.0	9	0.4899601693066279
3.0	23.0	10	0.39252183857111206
3.0	23.0	11	0.4158344012374831
3.0	23.0	13	0.20651496780022446
3.0	23.0	14	0.21721329216012333
3.0	23.0	40	0.20513109278910235
3.0	23.0	45	0.09115539543283158
3.0	23.0	18	0.6409699858768564
3.0	23.0	19	0.5178220362574301
3.0	23.0	20	0.34075972845357466
3.0	23.0	21	0.7690103600036029
3.0	23.0	22	0.2760070339064389
3.0	23.0	23	0.06760645261798935
3.0	23.0	41	0.5040418191719774
3.0	23.0	46	0.046015176713464084
3.0	23.0	26	0.5002974128588985
3.0	23.0	27	0.4696827597267082
3.0	23.0	28	0.4124035042422351
3.0	23.0	29	0.6599320928857283
3.0	23.0	30	0.2292943761796065
3.0	23.0	31	0.10416524563793644
3.0	23.0	32	0.04681796541013263
3.0	23.0	42	0.04442079488428731
3.0	23.0	44	0.11379004659169638
3.0	23.0	48	0.16020029614589493
3.0	23.0	57	0.31887255285841903
3.0	23.0	58	0.35248483410517906
3.0	23.0	59	0.3657406532737253
3.0	23.0	60	0.36665261879209504
8.0	23.0	8	0.17838729481315388
8.0	23.0	9	0.195160884522254
8.0	23.0	10	0.2186097255993608
8.0	23.0	11	0.20606341180340687
8.0	23.0	13	0.14808064908707394
8.0	23.0	14	0.14322238332724482
8.0	23.0	19	0.1516924328289421
8.0	23.0	20	0.11279768619514413
8.0	23.0	22	0.1137151289310974
8.0	23.0	23	0.013152155282168013
8.0	23.0	27	0.12370030520607993
8.0	23.0	31	0.03262162524918463
8.0	23.0	32	0.012252846671533112
8.0	23.0	42	0.009675986252514163
8.0	23.0	44	0.025558386349742043
8.0	23.0	48	0.09806918923418564
8.0	23.0	58	0.07298222703725855
8.0	23.0	59	0.08060968603306899
8.0	23.0	60	0.0715459052453866
11.0	23.0	34	0.004210342595264247
11.0	23.0	9	0.009385924132906374
11.0	23.0	10	0.010129993808007415
11.0	23.0	11	0.019406657328574856
11.0	23.0	12	0.03202918724722778
11.0	23.0	13	0.023579072111719925
11.0	23.0	14	0.030986487419929508
11.0	23.0	15	0.010765460524504477
11.0	23.0	36	0.008262615724998507
11.0	23.0	17	0.0062108969013909155
11.0	23.0	20	0.015068244285757669
11.0	23.0	22	0.014091388658849856
11.0	23.0	23	0.004574790597058199
11.0	23.0	24	0.005475205184642918
11.0	23.0	37	0.00658997183535451
11.0	23.0	43	0.004044997300038583
11.0	23.0	47	0.007751769054265222
11.0	23.0	27	0.005059157928221303
11.0	23.0	31	0.005344165848473333
11.0	23.0	32	0.002888620204335331
11.0	23.0	38	0.005199787647877461
11.0	23.0	42	0.003864171942928025
11.0	23.0	44	0.004522846929929635
11.0	23.0	48	0.006253378506676953
11.0	23.0	49	0.008922023998834
11.0	23.0	50	0.006210401120464241
11.0	23.0	51	0.005893541624451786
11.0	23.0	52	0.005982335785264581
11.0	23.0	53	0.006066882465578139
11.0	23.0	54	0.0060783284457905686
11.0	23.0	55	0.006670531809044554
11.0	23.0	56	0.005994651827431887
11.0	23.0	58	0.004539190616288654
11.0	23.0	59	0.005719512832270918
11.0	23.0	60	0.004195942931558025
12.0	23.0	36	0.0070733819451309675
12.0	23.0	17	0.005940938443283127
12.0	23.0	47	0.008709593496062814
12.0	23.0	27	0.004923814695403112
12.0	23.0	31	0.005178590958651077
12.0	23.0	44	0.005187454610298928
12.0	23.0	48	0.007496241423748747
12.0	23.0	51	0.005622773607127447
12.0	23.0	52	0.005723075052064167
12.0	23.0	53	0.005875622712348638
12.0	23.0	54	0.0058870686925610715
12.0	23.0	56	0.005803350338625965
12.0	23.0	58	0.005644913412957593
12.0	23.0	59	0.005676589346504418
12.0	23.0	60	0.0048557087709318525
13.0	23.0	8	0.006770062286754519
13.0	23.0	9	0.00988837835741178
13.0	23.0	10	0.013605744777272987
13.0	23.0	11	0.013053040383188172
13.0	23.0	13	0.017537832300346227
13.0	23.0	14	0.01493571682797396
13.0	23.0	19	0.006901124992463261
13.0	23.0	20	0.013899641731871745
13.0	23.0	22	0.0131875382728847
13.0	23.0	23	0.004403171330771441
13.0	23.0	27	0.005005859742000251
13.0	23.0	31	0.0051424449488292135
13.0	23.0	32	0.0027953214023151225
13.0	23.0	42	0.0036386267555442117
13.0	23.0	44	0.003472777016583748
13.0	23.0	48	0.0060489340980785155
13.0	23.0	58	0.004642636307430441
13.0	23.0	59	0.005177403591511696
13.0	23.0	60	0.0042448229899972965
23.0	24.0	34	0.004242301153915492
23.0	24.0	7	0.006913993410065722
23.0	24.0	8	0.0068563026827069004
23.0	24.0	9	0.009656847537664943
23.0	24.0	10	0.007740313045295107
23.0	24.0	11	0.007950572231402588
23.0	24.0	12	0.008103160221205044
23.0	24.0	13	0.008799008170741278
23.0	24.0	14	0.009840332916761238
23.0	24.0	15	0.005447812769786785
23.0	24.0	17	0.006174968437689955
23.0	24.0	19	0.0072411674933525625
23.0	24.0	20	0.014827099581425125
23.0	24.0	22	0.013318853541348685
23.0	24.0	23	0.00441957034144942
23.0	24.0	24	0.00553894836851446
23.0	24.0	37	0.0067139548411982285
23.0	24.0	43	0.0038439949205498094
23.0	24.0	47	0.008490930945908123
23.0	24.0	27	0.005326990616194148
23.0	24.0	31	0.00529003356630524
23.0	24.0	32	0.0027904059238865585
23.0	24.0	38	0.00538288774228547
23.0	24.0	42	0.0037964933457722335
23.0	24.0	44	0.004961942533788139
23.0	24.0	48	0.008409426389530317
23.0	24.0	49	0.008569522704444492
23.0	24.0	50	0.006006452667741163
23.0	24.0	51	0.005951944557586189
23.0	24.0	52	0.005970748097703953
23.0	24.0	53	0.006227040611277417
23.0	24.0	54	0.006222651694283714
23.0	24.0	55	0.006355085218845189
23.0	24.0	56	0.006135892060647598
23.0	24.0	58	0.006173538936268567
23.0	24.0	59	0.006883967570996318
23.0	24.0	60	0.005761104254402702
23.0	28.0	27	0.006032930438435175
23.0	28.0	31	0.005916398993173482
23.0	28.0	58	0.007400893764328306
23.0	28.0	59	0.007224859233065511
23.0	28.0	60	0.005764125863924071
23.0	31.0	34	0.0043815662320163574
23.0	31.0	7	0.007119917548873216
23.0	31.0	10	0.007880516440393401
23.0	31.0	12	0.008463118891904282
23.0	31.0	36	0.007529687423700707
23.0	31.0	17	0.006368402999945369
23.0	31.0	37	0.006923911701274283
23.0	31.0	43	0.00412809633975326
23.0	31.0	47	0.009007560961861243
23.0	31.0	44	0.0054538239396053284
23.0	31.0	48	0.008893576077258498
23.0	31.0	49	0.009169478002981143
23.0	31.0	51	0.006146658664765752
23.0	31.0	52	0.006167120898715014
23.0	31.0	53	0.006447415159755712
23.0	31.0	54	0.00642577237550521
23.0	31.0	55	0.006697644708010918
23.0	31.0	56	0.006338691146510893
4.0	23.0	39	0.0352917440230359
4.0	23.0	8	0.3574804638429048
4.0	23.0	9	0.4755160359902148
4.0	23.0	10	0.36706781319316795
4.0	23.0	11	0.4153272647089639
4.0	23.0	13	0.26411331349962314
4.0	23.0	14	0.22720576095109746
4.0	23.0	40	0.2443693438062912
4.0	23.0	45	0.10754085655091483
4.0	23.0	18	0.8040390431057992
4.0	23.0	19	0.5660630385650547
4.0	23.0	20	0.3465620513465798
4.0	23.0	21	0.7485725005827063
4.0	23.0	22	0.261842688350713
4.0	23.0	23	0.08247049987907355
4.0	23.0	41	0.6764356919734867
4.0	23.0	46	0.05114883129648002
4.0	23.0	26	0.6822865923697211
4.0	23.0	27	0.5146737207398268
4.0	23.0	28	0.3927351789423427
4.0	23.0	29	0.6363401994792309
4.0	23.0	30	0.1988030450119362
4.0	23.0	31	0.09543012750936804
4.0	23.0	32	0.04547169592898955
4.0	23.0	42	0.050322387556017804
4.0	23.0	44	0.13164257499228615
4.0	23.0	48	0.2300940675503913
4.0	23.0	57	0.3900455372821383
4.0	23.0	58	0.4025890449928163
4.0	23.0	59	0.4203708577217837
4.0	23.0	60	0.4152012123085956
9.0	23.0	8	0.399215109533108
9.0	23.0	9	0.4122875026024466
9.0	23.0	10	0.4244745731625886
9.0	23.0	11	0.4339880637002271
9.0	23.0	13	0.2846316895233413
9.0	23.0	14	0.2486682699899969
9.0	23.0	19	0.3736114332534195
9.0	23.0	20	0.25339009216333586
9.0	23.0	22	0.23103383461667726
9.0	23.0	23	0.047754630364490715
9.0	23.0	27	0.3270755265907744
9.0	23.0	31	0.07643184608965288
9.0	23.0	32	0.03415888497538077
9.0	23.0	42	0.03137553494794285
9.0	23.0	44	0.05413513559627786
9.0	23.0	48	0.2574027551494212
9.0	23.0	58	0.19324389025611974
9.0	23.0	59	0.2033566825306872
9.0	23.0	60	0.1985149838671357
14.0	23.0	34	0.005277978856841094
14.0	23.0	7	0.016287242080345796
14.0	23.0	8	0.02728797576007613
14.0	23.0	9	0.03416929386528286
14.0	23.0	10	0.06764821441542652
14.0	23.0	11	0.033263364380812566
14.0	23.0	12	0.11267024964480292
14.0	23.0	13	0.09310483918377237
14.0	23.0	14	0.044322168809468813
14.0	23.0	15	0.045994871847311325
14.0	23.0	36	0.04192950683385594
14.0	23.0	19	0.022033719456661282
14.0	23.0	20	0.02660575521305236
14.0	23.0	22	0.038911044594061625
14.0	23.0	23	0.00672647815958225
14.0	23.0	24	0.00990641173272706
14.0	23.0	37	0.012209589515969206
14.0	23.0	43	0.005944729505408237
14.0	23.0	47	0.01121452990115912
14.0	23.0	27	0.01464403379754418
14.0	23.0	31	0.009338815673069928
14.0	23.0	32	0.004039378885759582
14.0	23.0	38	0.009791301148904485
14.0	23.0	42	0.0053358879040072745
14.0	23.0	44	0.00541735277307762
14.0	23.0	48	0.011080958325237492
14.0	23.0	49	0.014522521495230947
14.0	23.0	50	0.0114410561636754
14.0	23.0	51	0.011019184326227269
14.0	23.0	52	0.011055122885530608
14.0	23.0	53	0.011207328324229816
14.0	23.0	54	0.012082137427382636
14.0	23.0	55	0.011907721141082926
14.0	23.0	56	0.011993181669083466
14.0	23.0	58	0.007919474397604126
14.0	23.0	59	0.01135051047449823
14.0	23.0	60	0.0074457965281791326
16.0	23.0	34	0.0042136863706328615
16.0	23.0	7	0.006595394907708794
16.0	23.0	10	0.008279006386574134
16.0	23.0	12	0.05169426918266274
16.0	23.0	36	0.0071766663278656825
16.0	23.0	17	0.006039749770727156
16.0	23.0	37	0.006409522388750021
16.0	23.0	47	0.007622972818484419
16.0	23.0	31	0.005439396856258602
16.0	23.0	44	0.0044791160341951936
16.0	23.0	48	0.006181857298660298
16.0	23.0	49	0.008586490457490728
16.0	23.0	51	0.005657388675948105
16.0	23.0	52	0.0058509859701255185
16.0	23.0	53	0.005934643607976154
16.0	23.0	54	0.005946089588188583
16.0	23.0	55	0.0064166368276995355
16.0	23.0	56	0.005864789956648412
16.0	23.0	58	0.004933720101230766
16.0	23.0	59	0.00507633150784667
16.0	23.0	60	0.004146384454806245
17.0	23.0	34	0.031561507289671165
17.0	23.0	39	0.03769075971384672
17.0	23.0	7	0.05733263895195874
17.0	23.0	8	0.16555949012498378
17.0	23.0	9	0.3322782694374479
17.0	23.0	10	0.30871092151648344
17.0	23.0	11	0.3301059475204668
17.0	23.0	12	0.1060154766158192
17.0	23.0	13	0.1367265655466595
17.0	23.0	14	0.14709032629794766
17.0	23.0	15	0.05789393666109055
17.0	23.0	36	0.06464920491980615
17.0	23.0	40	0.1012857444313802
17.0	23.0	45	0.0477841764351462
17.0	23.0	17	0.0545983763674644
17.0	23.0	18	0.1752181390616555
17.0	23.0	19	0.3019337483226633
17.0	23.0	20	0.20264927648310926
17.0	23.0	21	0.4469713761981127
17.0	23.0	22	0.1833248832509179
17.0	23.0	23	0.0534593373961927
17.0	23.0	37	0.055397712182562266
17.0	23.0	41	0.14497985319108278
17.0	23.0	46	0.033911515745162234
17.0	23.0	47	0.0624208603972967
17.0	23.0	26	0.11832554728878535
17.0	23.0	27	0.2605718969723846
17.0	23.0	28	0.2166092982688089
17.0	23.0	29	0.3860183584408245
17.0	23.0	30	0.1368191504498514
17.0	23.0	31	0.08562262165081763
17.0	23.0	32	0.04697762583584237
17.0	23.0	38	0.05648448547696966
17.0	23.0	42	0.04502819789325653
17.0	23.0	44	0.06667353437670076
17.0	23.0	48	0.08044807216023679
17.0	23.0	49	0.06009297840794706
17.0	23.0	50	0.056644643109528124
17.0	23.0	51	0.05551781614274544
17.0	23.0	52	0.05579380020732419
17.0	23.0	53	0.05606460772584965
17.0	23.0	54	0.056077470547882084
17.0	23.0	55	0.05891017491629715
17.0	23.0	56	0.055992835952657215
17.0	23.0	57	0.08729367523277119
17.0	23.0	58	0.16140697807105928
17.0	23.0	59	0.16686322151155486
17.0	23.0	60	0.16593806408963585
18.0	23.0	8	0.043725500556962615
18.0	23.0	9	0.056461184108092026
18.0	23.0	10	0.07389052445242497
18.0	23.0	11	0.060543777407941535
18.0	23.0	13	0.058434553554512936
18.0	23.0	14	0.0503084957200088
18.0	23.0	19	0.035666179492656866
18.0	23.0	20	0.032535740434403014
18.0	23.0	22	0.03597355156120227
18.0	23.0	23	0.005813423733379004
18.0	23.0	27	0.02589919340917836
18.0	23.0	31	0.009392022329110274
18.0	23.0	32	0.0040405734325201755
18.0	23.0	42	0.004241867702704921
18.0	23.0	44	0.00498677852709961
18.0	23.0	48	0.01822775831493434
18.0	23.0	58	0.012811187931928102
18.0	23.0	59	0.015359348102135222
18.0	23.0	60	0.012435623301454162
23.0	25.0	34	0.004389859733709716
23.0	25.0	7	0.008214058327058191
23.0	25.0	9	0.013148587442058485
23.0	25.0	10	0.03305538505953883
23.0	25.0	11	0.02289171156748631
23.0	25.0	12	0.04719367721362962
23.0	25.0	13	0.033581267097479155
23.0	25.0	14	0.0366251448951832
23.0	25.0	15	0.012027721234473512
23.0	25.0	36	0.027403763284935427
23.0	25.0	17	0.007201442566363486
23.0	25.0	22	0.019231953427130882
23.0	25.0	23	0.005235973772825314
23.0	25.0	24	0.006404372683360346
23.0	25.0	43	0.00452787632945121
23.0	25.0	47	0.007496027700707655
23.0	25.0	31	0.0065405868261502135
23.0	25.0	32	0.003191960411963995
23.0	25.0	38	0.0061502005356895385
23.0	25.0	42	0.004362342808186467
23.0	25.0	44	0.004303602589800278
23.0	25.0	48	0.007150313848572658
23.0	25.0	49	0.009846846270084121
23.0	25.0	50	0.007207197543313944
23.0	25.0	51	0.0069690742743425205
23.0	25.0	52	0.007002702034613054
23.0	25.0	53	0.007105721440518156
23.0	25.0	54	0.007118486613366019
23.0	25.0	55	0.007812005641355384
23.0	25.0	56	0.007033707802068434
23.0	25.0	58	0.005315922600137945
23.0	25.0	59	0.006045964142819718
23.0	25.0	60	0.004874024057968921
23.0	32.0	34	0.005121429696223786
23.0	32.0	7	0.009796234220687702
23.0	32.0	10	0.017181849550774606
23.0	32.0	12	0.04155646775070665
23.0	32.0	36	0.011305312447130858
23.0	32.0	17	0.008920969137927745
23.0	32.0	22	0.01822419899888321
23.0	32.0	37	0.00925086969250466
23.0	32.0	47	0.010969580006255482
23.0	32.0	31	0.006826807195271407
23.0	32.0	32	0.003658157165913301
23.0	32.0	44	0.005921568287969259
23.0	32.0	48	0.008946019772017953
23.0	32.0	49	0.011964473276697049
23.0	32.0	50	0.00890327784950923
23.0	32.0	51	0.008432150034281098
23.0	32.0	52	0.008597939959974123
23.0	32.0	53	0.00869316805078783
23.0	32.0	54	0.008708298149913559
23.0	32.0	55	0.009456192405429959
23.0	32.0	56	0.008580589187299491
23.0	32.0	58	0.006575535642062291
23.0	32.0	60	0.006011707980510046
5.0	23.0	39	0.023186372487564798
5.0	23.0	8	0.452720326401003
5.0	23.0	9	0.4810154731104841
5.0	23.0	10	0.3937696939579921
5.0	23.0	11	0.44046758459519336
5.0	23.0	13	0.31791105661134844
5.0	23.0	14	0.2119231704451129
5.0	23.0	40	0.21956448670198048
