SimulatedComposition	O p-band center (eV)	Predicted Log k* (cm/s)	Bandgap	Charge transfer gap (eV)	Ehull	Formation energy
"La8Mn4Co4O24
"	-2.611	-6.9816	0.787	0.817	"26.702212596
"	"-2.05540774184
"
"La8Mn7Cr1O24
"	-2.969	-8.1794	0	0	"43.125215418
"	"-2.2159849057
"
"La8Mn6Cr2O24
"	-2.971	-8.1861	0	0	"49.847735144
"	"-2.23032077791
"
"La8Mn7Fe1O24
"	-3.021	-8.3534	0	0	"40.2646946055
"	"-2.18718680845
"
"La8Mn6Fe2O24
"	-3.03	-8.3835	0	0	"43.995693519
"	"-2.17285558341
"
"La8Mg1Mn7O24
"	-3.943	-11.4382	0	0	"0
"	"-2.59697816132
"
"La8Mg2Mn6O24
"	-3.926	-11.3813	0	0	"0
"	"-2.62565353916
"
"La8Mg4Mn4O24
"	-2.412	-6.3158	1.498	1.557	"0
"	"-2.65769404484
"
"La8Mn7Ni1O24
"	-2.953	-8.1258	0	0	"31.343352695
"	"-2.13510163245
"
"La8Mn6Ni2O24
"	-2.946	-8.1024	0	0	"19.2047596979
"	"-2.07563348141
"
"La8Mn4Ni4O24
"	-2.224	-5.6868	1.215	1.215	"0.442073703859
"	"-1.95118267934
"
"La8Mn8O24
"	-3.043	-8.427	0	0	"39.226445692
"	"-2.19882528348
"
"Ba2La6Ni8O24
"	-1.917	-4.6596	0	0.649	"162.308582145
"	"-1.33504304333
"
"Ba4La4Ni8O24
"	-1.755	-4.1176	0	0	"210.808929074
"	"-1.11586226146
"
"Ca2La6Ni8O24
"	-2.011	-4.9741	0	0.536	"178.001455145
"	"-1.36548768283
"
"Ca4La4Ni8O24
"	-1.804	-4.2815	0	0.23	"232.209208574
"	"-1.18957129046
"
"La6Dy2Ni8O24
"	-2.239	-5.7369	0	0.917	"157.374363216
"	"-1.52465665433
"
"La4Dy4Ni8O24
"	-2.203	-5.6165	0	0	"181.910774716
"	"-1.51695348346
"
"La6Gd2Ni8O24
"	-2.973	-8.1928	0	0	"0
"	"-2.16258042608
"
"La6Ho2Ni8O24
"	-2.231	-5.7102	0	0	"161.615855778
"	"-1.52315022533
"
"La4Ho4Ni8O24
"	-2.205	-5.6232	0	0	"189.644509841
"	"-1.51468987546
"
"La6Nd2Ni8O24
"	-2.201	-5.6098	0	0.878	"131.304680028
"	"-1.52189839458
"
"La4Nd4Ni8O24
"	-2.109	-5.302	0	0.858	"133.559658341
"	"-1.50764871396
"
"La6Sm2Ni8O24
"	-2.214	-5.6533	0	0	"140.198318684
"	"-1.52301100433
"
"La4Sm4Ni8O24
"	-2.148	-5.4325	0	0.859	"150.508185653
"	"-1.51071268346
"
"Sr2La6Ni8O24
"	-1.982	-4.8771	0	0	"155.792869145
"	"-1.36473959983
"
"Sr4La4Ni8O24
"	-1.803	-4.2782	0	0	"194.268536574
"	"-1.18159862446
"
"La8Co1Ni7O24
"	-2.198	-5.5998	0	0	"108.979857614
"	"-1.58124546583
"
"La8Co2Ni6O24
"	-2.258	-5.8005	0	0	"86.4067635131
"	"-1.62884610646
"
"La8Cr1Ni7O24
"	-2.247	-5.7637	0	0	"114.247314439
"	"-1.64361559846
"
"La8Cr2Ni6O24
"	-2.32	-6.008	0	0	"95.7636771618
"	"-1.75476437171
"
"La8Fe1Ni7O24
"	-2.283	-5.8842	0	0.647	"115.200293626
"	"-1.61100400121
"
"La8Fe2Ni6O24
"	-2.37	-6.1752	0	0	"102.514385537
"	"-1.68469642721
"
"La8Mg1Ni7O24
"	-2.791	-7.5838	0	1.135	"0
"	"-2.22231210408
"
"La8Mg2Ni6O24
"	-2.666	-7.1656	0	0	"0
"	"-2.26558613296
"
"La8Mg4Ni4O24
"	-2.158	-5.4659	0.8	0.838	"0
"	"-2.34905744071
"
"La8Mn1Ni7O24
"	-2.23	-5.7068	0	0.343	"100.457044713
"	"-1.63634747624
"
"La8Mn2Ni6O24
"	-2.285	-5.8909	0	0	"69.2693877098
"	"-1.73914187727
"
"La8Ni8O24
"	-2.187	-5.563	0	0	"128.935951716
"	"-1.53626182521
"
"Ba2La6Sc8O24
"	-1.452	-3.1038	0	3.772	"14.0944440539
"	"-3.00209362333
"
"Ba4La4Sc8O24
"	-1.436	-3.0503	0	3.9	"42.2958931079
"	"-2.80627309146
"
"Ca2La6Sc8O24
"	-1.405	-2.9465	0	3.895	"30.4689790539
"	"-3.02474626283
"
"Ca4La4Sc8O24
"	-1.361	-2.7993	0	4.001	"87.3607131079
"	"-2.83926262046
"
"La6Dy2Sc8O24
"	-1.727	-4.0239	3.706	3.792	"0
"	"-3.20421573433
"
"La4Dy4Sc8O24
"	-1.657	-3.7897	3.851	3.909	"0
"	"-3.20779556346
"
"La6Gd2Sc8O24
"	-1.717	-3.9904	2.934	2.963	"30.22875
"	"-3.14737525608
"
"La4Gd4Sc8O24
"	-1.714	-3.9804	3.055	3.084	"29.653255
"	"-3.14174760696
"
"La6Ho2Sc8O24
"	-1.73	-4.0339	3.708	3.765	"0
"	"-3.20390755533
"
"La4Ho4Sc8O24
"	-1.676	-3.8533	3.85	3.908	"0.992490624999
"	"-3.20850020546
"
"La6Nd2Sc8O24
"	-1.703	-3.9436	3.699	3.756	"0
"	"-3.19395422458
"
"La4Nd4Sc8O24
"	-1.636	-3.7194	3.788	3.874	"0
"	"-3.18007504396
"
"La6Sm2Sc8O24
"	-1.706	-3.9536	3.701	3.787	"0
"	"-3.19836783433
"
"La4Sm4Sc8O24
"	-1.642	-3.7395	3.819	3.877	"0
"	"-3.19075701346
"
"Sr2La6Sc8O24
"	-1.419	-2.9934	0	3.832	"11.9314874914
"	"-3.02382592983
"
"Sr4La4Sc8O24
"	-1.387	-2.8863	0	4.021	"49.3632299829
"	"-2.83834445446
"
"La8Sc7Co1O24
"	-1.97	-4.8369	1.032	1.089	"0
"	"-3.03570369208
"
"La8Sc6Co2O24
"	-2.059	-5.1347	0.916	0.973	"0
"	"-2.86378072896
"
"La8Sc4Co4O24
"	-2.263	-5.8172	0.829	0.886	"0
"	"-2.52517855271
"
"La8Sc7Cr1O24
"	-2.031	-5.041	2.948	3.005	"0
"	"-3.10994607471
"
"La8Sc6Cr2O24
"	-2.195	-5.5897	2.807	2.864	"0
"	"-3.01270449421
"
"La8Sc4Cr4O24
"	-2.352	-6.115	2.836	2.894	"0
"	"-2.82254258321
"
"La8Sc7Fe1O24
"	-1.926	-4.6897	2.447	2.515	"0
"	"-3.08037297746
"
"La8Sc6Fe2O24
"	-1.98	-4.8704	2.31	2.378	"0
"	"-2.95251629971
"
"La8Sc4Fe4O24
"	-2.106	-5.292	2.173	2.275	"0
"	"-2.69906019421
"
"La8Mg1Sc7O24
"	-1.455	-3.1138	0	3.862	"5.05625633946
"	"-3.09574308033
"
"La8Mg2Sc6O24
"	-1.457	-3.1205	0	3.921	"34.3690176789
"	"-2.98342250546
"
"La8Mg4Sc4O24
"	-1.447	-3.0871	0	4.195	"89.9135403579
"	"-2.76186235571
"
"La8Sc7Mn1O24
"	-3.029	-8.3801	1.362	1.422	"9.5235200865
"	"-3.05606420249
"
"La8Sc6Mn2O24
"	-2.718	-7.3396	0.75	0.78	"0
"	"-2.95858899977
"
"La8Sc4Mn4O24
"	-2.664	-7.1589	1.048	1.078	"0
"	"-2.71860834434
"
"La8Sc7Ni1O24
"	-1.726	-4.0206	0	3.034	"0
"	"-2.99882655146
"
"La8Sc6Ni2O24
"	-1.831	-4.3719	0	2.395	"16.2043591789
"	"-2.78795044771
"
"La8Sc4Ni4O24
"	-2.148	-5.4325	0.228	0.266	"44.4184733579
"	"-2.38008399021
"
"La8Sc8O24
"	-1.716	-3.9871	0	3.619	"0
"	"-3.20848640521
"
"Ba2La6Ti8O24
"	-5.215	-15.694	0	0	"14.8100515625
"	"-2.83039808066
"
"Ba4La4Ti8O24
"	-4.87	-14.5397	0	0	"13.804608375
"	"-2.78940454879
"
"Ca2La6Ti8O24
"	-5.289	-15.9416	0	0	"8.970625875
"	"-2.85557872016
"
"Ca4La4Ti8O24
"	-5.013	-15.0182	0	0	"0
"	"-2.84502182779
"
"La6Dy2Ti8O24
"	-5.496	-16.6342	0	0	"52.6296356875
"	"-2.84102844166
"
"La4Dy4Ti8O24
"	-5.385	-16.2628	0	0	"60.680276625
"	"-2.83942877079
"
"La6Gd2Ti8O24
"	-5.465	-16.5305	0	0	"34.5198214375
"	"-2.84560621341
"
"La4Gd4Ti8O24
"	-5.447	-16.4703	0	0	"34.149398125
"	"-2.83889556429
"
"La6Ho2Ti8O24
"	-5.478	-16.574	0	0	"55.3782776875
"	"-2.83938501266
"
"La4Ho4Ti8O24
"	-5.374	-16.226	0	0	"62.110810625
"	"-2.84020866279
"
"La6Nd2Ti8O24
"	-5.463	-16.5238	0	0	"35.5034056875
"	"-2.83721893191
"
"La4Nd4Ti8O24
"	-5.511	-16.6844	0	0	"40.797316625
"	"-2.81744025129
"
"La6Sm2Ti8O24
"	-5.481	-16.584	0	0	"42.324806125
"	"-2.83816154166
"
"La4Sm4Ti8O24
"	-5.498	-16.6409	0	0	"50.8263675
"	"-2.82293922079
"
"Sr2La6Ti8O24
"	-5.269	-15.8747	0	0	"7.37896698611
"	"-2.85717363716
"
"Sr4La4Ti8O24
"	-4.984	-14.9212	0	0	"0
"	"-2.84454416179
"
"La8Ti7Co1O24
"	-5.24	-15.7777	0	0	"88.3802996944
"	"-2.786781561
"
"La8Ti6Co2O24
"	-4.977	-14.8977	0	0	"141.470543625
"	"-2.71233750946
"
"La8Ti4Co4O24
"	-2.723	-7.3563	1.82	1.888	"23.94141725
"	"-2.55387615637
"
"La8Ti7Cr1O24
"	-5.366	-16.1993	0	0	"74.7468692031
"	"-2.79675319362
"
"La8Ti6Cr2O24
"	-5.269	-15.8747	0	0	"117.125778375
"	"-2.73668227471
"
"La8Ti4Cr4O24
"	-4.161	-12.1676	0.608	0.675	"62.9442200833
"	"-2.64176743687
"
"La8Ti7Fe1O24
"	-5.309	-16.0086	0	0	"79.2325764722
"	"-2.79641584637
"
"La8Ti6Fe2O24
"	-5.104	-15.3227	0	0	"118.542972875
"	"-2.73526508021
"
"La8Ti4Fe4O24
"	-3.113	-8.6612	1.689	1.756	"28.81237225
"	"-2.61675454787
"
"La8Mg1Ti7O24
"	-5.299	-15.9751	0	0	"25.722252
"	"-2.87116594925
"
"La8Mg2Ti6O24
"	-5.085	-15.2591	0	0	"24.13350925
"	"-2.88243578596
"
"La8Mg4Ti4O24
"	-1.865	-4.4856	2.931	2.964	"22.18427375
"	"-2.90374720937
"
"La8Ti7Mn1O24
"	-5.318	-16.0387	0	0	"65.3557068672
"	"-2.80846057141
"
"La8Ti6Mn2O24
"	-5.16	-15.51	0	0	"95.520522806
"	"-2.75828753027
"
"La8Ti4Mn4O24
"	-3.079	-8.5474	1.655	1.723	"37.348833846
"	"-2.67454169801
"
"La8Ti7Ni1O24
"	-5.32	-16.0454	0	0.113	"122.038739417
"	"-2.76036667037
"
"La8Ti6Ni2O24
"	-5.105	-15.326	0	0	"208.989074875
"	"-2.64481897821
"
"La8Ti4Ni4O24
"	-2.259	-5.8039	2.611	2.686	"39.83120675
"	"-2.45882684387
"
"La8Ti8O24
"	-5.48	-16.5807	0	0	"30.17024475
"	"-2.85703686254
"
"Ba2La6V8O24
"	-3.534	-10.0698	0.692	0.73	"53.85203387
"	"-2.35215695333
"
"Ba4La4V8O24
"	-3.482	-9.8958	0.425	0.464	"79.64651974
"	"-2.23302542146
"
"Ca2La6V8O24
"	-3.632	-10.3976	0.502	0.541	"33.200068125
"	"-2.38052809283
"
"Ca4La4V8O24
"	-3.49	-9.9225	0.696	0.735	"21.88033825
"	"-2.30622995046
"
"La6Dy2V8O24
"	-3.615	-10.3408	1.219	1.258	"44.856381
"	"-2.46008906433
"
"La4Dy4V8O24
"	-3.61	-10.324	1.191	1.23	"45.433214
"	"-2.46511164346
"
"La6Gd2V8O24
"	-4.779	-14.2353	0	0	"0
"	"-2.87237833608
"
"La4Gd4V8O24
"	-4.737	-14.0948	0	0	"0
"	"-2.87225118696
"
"La6Ho2V8O24
"	-3.595	-10.2739	1.22	1.258	"47.619279875
"	"-2.45842738533
"
"La4Ho4V8O24
"	-3.578	-10.217	1.229	1.267	"47.26926175
"	"-2.46547803546
"
"La6Nd2V8O24
"	-3.656	-10.4779	1.18	1.256	"35.46209575
"	"-2.44930505458
"
"La6Sm2V8O24
"	-3.699	-10.6218	1.143	1.181	"26.169518375
"	"-2.45320641433
"
"La4Sm4V8O24
"	-3.636	-10.411	1.153	1.191	"13.39023875
"	"-2.44601559346
"
"Sr2La6V8O24
"	-3.624	-10.3709	0.654	0.693	"29.1224504136
"	"-2.38122775983
"
"Sr4La4V8O24
"	-3.531	-10.0597	0.618	0.657	"23.6626028272
"	"-2.29769178446
"
"La8V7Co1O24
"	-3.667	-10.5147	0.654	0.693	"57.4995003125
"	"-2.38765851208
"
"La8V6Co2O24
"	-3.555	-10.14	0.578	0.617	"61.213702625
"	"-2.32975628896
"
"La8V4Co4O24
"	-2.994	-8.263	1.269	1.307	"31.378064
"	"-2.23330284271
"
"La8V7Cr1O24
"	-3.747	-10.7824	0.987	1.025	"36.6852424375
"	"-2.45105739471
"
"La8V6Cr2O24
"	-3.559	-10.1534	1.175	1.213	"48.571186875
"	"-2.42756805421
"
"La8V4Cr4O24
"	-3.619	-10.3542	1.177	1.214	"49.15732575
"	"-2.40377512321
"
"La8V7Fe1O24
"	-3.703	-10.6352	0.834	0.872	"35.123221625
"	"-2.42096079746
"
"La8V6Fe2O24
"	-3.586	-10.2437	0.834	0.91	"35.15839525
"	"-2.37766360971
"
"La8V4Fe4O24
"	-3.412	-9.6616	0.871	0.947	"28.2257425
"	"-2.29807223421
"
"La8Mg1V7O24
"	-4.627	-13.7267	0	0	"0
"	"-2.87646540033
"
"La8Mg2V6O24
"	-4.443	-13.1111	0	0	"0
"	"-2.86261306546
"
"La8Mg4V4O24
"	-4.065	-11.8464	0	0.114	"0
"	"-2.83605989571
"
"La8Mn1V7O24
"	-3.579	-10.2203	1.137	1.175	"86.889654024
"	"-2.38483702249
"
"La8Mn2V6O24
"	-3.543	-10.0999	0.694	0.732	"36.179510048
"	"-2.40792780977
"
"La8Mn4V4O24
"	-3.434	-9.7352	0.303	0.341	"73.395222096
"	"-2.31547338434
"
"La8V7Ni1O24
"	-3.649	-10.4545	0.616	0.654	"73.0016409375
"	"-2.37215637146
"
"La8V6Ni2O24
"	-3.7	-10.6252	0.5	0.539	"117.714483875
"	"-2.27325550771
"
"La8V4Ni4O24
"	-2.939	-8.079	1.307	1.346	"104.542615
"	"-2.12055853021
"
"La8V8O24
"	-3.724	-10.7055	1.175	1.213	"36.257048
"	"-2.46308898521
"
Sr1Mg2O24Ga6La7	-1.744	-4.0808	0	3.937	"157.595599628
"	"-2.19713702752
"
"Ba4Ce4Mn8O24
"	-2.626	-7.0318	0	0	"119.114167692
"	"-1.93635118998
"
"Ba4Dy4Mn8O24
"	-1.88	-4.5358	0	0	"137.408712525
"	"-1.85391887798
"
"Ba4Er4Mn8O24
"	-1.882	-4.5425	0	0	"150.999876359
"	"-1.85050985598
"
"Ba4Gd4Mn8O24
"	-2.143	-5.4157	0	0	"105.693165317
"	"-1.83897367148
"
"Ba4Ho4Mn8O24
"	-1.891	-4.5726	0	0	"144.194571525
"	"-1.85219301998
"
"Ba4La4Mn8O24
"	-2.136	-5.3923	0	0	"78.0094957753
"	"-1.88783421973
"
"Ba4Nd4Mn8O24
"	-1.773	-4.1778	0	0	"93.9602340253
"	"-1.84862810848
"
"Ba4Pr4Mn8O24
"	-1.867	-4.4923	0	0	"53.5428595253
"	"-1.88063625398
"
"Ba4Sm4Mn8O24
"	-1.805	-4.2849	0	0	"107.975066775
"	"-1.84839657798
"
"Ba4Y4Mn8O24
"	-1.879	-4.5325	0	0	"124.630840359
"	"-1.85372594398
"
"Ba4Pr4Mn6Co2O24
"	-1.873	-4.5124	0	0.129	"86.5356568286
"	"-1.75256598316
"
"Ba4Pr4Mn6Cu2O24
"	-1.564	-3.4785	0	0	"132.109024281
"	"-1.65987114391
"
"Ba4Pr4Mn6Fe2O24
"	-1.818	-4.3284	0	0	"80.4591079773
"	"-1.83168705391
"
"Ba4Pr4Mn6Ni2O24
"	-1.482	-3.2042	0	0	"112.573845031
"	"-1.67647270191
"
Ba4Sr4Fe2Co5Nb1O24	-1.646	-3.7529	0	0	"65.294810373
"	"-1.49627847383
"
Ba4Sr4Fe2Co5Y1O24	-1.511	-3.3012	0	0	"100.859781275
"	"-1.43689664508
"
Ba4Sr4Fe2Co5Zr1O24	-1.541	-3.4016	0	0	"77.9804427868
"	"-1.49510527983
"
"Ba4Sr4Fe2Co6O24
"	-1.525	-3.348	0	0	"123.754016388
"	"-1.25301125646
"
Sr4Nb1Ba4O24Fe7	-1.439	-3.0603	0	0	"26.8325976181
"	"-1.68628765071
"
Sr4Zn2Ba4O24Fe6	-1.241	-2.3978	0	0	"85.1942082455
"	"-1.42956855021
"
O24Co3Ba8Zr2Fe3	-1.533	-3.3748	0	0	"58.6508557954
"	"-1.72016747558
"
Co3Ba8O24Fe3Y1Zr1	-1.404	-2.9432	0	0	"75.8854938579
"	"-1.66793534083
"
"Ba7Cd1Hf1Zr6Fe1O24
"	-1.938	-4.7299	"0
"	"0
"	"0
"	"-2.67281304233
"
"Ba6Cd2Hf1Zr6Fe1O24
"	-2.162	-5.4793	"0
"	"0
"	"0
"	"-2.53679068708
"
"Ba4Cd4Hf1Zr6Fe1O24
"	-1.797	-4.2581	"0
"	"0
"	"98.580755152
"	"-2.23552547658
"
"Ba7Sn1Hf1Zr6Fe1O24
"	-1.857	-4.4589	"0
"	"0.173
"	"0
"	"-2.70042445933
"
"Ba6Sn2Hf1Zr6Fe1O24
"	-1.841	-4.4053	"0
"	"0.695
"	"3.5098285625
"	"-2.58110877108
"
"Ba4Sn4Hf1Zr6Fe1O24
"	-1.791	-4.238	"0
"	"0
"	"85.2336429375
"	"-2.32544889458
"
"Ba7Bi1Fe8O24
"	-1.199	-2.2573	0	0	"100.949224712
"	"-1.35482018771
"
"Ba6Bi2Fe8O24
"	-1.239	-2.3911	0	0.295	"129.323671733
"	"-1.27956301971
"
"Ba4Bi4Fe8O24
"	-1.531	-3.3681	0	0	"187.39104625
"	"-1.09309368371
"
"Ba7Cd1Fe8O24
"	-1.175	-2.177	0	0	"126.886312072
"	"-1.29727375046
"
"Ba6Cd2Fe8O24
"	-1.17	-2.1603	0	0	"175.579596453
"	"-1.17008839521
"
"Ba4Cd4Fe8O24
"	-1.207	-2.2841	0	0	"278.984665216
"	"-0.909699184706
"
"Ba7Sn1Fe8O24
"	-1.242	-2.4012	0	0	"185.404210656
"	"-1.32078441746
"
"Ba6Sn2Fe8O24
"	-1.297	-2.5852	0	0.222	"283.906453358
"	"-1.21306747921
"
"Ba4Sn4Fe8O24
"	-1.291	-2.5651	0	0	"468.0346095
"	"-0.988624602706
"
"Ba7Bi1Zr7Fe1O24
"	-1.547	-3.4217	2.194	2.265	"0
"	"-2.66021035371
"
"Ba6Bi2Zr7Fe1O24
"	-2.489	-6.5734	1.422	1.49	"0.202289180555
"	"-2.53227918571
"
"Ba4Bi4Zr7Fe1O24
"	-3.493	-9.9326	0	0	"138.892854722
"	"-2.19333334971
"
"Ba7Cd1Zr7Fe1O24
"	-1.28	-2.5283	0	1.944	"22.478400277
"	"-2.59357241646
"
"Ba6Cd2Zr7Fe1O24
"	-1.267	-2.4848	0	1.554	"59.183823902
"	"-2.45670781121
"
"Ba4Cd4Zr7Fe1O24
"	-1.366	-2.8161	0	0.354	"151.553671152
"	"-2.16401960071
"
"Ba7Sn1Zr7Fe1O24
"	-1.509	-3.2945	0	0	"21.172087375
"	"-2.63188158346
"
"Ba6Sn2Zr7Fe1O24
"	-1.451	-3.1005	0	1.846	"52.4822445625
"	"-2.51360339521
"
"Ba4Sn4Zr7Fe1O24
"	-1.341	-2.7324	0	2.064	"137.126058937
"	"-2.25502351871
"
Sr4Bi4O24Fe8	-1.753	-4.1109	0	0	"73.18129625
"	"-1.22237854671
"
"Bi1Ba3Sr4Fe2Co6O24
"	-1.553	-3.4417	"0
"	"0
"	"125.292207611
"	"-1.18830833846
"
"Bi2Ba2Sr4Fe2Co6O24
"	-1.628	-3.6927	"0
"	"0
"	"126.881898834
"	"-1.12355392046
"
"Bi4Sr4Fe2Co6O24
"	-2.005	-4.954	0	0	"170.388617304
"	"-0.946845584456
"
"Ba3Sr3La2Mn1Fe7O24
"	-2.522	-6.6838	"0
"	"0
"	"0
"	"-2.22451694737
"
"La2Sr6Cr2Fe6O24
"	-2.002	-4.944	0	0	"89.81673775
"	"-1.72299450158
"
"Ba6La2Mn2Fe6O24
"	-1.533	-3.3748	0	0.143	"69.972385481
"	"-1.64765283765
"
"Ba8Mn2Zr1Fe5O24
"	-1.615	-3.6492	0	0	"0
"	"-1.97596454377
"
"Ba7Sr1Mn1Fe7O24
"	-1.171	-2.1636	0	0	"87.7843631349
"	"-1.45204385899
"
"Ba7Sr1Mn2Fe6O24
"	-1.147	-2.0833	0	0.147	"93.6717096162
"	"-1.47231833402
"
"Ba8Fe2Nb1Co5O24
"	-1.413	-2.9733	0	0	"122.31135567
"	"-1.42200361083
"
"Ba8Cr8O24
"	-1.886	-4.5559	0	0.287	"15.007828375
"	"-1.80945513371
"
"Ba8Ti8O24
"	-1.876	-4.5224	1.539	1.608	"19.340972
"	"-2.69987023504
"
"Ba8V8O24
"	-3.123	-8.6946	0	0	"0
"	"-2.16176035771
"
"Ca8Cr8O24
"	-2.24	-5.7403	0	0.114	"0
"	"-1.94395069171
"
"Ca8Ti8O24
"	-1.754	-4.1142	2.166	2.234	"12.44807725
"	"-2.77406679304
"
"Ca8V8O24
"	-3.099	-8.6143	0	0	"0
"	"-2.26036616571
"
Sr8O24Cr8	-2.247	-5.7637	0	0	"0
"	"-1.89366710971
"
"Sr8Ti8O24
"	-2.097	-5.2618	1.651	1.72	"8.691789
"	"-2.77372121104
"
"Ba4Gd4Co8O24
"	-2.02	-5.0042	0	0	"130.59739217
"	"-1.45316908821
"
Fe6Co2Ba6O24La2	-1.645	-3.7495	0	0	32.9412986079	-1.5973533168
"La5Sr3Fe6Co2O24
"	-2.248	-5.7671	0	0	"47.0862504559
"	"-1.82852682439
"
O24Sr3Fe6Cu2La5	-2.17	-5.5061	0	0	4.3671768848	-1.8269539851
"Ba6Bi1La1Fe8O24
"	-1.399	-2.9265	0	0.328	"93.4258071256
"	"-1.44366832864
"
"Ba5Bi2La1Fe8O24
"	-1.573	-3.5086	0	0	"127.378189206
"	"-1.35850366064
"
"Ba3Bi4La1Fe8O24
"	-1.991	-4.9072	0	0	"171.956702719
"	"-1.18079007464
"
"Ba6Cd1La1Fe8O24
"	-1.38	-2.8629	0	0	"114.554644486
"	"-1.39093014139
"
"Ba5Cd2La1Fe8O24
"	-1.415	-2.98	0	0	"166.187428867
"	"-1.26080528614
"
"Ba3Cd4La1Fe8O24
"	-1.464	-3.144	0	0	"258.665309564
"	"-1.00942982564
"
"Ba6Sn1La1Fe8O24
"	-1.49	-3.2309	0	0	"158.427043069
"	"-1.42908630839
"
"Ba5Sn2La1Fe8O24
"	-1.596	-3.5856	0	0.4	"276.028720831
"	"-1.29794037014
"
"Ba3Sn4La1Fe8O24
"	-2.53	-6.7106	0	0	"285.948164375
"	"-1.23069299364
"
"Ba3Bi1Pr4Co8O24
"	-1.818	-4.3284	0	0	"109.033410819
"	"-1.37296125271
"
"Ba2Bi2Pr4Co8O24
"	-1.953	-4.78	0	0	"106.70233503
"	"-1.31186258471
"
"Bi4Pr4Co8O24
"	-2.108	-5.2986	0	0	"69.4735155302
"	"-1.20175699871
"
"Ba3Cd1Pr4Ni8O24
"	-1.36	-2.796	0	0.604	"257.075962699
"	"-0.967392690456
"
"Ba2Cd2Pr4Ni8O24
"	-1.342	-2.7358	0	0.525	"284.898189574
"	"-0.868639335206
"
"Cd4Pr4Ni8O24
"	-1.348	-2.7558	0	0.528	"298.368831324
"	"-0.699772874706
"
"Ba3Sn1Pr4Ni8O24
"	-1.409	-2.9599	0	0.603	"263.83957477
"	"-1.04762935746
"
"Ba2Sn2Pr4Ni8O24
"	-1.536	-3.3848	0	0	"276.340268528
"	"-1.03351116921
"
"Sn4Pr4Ni8O24
"	-1.71	-3.967	0	1.209	"232.454010858
"	"-1.05647579271
"
"Sr4Sm4Co8O24
"	-1.939	-4.7332	0	0	"83.917195748
"	"-1.50704810771
"
Sr8Co6Fe2O24	-1.706	-3.9536	0	0	44.5414483407	-1.3462388695
Sr8Nb1Fe7O24	-2.441	-6.4128	0	0	"0
"	"-2.26230701371
"
Sc2Sr8Co6O24	-1.876	-4.5224	0	0	"0
"	"-1.94651522496
"
"Ba4Pr4Hf4Co4O24
"	-1.742	-4.0741	0.739	0.809	"99.7625282026
"	"-2.30507551771
"
"Ba4Pr4Hf6Co2O24
"	-2.208	-5.6332	2.474	2.566	"48.464530625
"	"-2.74272806621
"
"Ba4Pr4Hf7Co1O24
"	-5.272	-15.8848	0	0	"185.524542312
"	"-2.77560896546
"
"Ba4Pr4Nb4Co4O24
"	-2.172	-5.5128	1.867	1.936	"52.0286768333
"	"-2.18843454021
"
"Ba4Pr4Nb6Co2O24
"	-4.744	-14.1182	0	0	"251.36028695
"	"-2.19030197496
"
"Ba4Pr4Nb7Co1O24
"	-4.927	-14.7305	0	0	"207.515713527
"	"-2.24894594233
"
"Ba4Pr4Ta4Co4O24
"	-2.195	-5.5897	2.149	2.241	"39.9617942
"	"-2.29613173321
"
"Ba4Pr4Ta6Co2O24
"	-5.283	-15.9216	0	0	"294.4157031
"	"-2.29038301446
"
"Ba4Pr4Ta7Co1O24
"	-5.463	-16.5238	0	0	"280.87646981
"	"-2.30938965508
"
"Ba4Pr4Zr4Co4O24
"	-1.886	-4.5559	0.182	0.212	"77.8684422026
"	"-2.25283776421
"
"Ba4Pr4Zr6Co2O24
"	-2.319	-6.0046	2.425	2.484	"47.369345875
"	"-2.65341031096
"
"Ba4Pr4Zr7Co1O24
"	-4.966	-14.8609	0	0	"165.778433187
"	"-2.69680158433
"
"Ba4Pr4Hf4Fe4O24
"	-3.19	-8.9188	0	0	"0
"	"-2.57222465921
"
"Ba4Pr4Hf6Fe2O24
"	-3.287	-9.2433	1.141	1.309	"139.763133125
"	"-2.68530413696
"
"Ba4Pr4Hf7Fe1O24
"	-5.224	-15.7242	0	0	"197.246256937
"	"-2.76388725083
"
"Ba4Pr4Nb4Fe4O24
"	-2.541	-6.7474	1.747	1.816	"42.1689745
"	"-2.25761193171
"
"Ba4Pr4Nb6Fe2O24
"	-4.676	-13.8907	0	0	"211.4607162
"	"-2.23020154571
"
"Ba4Pr4Nb7Fe1O24
"	-4.868	-14.5331	0	0	"202.664553441
"	"-2.25259672771
"
"Ba4Pr4Ta4Fe4O24
"	-2.487	-6.5667	2.504	2.538	"31.5202492
"	"-2.37232262471
"
"Ba4Pr4Ta6Fe2O24
"	-5.301	-15.9818	0	0	"281.102442575
"	"-2.30001233521
"
"Ba4Pr4Ta7Fe1O24
"	-5.501	-16.6509	0	0	"286.014919019
"	"-2.29652069046
"
"Ba4Pr4Zr4Fe4O24
"	-1.859	-4.4655	1.875	1.981	"126.7773445
"	"-2.35001790571
"
"Ba4Pr4Zr6Fe2O24
"	-2.333	-6.0515	2.075	2.357	"202.283948375
"	"-2.53237038171
"
"Ba4Pr4Zr7Fe1O24
"	-4.931	-14.7438	0	0	"175.569397812
"	"-2.68701061971
"
"Ba4Pr4Hf4Ni4O24
"	-1.676	-3.8533	0	2.553	"230.921904608
"	"-2.07380595521
"
