SimulatedComposition	O p-band center (eV)	Predicted Log k* (cm/s)	Bandgap	Charge transfer gap (eV)	Ehull	Formation energy
O24Ba8Ga4Fe4	-0.907	-1.2803	0	1.469	"117.389412055
"	"-1.53119732321
"
Fe7Ba8O24In1	-1.076	-1.8458	0	0	"18.9038755068
"	"-1.48886576721
"
Fe6Ba8O24In2	-1.034	-1.7053	0	0	"26.6189733223
"	"-1.48626817871
"
Fe4Ba8O24In4	-0.843	-1.0662	0	0	"46.8826689535
"	"-1.47623950171
"
Sc1Ba8O24Fe7	-1.146	-2.08	0	0.476	"9.94733566147
"	"-1.62026053346
"
Sc2Ba8O24Fe6	-1.163	-2.1369	0	0.544	"12.2338936318
"	"-1.74552971121
"
Sc4Ba8O24Fe4	-1.06	-1.7922	0	1.505	"27.2145095723
"	"-1.98566056671
"
Y1Ba8O24Fe7	-1.178	-2.1871	0	0.511	"17.4303139057
"	"-1.61108795896
"
Y2Ba8O24Fe6	-1.119	-1.9897	0	0	"29.1372971348
"	"-1.72511256221
"
Y4Ba8O24Fe4	-1.251	-2.4313	0	0.648	"35.1009606079
"	"-1.97047751871
"
Sr8Al1O24Fe7	-1.409	-2.9599	0	0	"33.1481760595
"	"-1.65939814171
"
Sr8Al2O24Fe6	-1.41	-2.9633	0	0	"51.8182329032
"	"-1.74355195171
"
Sr8Al4O24Fe4	-1.42	-2.9967	0	1.875	"93.1208465907
"	"-1.90789707171
"
O24Sr8Fe7Ga1	-1.414	-2.9767	0	0	"37.0668895282
"	"-1.58543857358
"
O24Sr8Fe6Ga2	-1.324	-2.6755	0	0.11	"60.7829098407
"	"-1.59450556546
"
O24Sr8Fe4Ga4	-1.197	-2.2506	0	0	"113.321950466
"	"-1.60753254921
"
Sr8Fe7O24In1	-1.437	-3.0536	0	0	"44.3281811532
"	"-1.55274549321
"
Sr8Fe6O24In2	-1.332	-2.7023	0	0	"70.9524930907
"	"-1.53347240471
"
Sr8Fe4O24In4	-1.139	-2.0566	0	0	"124.273116966
"	"-1.49485422771
"
Sc1Sr8Fe7O24	-1.469	-3.1607	0	0.146	"24.231721997
"	"-1.69283225946
"
Sc2Sr8Fe6O24	-1.419	-2.9934	0	0.217	"32.6473247782
"	"-1.81175818721
"
Sc4Sr8Fe4O24	-1.571	-3.502	0	0.36	"62.0242803407
"	"-2.03706429271
"
Y1Sr8Fe7O24	-1.458	-3.1239	0	0.182	"49.6708469032
"	"-1.66738368496
"
Y2Sr8Fe6O24	-1.385	-2.8796	0	0	"73.4595745907
"	"-1.77092703821
"
Y4Sr8Fe4O24	-1.554	-3.4451	0.143	0.143	"112.909302858
"	"-1.97997074471
"
Fe7Sr2Ba6O24Al1	-1.176	-2.1804	0	0	"43.4380611004
"	"-1.58817397221
"
Fe6Sr2Ba6O24Al2	-1.172	-2.167	0	0.331	"71.9683459539
"	"-1.66617203221
"
Fe4Sr2Ba6O24Al4	-1.126	-2.0131	0	1.88	"127.66464503
"	"-1.82312940221
"
O24Sr2Ba6Ga1Fe7	-1.118	-1.9863	0	0	"41.8854296801
"	"-1.51958115408
"
O24Sr2Ba6Ga2Fe6	-1.075	-1.8424	0	0.405	"68.8773537441
"	"-1.52937514596
"
O24Sr2Ba6Ga4Fe4	-0.961	-1.461	0	1.432	"125.171931241
"	"-1.54624937971
"
Fe7Sr2Ba6O24In1	-1.155	-2.1101	0	0.402	"30.5328625098
"	"-1.50123807371
"
Fe6Sr2Ba6O24In2	-1.101	-1.9294	0	0.439	"43.0159281418
"	"-1.49503923521
"
Fe4Sr2Ba6O24In4	-0.915	-1.3071	0	0	"72.1745594057
"	"-1.47844905821
"
Sc1Sr2Ba6O24Fe7	-1.228	-2.3543	0	0.365	"18.2785945327
"	"-1.63456233996
"
Sc2Sr2Ba6O24Fe6	-1.247	-2.4179	0	0.399	"22.0249128184
"	"-1.75857326771
"
Sc4Sr2Ba6O24Fe4	-1.134	-2.0398	0	1.362	"42.889278759
"	"-1.99282037321
"
Y1Sr2Ba6O24Fe7	-1.247	-2.4179	0	0.438	"29.5478330923
"	"-1.62180501546
"
Y2Sr2Ba6O24Fe6	-1.212	-2.3008	0	0	"33.183890824
"	"-1.74387811871
"
Y4Sr2Ba6O24Fe4	-1.323	-2.6722	0	0	"56.6837961704
"	"-1.97072007521
"
Fe7Sr4Ba4O24Al1	-1.254	-2.4413	0	0	"48.5930390252
"	"-1.60504752871
"
Fe6Sr4Ba4O24Al2	-1.25	-2.428	0	0	"75.8528445096
"	"-1.68471908871
"
Fe4Sr4Ba4O24Al4	-1.208	-2.2874	0	1.92	"131.671414217
"	"-1.84195720871
"
O24Sr4Ba4Ga1Fe7	-1.208	-2.2874	0	0.295	"48.8429076049
"	"-1.53465221058
"
O24Sr4Ba4Ga2Fe6	-1.154	-2.1068	0	0.331	"75.9835816689
"	"-1.54429745246
"
O24Sr4Ba4Ga4Fe4	-1.029	-1.6885	0	1.435	"133.635429797
"	"-1.56021743621
"
Fe7Sr4Ba4O24In1	-1.246	-2.4146	0	0.33	"41.5835904347
"	"-1.51221588021
"
Fe6Sr4Ba4O24In2	-1.171	-2.1636	0	0.329	"58.5446973285
"	"-1.50234504171
"
Fe4Sr4Ba4O24In4	-0.985	-1.5413	0	0	"94.2635785923
"	"-1.47919461471
"
Sc1Sr4Ba4O24Fe7	-1.306	-2.6153	0	0.328	"27.2175724575
"	"-1.64765189646
"
Sc2Sr4Ba4O24Fe6	-1.299	-2.5919	0	0	"32.7734113742
"	"-1.77025632421
"
Sc4Sr4Ba4O24Fe4	-1.224	-2.341	0	0	"58.3780479457
"	"-2.00016617971
"
Y1Sr4Ba4O24Fe7	-1.308	-2.622	0	0	"42.904352279
"	"-1.63128307196
"
Y2Sr4Ba4O24Fe6	-1.256	-2.448	0	0	"51.2762345131
"	"-1.74859792521
"
Y4Sr4Ba4O24Fe4	-1.404	-2.9432	0	0	"77.5933817329
"	"-1.97163588171
"
Ni7Ba8O24Al1	-0.901	-1.2603	0	0	"161.563183779
"	"-0.994197433706
"
Ni6Ba8O24Al2	-0.932	-1.364	0	0	"173.730028128
"	"-1.15531516971
"
Ni4Ba8O24Al4	-0.995	-1.5748	0	2.925	"205.075216824
"	"-1.47053914171
"
O24Ni7Ba8Ga1	-0.862	-1.1298	0	0.863	"162.590223425
"	"-0.924298865581
"
O24Ni6Ba8Ga2	-0.856	-1.1097	0.123	0.903	"176.433607419
"	"-1.01486853346
"
O24Ni4Ba8Ga4	-0.688	-0.5476	0	1.971	"234.937875407
"	"-1.16519036921
"
Ni7Ba8O24In1	-0.873	-1.1666	0	0.861	"149.540965092
"	"-0.904085535206
"
Ni6Ba8O24In2	-0.793	-0.8989	0	0.895	"187.848590753
"	"-0.936928372706
"
Ni4Ba8O24In4	-0.788	-0.8822	0	0	"147.336842074
"	"-1.11974104771
"
Sc1Ni7Ba8O24	-0.974	-1.5045	0.122	0.815	"135.840083404
"	"-1.03799280146
"
Sc2Ni6Ba8O24	-1.001	-1.5948	0	0	"121.553577378
"	"-1.24363615521
"
Sc4Ni4Ba8O24	-1.013	-1.635	0	0	"102.112315324
"	"-1.64579111271
"
Y1Ni7Ba8O24	-0.949	-1.4209	0	0.735	"140.218828436
"	"-1.02950722696
"
Y2Ni6Ba8O24	-0.948	-1.4175	0	0.122	"124.01781744
"	"-1.23295825621
"
Y4Ni4Ba8O24	-0.843	-1.0662	0	1.126	"95.2060454486
"	"-1.63627006471
"
Sr8Al1O24Ni7	-1.156	-2.1134	0	0	"173.385595035
"	"-1.07990790971
"
Sr8Al2O24Ni6	-1.177	-2.1837	0	0	"174.909068638
"	"-1.24514139571
"
Sr8Al4O24Ni4	-1.23	-2.361	0	0	"211.335265844
"	"-1.54222911771
"
Sr8O24Ga1Ni7	-1.104	-1.9395	0	0.205	"178.369049186
"	"-1.00279584158
"
Sr8O24Ga2Ni6	-1.082	-1.8659	0.164	0	"184.21597694
"	"-1.09157725946
"
Sr8O24Ga4Ni4	-1.058	-1.7856	0	0	"197.176332449
"	"-1.26787359521
"
Sr8Ni7O24In1	-1.102	-1.9328	0	0	"188.271436029
"	"-0.966408761206
"
Sr8Ni6O24In2	-1.053	-1.7688	0	0	"198.013500628
"	"-1.02481034871
"
Sr8Ni4O24In4	-0.953	-1.4342	0	0	"210.616629824
"	"-1.14849452371
"
Sc1Sr8O24Ni7	-1.182	-2.2004	0	0.123	"160.456726873
"	"-1.11421377746
"
Sc2Sr8O24Ni6	-1.174	-2.1737	0	0	"146.552082315
"	"-1.31625238121
"
Sc4Sr8O24Ni4	-1.116	-1.9796	0	1.044	"113.527293199
"	"-1.72554508871
"
Y1Sr8O24Ni7	-1.141	-2.0633	0	0	"184.779292217
"	"-1.08777595296
"
Y2Sr8O24Ni6	-1.084	-1.8725	0	0	"185.414463003
"	"-1.27315948221
"
Y4Sr8O24Ni4	-0.982	-1.5313	0	1.324	"167.324804574
"	"-1.66328654071
"
Sr2Ni7Ba6O24Al1	-0.959	-1.4543	0	0.657	"170.292754279
"	"-1.01148299021
"
Sr2Ni6Ba6O24Al2	-0.991	-1.5614	0	0.656	"182.101848628
"	"-1.17295847621
"
Sr2Ni4Ba6O24Al4	-1.052	-1.7655	0	2.967	"211.267959969
"	"-1.48462394821
"
O24Sr2Ba6Ga1Ni7	-0.924	-1.3372	0	0	"172.754543925
"	"-0.940149672081
"
O24Sr2Ba6Ga2Ni6	-0.911	-1.2937	0	0.78	"187.207177919
"	"-1.03011008996
"
O24Sr2Ba6Ga4Ni4	-0.71	-0.6212	0	1.683	"236.861913524
"	"-1.18273567571
"
Sr2Ni7Ba6O24In1	-0.926	-1.3439	0	0	"163.409285592
"	"-0.916232341706
"
Sr2Ni6Ba6O24In2	-0.909	-1.287	0	0.695	"163.793911253
"	"-0.986998179206
"
Sr2Ni4Ba6O24In4	-0.819	-0.9859	0	0	"165.127412574
"	"-1.12796560421
"
Sc1Sr2Ba6O24Ni7	-1.028	-1.6852	0	0.654	"146.552153904
"	"-1.05329585796
"
Sc2Sr2Ba6O24Ni6	-1.047	-1.7488	0	0.571	"133.312147878
"	"-1.25789271171
"
Sc4Sr2Ba6O24Ni4	-1.052	-1.7655	0	0.241	"111.384135824
"	"-1.66253441921
"
Y1Sr2Ba6O24Ni7	-1.001	-1.5948	0	0.572	"154.672898936
"	"-1.04106828346
"
Y2Sr2Ba6O24Ni6	-0.985	-1.5413	0	0	"142.93338794
"	"-1.24005781271
"
Y4Sr2Ba6O24Ni4	-0.957	-1.4476	0	0.805	"115.407865949
"	"-1.64208337121
"
Sr4Ni7Ba4O24Al1	-1.031	-1.6952	0	0.493	"181.387574779
"	"-1.02640329671
"
Sr4Ni6Ba4O24Al2	-1.058	-1.7856	0	0	"192.128669128
"	"-1.18894678271
"
Sr4Ni4Ba4O24Al4	-1.122	-1.9997	0	3.052	"218.074203115
"	"-1.49809525471
"
O24Sr4Ba4Ga1Ni7	-0.99	-1.558	0	0.575	"185.543114425
"	"-0.953376228581
"
O24Sr4Ba4Ga2Ni6	-0.967	-1.4811	0	0.615	"200.391998419
"	"-1.04294039646
"
O24Sr4Ba4Ga4Ni4	-0.942	-1.3974	0	1.6	"220.40870164
"	"-1.21865823221
"
Sr4Ni7Ba4O24In1	-0.991	-1.5614	0	0	"179.710356092
"	"-0.925946398206
"
Sr4Ni6Ba4O24In2	-0.959	-1.4543	0	0.49	"184.787731753
"	"-0.992019485706
"
Sr4Ni4Ba4O24In4	-0.868	-1.1499	0	0	"189.998651657
"	"-1.12510041071
"
Sc1Sr4Ba4O24Ni7	-1.089	-1.8893	0	0.532	"159.787224404
"	"-1.06607591446
"
Sc2Sr4Ba4O24Ni6	-1.099	-1.9227	0	0	"147.483468378
"	"-1.26973651821
"
Sc4Sr4Ba4O24Ni4	-1.095	-1.9094	0	0.443	"122.370956324
"	"-1.67756272571
"
Y1Sr4Ba4O24Ni7	-1.052	-1.7655	0	0	"171.603969436
"	"-1.05015233996
"
Y2Sr4Ba4O24Ni6	-1.027	-1.6818	0	0	"163.98220844
"	"-1.24502411921
"
Y4Sr4Ba4O24Ni4	-0.925	-1.3406	0	1.166	"137.406686449
"	"-1.64609967771
"
Sr8Nb1Co7O24	-1.717	-3.9904	0	0	"54.9152362749
"	"-1.44967651608
"
Sr8Nb2Co6O24	-1.785	-4.218	0	0.135	"33.2804978342
"	"-1.65143673346
"
Sr8Nb4Co4O24	-1.703	-3.9436	0.45	0.584	"0
"	"-2.04817716821
"
Sr8Nb6Co2O24	-4.156	-12.1508	0	0	"30.7711248333
"	"-2.31413485296
"
Sr8Nb7Co1O24	-4.221	-12.3683	0	0	"29.8870605278
"	"-2.37395707033
"
"Ba8Fe8O24
"	-1.149	-2.09	0	0	"77.3860276912
"	"-1.42526610571
"
"Ba8Co8O24
"	-1.57	-3.4986	0	0	"124.54211081
"	"-1.17189407271
"
"Ba8Fe7Co1O24
"	-1.154	-2.1068	0	0	"91.4620807359
"	"-1.39368657033
"
"Ba8Fe6Co2O24
"	-1.179	-2.1904	0	0	"108.537383781
"	"-1.35910778496
"
"Ba8Fe4Co4O24
"	-1.344	-2.7425	0	0	"123.93596706
"	"-1.29215521421
"
"Ba8Mn8O24
"	-1.264	-2.4748	0	0	"159.403545859
"	"-1.53423215598
"
"Ba8Mn1Fe7O24
"	-1.145	-2.0766	0	0	"83.5686241725
"	"-1.44524533074
"
"Ba8Mn2Fe6O24
"	-1.082	-1.8659	0	0.147	"90.6089706538
"	"-1.46436680577
"
"Ba8Mn4Fe4O24
"	-1.101	-1.9294	0	0.441	"100.815663616
"	"-1.50648375584
"
"Ba8Ni8O24
"	-1.054	-1.7722	0	0	"271.319339431
"	"-0.711156697706
"
"Ba8Fe7Ni1O24
"	-1.07	-1.8257	0	0.202	"114.754340135
"	"-1.32761067971
"
"Ba8Fe6Ni2O24
"	-1.112	-1.9662	0	0.528	"137.479652578
"	"-1.24459825371
"
"Ba8Fe4Ni4O24
"	-1.032	-1.6986	0	0	"174.060277466
"	"-1.08744340171
"
"Ba2Sr6Co8O24
"	-1.725	-4.0172	0	0	"106.745758739
"	"-1.21071299221
"
"Ba2Sr6Fe7Co1O24
"	-1.43	-3.0302	0	0	"113.060643677
"	"-1.43325398983
"
"Ba2Sr6Fe6Co2O24
"	-1.457	-3.1205	0	0	"105.722179614
"	"-1.41067870446
"
"Ba2Sr6Fe4Co4O24
"	-1.588	-3.5588	0	0	"109.488955989
"	"-1.34059788371
"
"Ba2Sr6Mn8O24
"	-1.481	-3.2008	0	0.13	"113.886203609
"	"-1.59702457548
"
"Ba2Sr6Mn1Fe7O24
"	-1.377	-2.8529	0	0	"102.775420338
"	"-1.49147175024
"
"Ba2Sr6Mn2Fe6O24
"	-1.33	-2.6956	0	0.183	"96.0360383765
"	"-1.51966472527
"
"Ba2Sr6Mn4Fe4O24
"	-1.299	-2.5919	0	0.769	"86.699751058
"	"-1.56302342534
"
"Ba2Sr6Ni8O24
"	-1.405	-2.9465	0	0	"258.828050931
"	"-0.801693367206
"
"Ba2Sr6Fe7Ni1O24
"	-1.326	-2.6822	0	0	"110.285835802
"	"-1.39937384921
"
"Ba2Sr6Fe6Ni2O24
"	-1.256	-2.448	0	0	"135.954460139
"	"-1.31462717321
"
"Ba2Sr6Fe4Ni4O24
"	-1.249	-2.4246	0	0	"183.271284153
"	"-1.14370857121
"
"Ba4Sr4Co8O24
"	-1.666	-3.8198	0	0	"122.316042763
"	"-1.18813518571
"
"Ba4Sr4Fe7Co1O24
"	-1.288	-2.5551	0	0	"117.247059064
"	"-1.41182818333
"
"Ba4Sr4Fe6Co2O24
"	-1.369	-2.8261	0	0	"117.249168138
"	"-1.38565764796
"
"Ba4Sr4Fe4Co4O24
"	-1.474	-3.1774	0	0	"126.798490013
"	"-1.31628082721
"
"Ba4Sr4Mn8O24
"	-1.428	-3.0235	0	0.195	"137.791901025
"	"-1.56736051898
"
"Ba4Sr4Mn1Fe7O24
"	-1.288	-2.5551	0	0	"97.9185800222
"	"-1.47495244374
"
"Ba4Sr4Mn2Fe6O24
"	-1.247	-2.4179	0	0.146	"104.37297146
"	"-1.49439891877
"
"Ba4Sr4Mn4Fe4O24
"	-1.227	-2.351	0	0.658	"104.244207537
"	"-1.53743486884
"
"Ba4Sr4Ni8O24
"	-1.172	-2.167	0	0	"296.630230431
"	"-0.737876060706
"
"Ba4Sr4Fe7Ni1O24
"	-1.263	-2.4714	0	0	"113.092107877
"	"-1.37453904271
"
"Ba4Sr4Fe6Ni2O24
"	-1.18	-2.1937	0	0	"137.583440952
"	"-1.29016361671
"
"Ba4Sr4Fe4Ni4O24
"	-1.188	-2.2205	0	0	"184.901448591
"	"-1.12025301471
"
"Ca8Co8O24
"	-2.149	-5.4358	0	0	"188.514712621
"	"-1.19006888071
"
"Ca8Fe7Co1O24
"	-1.929	-4.6997	0	0	"184.59131561
"	"-1.42064112833
"
"Ca8Fe6Co2O24
"	-1.944	-4.7499	0	0	"185.661693755
"	"-1.38719234296
"
"Ca8Fe4Co4O24
"	-2.013	-4.9808	0	0	"183.151200043
"	"-1.32494602221
"
"Ca8Mn8O24
"	-1.873	-4.5124	0	0	"164.660390859
"	"-1.59235296398
"
"Ca8Mn1Fe7O24
"	-1.852	-4.4421	0	0	"185.05127539
"	"-1.46748488874
"
"Ca8Mn2Fe6O24
"	-1.829	-4.3652	0	0	"171.490363314
"	"-1.49597111377
"
"Ca8Mn4Fe4O24
"	-1.766	-4.1544	0	1.173	"156.027039162
"	"-1.54128506384
"
"Ca8Ni8O24
"	-1.719	-3.9971	0	0	"397.239965431
"	"-0.781123255706
"
"Ca8Fe7Ni1O24
"	-1.789	-4.2313	0	0	"208.035658149
"	"-1.37470598771
"
"Ca8Fe6Ni2O24
"	-1.753	-4.1109	0	0	"237.583378832
"	"-1.29028906171
"
"Ca8Fe4Ni4O24
"	-1.802	-4.2748	0	0	"291.099073324
"	"-1.12196145971
"
"Sr6Ca2Fe8O24
"	-1.645	-3.7495	0	0.11	"112.287386278
"	"-1.48940716471
"
"Sr6Ca2Co8O24
"	-1.787	-4.2246	0	0	"111.066721692
"	"-1.22692888171
"
"Sr6Ca2Fe7Co1O24
"	-1.547	-3.4217	0	0	"117.140514423
"	"-1.45217562933
"
"Sr6Ca2Fe6Co2O24
"	-1.633	-3.7094	0	0	"115.594392567
"	"-1.42134334396
"
"Sr6Ca2Fe4Co4O24
"	-1.763	-4.1443	0	0	"117.143168942
"	"-1.35348052321
"
"Sr6Ca2Mn8O24
"	-1.639	-3.7295	0	0	"113.501498734
"	"-1.61649196498
"
"Sr6Ca2Mn1Fe7O24
"	-1.537	-3.3882	0	0.109	"110.864717892
"	"-1.50983413974
"
"Sr6Ca2Mn2Fe6O24
"	-1.526	-3.3514	0	0.218	"109.297299507
"	"-1.53040586477
"
"Sr6Ca2Mn4Fe4O24
"	-1.486	-3.2176	0	0.945	"98.7844184122
"	"-1.57474606484
"
"Sr6Ca2Ni8O24
"	-1.528	-3.3581	0	0	"298.245707431
"	"-0.811247506706
"
"Sr6Ca2Fe7Ni1O24
"	-1.496	-3.251	0	0.122	"135.955482743
"	"-1.40960148871
"
"Sr6Ca2Fe6Ni2O24
"	-1.441	-3.067	0	0	"162.41908077
"	"-1.32446356271
"
"Sr6Ca2Fe4Ni4O24
"	-1.413	-2.9733	0	0	"216.122194574
"	"-1.15338721071
"
"Sr4Ca4Fe8O24
"	-1.733	-4.044	0	0	"138.582903341
"	"-1.47508374771
"
"Sr4Ca4Co8O24
"	-1.948	-4.7633	0	0	"145.310468668
"	"-1.20621446471
"
"Sr4Ca4Fe7Co1O24
"	-1.744	-4.0808	0	0	"140.364781485
"	"-1.44092346233
"
"Sr4Ca4Fe6Co2O24
"	-1.737	-4.0574	0	0	"141.96565963
"	"-1.40694417696
"
"Sr4Ca4Fe4Co4O24
"	-1.82	-4.3351	0	0	"144.111165918
"	"-1.34004185621
"
"Sr4Ca4Mn8O24
"	-1.714	-3.9804	0	0	"136.808520882
"	"-1.60558404798
"
"Sr4Ca4Mn1Fe7O24
"	-1.637	-3.7228	0	0	"137.369484955
"	"-1.49530147274
"
"Sr4Ca4Mn2Fe6O24
"	-1.619	-3.6626	0	0.217	"135.369316569
"	"-1.51630594777
"
"Sr4Ca4Mn4Fe4O24
"	-1.568	-3.4919	0	1.01	"121.692419186
"	"-1.56099889784
"
"Sr4Ca4Ni8O24
"	-1.587	-3.5555	0	0	"335.321293431
"	"-0.797128589706
"
"Sr4Ca4Fe7Ni1O24
"	-1.582	-3.5388	0	0	"163.497124024
"	"-1.39530032171
"
"Sr4Ca4Fe6Ni2O24
"	-1.536	-3.3848	0	0	"191.31459627
"	"-1.31007689571
"
"Sr4Ca4Fe4Ni4O24
"	-1.517	-3.3213	0	0	"244.717542324
"	"-1.13932529371
"
"La2Sr6Cr2Fe6O24
"	-2.002	-4.944	0	0	"89.81673775
"	"-1.72299450158
"
"Sr8Co8O24
"	-1.78	-4.2012	0	0	"91.2669747157
"	"-1.23319929871
"
"Sr8Fe7Co1O24
"	-1.536	-3.3848	0	0	"87.6081324032
"	"-1.46895729633
"
"Sr8Fe6Co2O24
"	-1.551	-3.435	0	0	"88.6858955907
"	"-1.43472251096
"
"Sr8Fe4Co4O24
"	-1.646	-3.7529	0	0	"93.7481719657
"	"-1.36334619021
"
"Sr8Mn8O24
"	-1.539	-3.3949	0	0	"90.748756192
"	"-1.62592038198
"
"Sr8Mn1Fe7O24
"	-1.436	-3.0503	0	0.11	"82.8791005565
"	"-1.52385455674
"
"Sr8Mn2Fe6O24
"	-1.428	-3.0235	0	0.147	"79.8648318973
"	"-1.54388003177
"
"Sr8Mn4Fe4O24
"	-1.392	-2.9031	0	0.881	"69.7752945789
"	"-1.58799198184
"
"Sr8Ni8O24
"	-1.467	-3.154	0	0	"263.543371431
"	"-0.822993173706
"
"Sr8Fe7Ni1O24
"	-1.421	-3.0001	0	0.122	"107.783426118
"	"-1.42325240571
"
"Sr8Fe6Ni2O24
"	-1.382	-2.8696	0	0.123	"134.35498302
"	"-1.33799422971
"
"Sr8Fe4Ni4O24
"	-1.393	-2.9064	0	0	"182.613119716
"	"-1.16619212771
"
"Ba1Sr7V8O24
"	-2.751	-7.45	0.68	0.72	"29.7477073211
"	"-2.11333455546
"
"Ba2Sr6V8O24
"	-2.676	-7.1991	0.68	0.72	"42.1335069877
"	"-2.10066827721
"
"Ba4Sr4V8O24
"	-2.549	-6.7741	0.72	0.76	"66.9631063211
"	"-2.07527772071
"
"Sr7Ca1V8O24
"	-2.866	-7.8348	0.677	0.717	"37.1426186397
"	"-2.11852100021
"
"Sr6Ca2V8O24
"	-2.966	-8.1693	0.674	0.674	"56.511329625
"	"-2.11145316671
"
"Sr4Ca4V8O24
"	-3.094	-8.5976	0.631	0.67	"66.9909409167
"	"-2.09705749971
"
"Sr7Dy1V8O24
"	-3.061	-8.4872	0.319	0.359	"33.3198729476
"	"-2.15734048596
"
"Sr6Dy2V8O24
"	-3.078	-8.5441	0.437	0.477	"44.1815882408
"	"-2.19377638821
"
"Sr4Dy4V8O24
"	-3.88	-11.2274	0.39	0.43	"183.475518827
"	"-2.14907769271
"
"Sr7Gd1V8O24
"	-3.062	-8.4905	0.556	0.596	"28.6171985101
"	"-2.15550787183
"
"Sr6Gd2V8O24
"	-3.127	-8.708	0.475	0.514	"36.3667393658
"	"-2.18852065996
"
"Sr4Gd4V8O24
"	-3.786	-10.9129	0	0	"290.221571077
"	"-2.01619048621
"
"Sr7Ho1V8O24
"	-3.05	-8.4504	0.32	0.36	"34.8221973851
"	"-2.15638877146
"
"Sr6Ho2V8O24
"	-3.002	-8.2898	0.518	0.518	"46.9172371158
"	"-2.19214195921
"
"Sr4Ho4V8O24
"	-3.907	-11.3177	0.39	0.429	"197.610066577
"	"-2.13714558471
"
"Sr7La1V8O24
"	-3.41	-9.6549	0.159	0.198	"21.5562064476
"	"-2.16630444639
"
"Sr6La2V8O24
"	-3.492	-9.9292	0.391	0.43	"27.1330052408
"	"-2.20522555908
"
"Sr7Mg1V8O24
"	-2.575	-6.8611	0.762	0.802	"71.0907635772
"	"-2.06939912708
"
"Sr6Mg2V8O24
"	-2.516	-6.6637	0.804	0.844	"118.9471195
"	"-2.01866992046
"
"Sr4Mg4V8O24
"	-2.966	-8.1693	0.679	0.719	"283.093127667
"	"-1.80836750721
"
"Sr7Nd1V8O24
"	-3.085	-8.5675	0.319	0.359	"22.3792303226
"	"-2.15819198108
"
"Sr6Nd2V8O24
"	-3.162	-8.8251	0.319	0.358	"25.2930529908
"	"-2.19248662846
"
"Sr4Nd4V8O24
"	-3.69	-10.5917	0.432	0.471	"87.1299483272
"	"-2.20506667321
"
"Sr7Pr1V8O24
"	-3.231	-9.056	0.2	0.24	"15.1299348382
"	"-2.15486420496
"
"Sr6Pr2V8O24
"	-3.061	-8.4872	0.438	0.478	"4.45796202206
"	"-2.19216757621
"
"Sr7Sm1V8O24
"	-3.095	-8.601	0.279	0.319	"20.0619416351
"	"-2.15781366096
"
"Sr6Sm2V8O24
"	-3.115	-8.6679	0.359	0.399	"19.1667256158
"	"-2.19322173821
"
"Sr4Sm4V8O24
"	-3.782	-10.8995	0.392	0.431	"95.3050435772
"	"-2.18610914271
"
"Sr7Y1V8O24
"	-3.037	-8.4069	0.439	0.479	"31.3127508851
"	"-2.15598612746
"
"Sr6Y2V8O24
"	-3.131	-8.7214	0.319	0.358	"37.3225941158
"	"-2.19391242121
"
"Sr8Al1V7O24
"	-2.696	-7.266	0.608	0.649	"38.6328698346
"	"-2.16923170596
"
"Sr8Al2V6O24
"	-2.633	-7.0552	0.448	0.489	"59.7413320147
"	"-2.21262507821
"
"Sr8Al4V4O24
"	-2.207	-5.6299	1.144	1.185	"95.049006375
"	"-2.30632107271
"
"Sr8V7Co1O24
"	-2.489	-6.5734	0.767	0.807	"72.9422615625
"	"-2.04577736058
"
"Sr8V6Co2O24
"	-2.838	-7.7411	0.324	0.405	"109.582963917
"	"-1.95170363746
"
"Sr8V4Co4O24
"	-1.967	-4.8269	0.326	0.367	"113.170480976
"	"-1.74327194121
"
"Sr8V7Cr1O24
"	-2.819	-7.6775	0.445	0.485	"39.7988018658
"	"-2.09698199321
"
"Sr8V6Cr2O24
"	-2.796	-7.6006	0.405	0.445	"59.1429460772
"	"-2.07105590271
"
"Sr8V4Cr4O24
"	-2.15	-5.4392	1.016	1.057	"95.6649845
"	"-2.02136997171
"
"Sr8V7Cu1O24
"	-2.652	-7.1188	0	0	"112.949106484
"	"-2.00436456596
"
"Sr8V6Cu2O24
"	-2.57	-6.8444	0	0	"165.733078594
"	"-1.87454354821
"
"Sr8V4Cu4O24
"	-1.735	-4.0507	0	1.124	"198.665046858
"	"-1.56536726271
"
"Sr8V7Fe1O24
"	-2.675	-7.1957	0.487	0.527	"50.4471564427
"	"-2.06989639596
"
"Sr8V6Fe2O24
"	-2.499	-6.6069	0.407	0.488	"71.4796191771
"	"-2.01563795821
"
"Sr8V4Fe4O24
"	-1.882	-4.5425	0.939	0.979	"72.67526425
"	"-1.90952308271
"
"Sr8V7Ga1O24
"	-2.7	-7.2794	0.365	0.405	"49.7936119168
"	"-2.08716463783
"
"Sr8V6Ga2O24
"	-2.48	-6.5433	0.569	0.61	"78.4670661792
"	"-2.05208669196
"
"Sr8V4Ga4O24
"	-1.857	-4.4589	1.348	1.388	"134.244898562
"	"-1.97973105021
"
"Sr8V7Ge1O24
"	-2.837	-7.7377	0.645	0.645	"40.6890700892
"	"-2.08674896958
"
"Sr8V6Ge2O24
"	-2.449	-6.4396	1.008	1.049	"61.6998797448
"	"-2.04717385546
"
"Sr8V4Ge4O24
"	-2.433	-6.386	1.097	1.138	"98.8464407187
"	"-1.96497987721
"
