	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	CrystalClass	All_phases	Multiple_phases	How_many_phases	StructuredFormula
3632	Na	0.5	Sr	0.5	Nb	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Na0.5Sr0.5)(NbO3)
3633	Na	0.4	Sr	0.6	Nb	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Na0.4Sr0.6)(NbO3)
3634	Na	0.3	Sr	0.7	Nb	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Na0.3Sr0.7)(NbO3)
3637	Pb	1.0	_	0.0	In	0.5	Nb	0.5	cubic	['cubic']	0	1	Pb(In0.5Nb0.5)O3
3639	Ba	0.67	Sr	0.33	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Ba0.67Sr0.33)(TiO3)
3640	Ba	1.0	_	0.0	Lu	0.667	Mo	0.33299999999999996	cubic	['cubic']	0	1	Ba(Lu0.667Mo0.333)O3
3642	Ba	1.0	_	0.0	Tb	0.667	W	0.33299999999999996	monoclinic	['monoclinic']	0	1	Ba(Tb0.667W0.333)O3
3645	Nd	0.75	Sm	0.25	Ga	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.75Sm0.25)(GaO3)
3648	Pb	1.0	_	0.0	Zr	0.45	Ti	0.55	tetragonal	['tetragonal']	0	1	Pb((Zr0.45Ti0.55)O3)
3649	Sr	1.0	_	0.0	Tm	0.5	Ru	0.5	monoclinic	['monoclinic']	0	1	Sr2Tm(RuO6)
3650	Sr	1.0	_	0.0	Yb	0.5	Ru	0.5	monoclinic	['monoclinic']	0	1	Sr2Yb(RuO6)
3651	Sr	0.8	Ba	0.2	Hf	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.8Ba0.2)(HfO3)
3652	Sr	0.6	Ba	0.4	Hf	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.6Ba0.4)(HfO3)
3653	Sr	0.4	Ba	0.6	Hf	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.4Ba0.6)(HfO3)
3654	Sr	0.2	Ba	0.8	Hf	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.2Ba0.8)(HfO3)
3662	La	0.75	Ca	0.25	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.75Ca0.25)(MnO3)
3667	La	0.5	Na	0.5	Ru	1.0	_	0.0	cubic	['cubic']	0	1	(La0.5Na0.5)(RuO3)
3670	La	0.89	Sr	0.11	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.89Sr0.11)(MnO3)
3671	La	0.87	Sr	0.13	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.87Sr0.13)(MnO3)
3672	La	0.835	Sr	0.165	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.835Sr0.165)(MnO3)
3673	La	0.815	Sr	0.185	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.815Sr0.185)(MnO3)
3674	Ho	0.5	Sr	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ho0.5Sr0.5)MnO3
3676	Sm	1.0	_	0.0	Na	0.5	Ir	0.5	monoclinic	['monoclinic']	0	1	Sm2Na(IrO6)
3677	Ba	0.87	K	0.13	Bi	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.87K0.13)BiO3
3680	Ba	1.0	_	0.0	Bi	0.4	Pb	0.6	orthorhombic	['orthorhombic']	0	1	Ba(Bi0.4Pb0.6)O3
3681	Ba	1.0	_	0.0	Bi	0.35	Pb	0.65	orthorhombic	['orthorhombic']	0	1	Ba(Bi0.35Pb0.65)O3
3685	Ca	1.0	_	0.0	Nd	0.5	Ru	0.5	monoclinic	['monoclinic']	0	1	Ca2Nd(RuO6)
3687	Ca	1.0	_	0.0	Ho	0.5	Ru	0.5	monoclinic	['monoclinic']	0	1	Ca2Ho(RuO6)
3688	La	1.0	_	0.0	Cu	0.5	Sn	0.5	monoclinic	['monoclinic']	0	1	La2Cu(SnO6)
3689	Ba	0.88	Ca	0.12	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Ba0.88Ca0.12)(TiO3)
3696	Li	0.667	Cu	0.33299999999999996	Ta	1.0	_	0.0	trigonal	['trigonal']	0	1	(Li0.667Cu0.333)(TaO3)
3698	Sr	1.0	_	0.0	Li	0.25	Ru	0.75	orthorhombic	['orthorhombic']	0	1	Sr(Li0.25Ru0.75)O3
3699	La	1.0	_	0.0	Cu	0.5	Ti	0.5	orthorhombic	['orthorhombic']	0	1	La2Cu(TiO6)
3701	Sr	0.8	Ca	0.2	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.8Ca0.2)(RuO3)
3702	Sr	0.6	Ca	0.4	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.6Ca0.4)(RuO3)
3703	Sr	0.5	Ca	0.5	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.5Ca0.5)(RuO3)
3704	Sr	0.4	Ca	0.6	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.4Ca0.6)(RuO3)
3705	Sr	0.3	Ca	0.7	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.3Ca0.7)(RuO3)
3706	Sr	0.2	Ca	0.8	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.2Ca0.8)(RuO3)
3707	La	1.0	_	0.0	Cu	0.48	Ti	0.52	orthorhombic	['orthorhombic']	0	1	La2(Cu0.96Ti1.04)O6
3709	Pb	1.0	_	0.0	Co	0.5	W	0.5	monoclinic	['monoclinic']	0	1	Pb2Co(WO6)
3710	Sr	0.9	Ca	0.1	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.9Ca0.1)(RuO3)
3711	Nd	1.0	_	0.0	Ni	0.95	Cu	0.05	orthorhombic	['orthorhombic']	0	1	Nd(Ni0.95Cu0.05O3)
3712	Nd	1.0	_	0.0	Ni	0.9	Cu	0.1	orthorhombic	['orthorhombic']	0	1	Nd(Ni0.9Cu0.1O3)
3713	Nd	1.0	_	0.0	Ni	0.85	Cu	0.15	orthorhombic	['orthorhombic']	0	1	Nd(Ni0.85Cu0.15O3)
3714	Nd	1.0	_	0.0	Ni	0.5	Fe	0.5	orthorhombic	['orthorhombic']	0	1	Nd(Ni0.5Fe0.5)O3
3715	Nd	1.0	_	0.0	Ni	0.5	Co	0.5	orthorhombic	['orthorhombic']	0	1	Nd(Ni0.5Co0.5)O3
3716	Ba	1.0	_	0.0	Ce	0.85	Pr	0.15	orthorhombic	['orthorhombic']	0	1	Ba((Ce0.85Pr0.15)O3)
3718	La	0.6	Nd	0.4	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.6Nd0.4)(CrO3)
3719	La	0.4	Nd	0.6	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.4Nd0.6)(CrO3)
3720	La	0.2	Nd	0.8	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.2Nd0.8)(CrO3)
3721	La	0.9	Sr	0.1	Ni	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.9Sr0.1)(NiO3)
3723	La	1.0	_	0.0	Mg	0.5	Ir	0.5	monoclinic	['monoclinic']	0	1	La2Mg(IrO6)
3725	La	1.0	_	0.0	Ir	0.5	Ni	0.5	monoclinic	['monoclinic']	0	1	La2Ir(NiO6)
3731	Sr	1.0	_	0.0	Sb	0.665	Ni	0.335	orthorhombic	['orthorhombic']	0	1	Sr4(Sb2.662Ni1.338)O12
3732	La	1.0	_	0.0	Ni	0.8	Te	0.2	orthorhombic	['orthorhombic']	0	1	La(Ni0.8Te0.2)O3
3733	Nd	1.0	_	0.0	Cr	0.8	Mn	0.2	orthorhombic	['orthorhombic']	0	1	Nd((Cr0.8Mn0.2)O3)
3734	Nd	1.0	_	0.0	Cr	0.6	Mn	0.4	orthorhombic	['orthorhombic']	0	1	Nd((Cr0.6Mn0.4)O3)
3735	Nd	1.0	_	0.0	Cr	0.4	Mn	0.6	orthorhombic	['orthorhombic']	0	1	Nd((Cr0.4Mn0.6)O3)
3736	Ba	1.0	_	0.0	Ce	0.5	Pb	0.5	trigonal	['trigonal']	0	1	Ba2Ce(PbO6)
3737	Ba	1.0	_	0.0	Pr	0.5	Pb	0.5	orthorhombic	['orthorhombic']	0	1	Ba2Pr(PbO6)
3738	Sr	0.6	Bi	0.4	Fe	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.6Bi0.4)(FeO3)
3740	Ba	1.0	_	0.0	Pr	0.5	Bi	0.5	monoclinic	['monoclinic']	0	1	Ba2Pr(BiO6)
3741	Ba	1.0	_	0.0	Nd	0.5	Bi	0.5	monoclinic	['monoclinic']	0	1	Ba2Nd(BiO6)
3742	Ba	1.0	_	0.0	Tb	0.5	Bi	0.5	monoclinic	['monoclinic']	0	1	Ba2Tb(BiO6)
3744	Ca	1.0	_	0.0	Cr	0.5	Nb	0.5	monoclinic	['monoclinic']	0	1	Ca2Cr(NbO6)
3746	La	1.0	_	0.0	Zn	0.5	Ir	0.5	monoclinic	['monoclinic']	0	1	La2Zn(IrO6)
3752	Nd	1.0	_	0.0	Cr	0.8	Co	0.2	orthorhombic	['orthorhombic']	0	1	Nd((Cr0.8Co0.2)O3)
3753	Nd	1.0	_	0.0	Cr	0.6	Co	0.4	orthorhombic	['orthorhombic']	0	1	Nd((Cr0.6Co0.4)O3)
3754	Nd	1.0	_	0.0	Cr	0.4	Co	0.6	orthorhombic	['orthorhombic']	0	1	Nd((Cr0.4Co0.6)O3)
3755	Nd	1.0	_	0.0	Cr	0.2	Co	0.8	orthorhombic	['orthorhombic']	0	1	Nd((Cr0.2Co0.8)O3)
3759	La	0.08	Ca	0.92	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.08Ca0.92)MnO3
3760	La	0.06	Ca	0.94	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.06Ca0.94)MnO3
3761	La	0.04	Ca	0.96	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.04Ca0.96)MnO3
3762	La	0.02	Ca	0.98	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.02Ca0.98)MnO3
3770	Tb	0.667	Ca	0.33299999999999996	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Tb0.667Ca0.333)MnO3
3772	Ba	1.0	_	0.0	Nb	0.54	Ti	0.46	cubic	['cubic']	0	1	Ba(Nb0.54Ti0.46)O3
3773	Ba	1.0	_	0.0	Nb	0.53	Ti	0.47	cubic	['cubic']	0	1	Ba(Nb0.53Ti0.47)O3
3774	Ba	1.0	_	0.0	Nb	0.47	Ti	0.53	cubic	['cubic']	0	1	Ba(Nb0.47Ti0.53)O3
3778	Nd	1.0	_	0.0	Cr	0.8	Fe	0.2	orthorhombic	['orthorhombic']	0	1	Nd(Cr0.8Fe0.2)O3
3779	Nd	1.0	_	0.0	Cr	0.6	Fe	0.4	orthorhombic	['orthorhombic']	0	1	Nd(Cr0.6Fe0.4)O3
3780	Nd	1.0	_	0.0	Cr	0.4	Fe	0.6	orthorhombic	['orthorhombic']	0	1	Nd(Cr0.4Fe0.6)O3
3781	Nd	1.0	_	0.0	Cr	0.2	Fe	0.8	orthorhombic	['orthorhombic']	0	1	Nd(Cr0.2Fe0.8)O3
3782	Pr	0.95	K	0.05	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.95K0.05)(MnO3)
3784	Pr	0.9	K	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.9K0.1)(MnO3)
3785	Pr	0.85	K	0.15	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.85K0.15)(MnO3)
3787	La	1.0	_	0.0	Fe	0.1	Ni	0.9	trigonal	['trigonal']	0	1	La((Fe0.1Ni0.9)O3)
3788	La	1.0	_	0.0	Fe	0.15	Ni	0.85	trigonal	['trigonal']	0	1	La((Fe0.15Ni0.85)O3)
3792	La	1.0	_	0.0	Fe	0.75	Ni	0.25	orthorhombic	['orthorhombic']	0	1	La((Fe0.75Ni0.25)O3)
3795	Nd	1.0	_	0.0	Cr	0.8	Ni	0.2	orthorhombic	['orthorhombic']	0	1	Nd((Cr0.8Ni0.2)O3)
3796	Nd	1.0	_	0.0	Cr	0.6	Ni	0.4	orthorhombic	['orthorhombic']	0	1	Nd((Cr0.6Ni0.4)O3)
3797	Nd	1.0	_	0.0	Cr	0.4	Ni	0.6	orthorhombic	['orthorhombic']	0	1	Nd((Cr0.4Ni0.6)O3)
3798	La	1.0	_	0.0	Mg	0.5	Pt	0.5	monoclinic	['monoclinic']	0	1	La2Mg(PtO6)
3799	La	1.0	_	0.0	Ni	0.5	Pt	0.5	monoclinic	['monoclinic']	0	1	La2Ni(PtO6)
3800	La	1.0	_	0.0	Zn	0.5	Pt	0.5	monoclinic	['monoclinic']	0	1	La2Zn(PtO6)
3802	Pr	1.0	_	0.0	Co	0.5	Pt	0.5	monoclinic	['monoclinic']	0	1	Pr2Co(PtO6)
3803	Nd	1.0	_	0.0	Co	0.5	Pt	0.5	monoclinic	['monoclinic']	0	1	Nd2Co(PtO6)
3807	Sm	0.5	Sr	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sm0.5Sr0.5)(MnO3)
3808	Gd	0.5	Sr	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Gd0.5Sr0.5)(MnO3)
3812	Sm	0.5	Ca	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sm0.5Ca0.5)(MnO3)
3813	Pb	1.0	_	0.0	Zr	0.871	Ti	0.129	trigonal	['trigonal']	0	1	Pb(Zr0.871Ti0.129)O3
3814	Pb	1.0	_	0.0	Zr	0.838	Ti	0.162	trigonal	['trigonal']	0	1	Pb(Zr0.838Ti0.162)O3
3815	Pb	1.0	_	0.0	Zr	0.7959999999999999	Ti	0.204	trigonal	['trigonal']	0	1	Pb(Zr0.796Ti0.204)O3
3816	Pb	1.0	_	0.0	Zr	0.745	Ti	0.255	trigonal	['trigonal']	0	1	Pb(Zr0.745Ti0.255)O3
3817	Pb	1.0	_	0.0	Zr	0.7	Ti	0.3	trigonal	['trigonal']	0	1	Pb(Zr0.7Ti0.3)O3
3818	Pb	1.0	_	0.0	Zr	0.652	Ti	0.348	trigonal	['trigonal']	0	1	Pb(Zr0.652Ti0.348)O3
