	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	CrystalClass	All_phases	Multiple_phases	How_many_phases	StructuredFormula
2145	Sr	1.0	_	0.0	Ca	0.5	U	0.5	monoclinic	['monoclinic']	0	1	Sr2Ca(UO6)
2148	Sr	0.9	La	0.1	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Sr.9La.1)TiO3
2149	Sr	0.8	La	0.2	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Sr.8La.2)TiO3
2151	Sr	0.7	La	0.3	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Sr.7La.3)TiO3
2152	Sr	0.6	La	0.4	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Sr.6La.4)TiO3
2153	Pr	0.8	Ba	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr.8Ba.2)MnO3
2154	Pr	0.65	Ba	0.35	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.65Ba0.35)MnO3
2155	La	1.0	_	0.0	Li	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	La2Li(SbO6)
2156	Ba	0.8	K	0.2	Bi	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ba0.8K0.2)BiO3
2157	La	1.0	_	0.0	Ir	0.5	Zn	0.5	monoclinic	['monoclinic']	0	1	La2(IrZnO6)
2159	La	0.531	K	0.469	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(La0.531K0.469)(TiO3)
2160	La	0.6709999999999999	Rb	0.32899999999999996	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(La0.671Rb0.329)(TiO3)
2161	La	0.6729999999999999	Ag	0.327	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(La0.673Ag0.327)(TiO3)
2162	La	0.514	Tl	0.486	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(La0.514Tl0.486)(TiO3)
2163	Ce	0.5	K	0.5	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Ce0.5K0.5)(TiO3)
2164	Na	0.67	Th	0.33	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Na0.67Th0.33)(TiO3)
2168	La	1.0	_	0.0	Ni	0.8	W	0.2	orthorhombic	['orthorhombic']	0	1	La(Ni0.8W0.2)O3
2170	La	0.9	Ca	0.1	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.9Ca0.1)(CrO3)
2171	La	0.8	Ca	0.2	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.8Ca0.2)(CrO3)
2172	La	0.7	Ca	0.3	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.7Ca0.3)(CrO3)
2173	La	1.0	_	0.0	Ni	0.9	W	0.1	orthorhombic	['orthorhombic']	0	1	La(Ni0.9W0.1)O3
2174	Ba	0.4	K	0.6	Bi	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.4K0.6)(BiO3)
2175	Ba	0.321	K	0.679	Bi	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.321K0.679)(BiO3)
2177	Nd	0.7	Ca	0.3	Mn	1.0	_	0.0	orthorhombic	['orthorhombic', 'monoclinic']	1	2	(Nd0.7Ca0.3)(MnO3)
2183	La	1.0	_	0.0	Ni	0.95	Sb	0.05	orthorhombic	['orthorhombic']	0	1	La((Ni0.95Sb0.05)O3)
2184	La	1.0	_	0.0	Ni	0.8	Sb	0.2	orthorhombic	['orthorhombic']	0	1	La(Ni0.8Sb0.2)O3
2188	Tb	1.0	_	0.0	Fe	0.9690000000000001	Al	0.031	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.969Al0.031)O3)
2189	Tb	1.0	_	0.0	Fe	0.948	Al	0.052000000000000005	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.948Al0.052)O3)
2190	Tb	1.0	_	0.0	Fe	0.89	Al	0.11	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.890Al0.110)O3)
2191	Tb	1.0	_	0.0	Fe	0.8290000000000001	Al	0.171	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.829Al0.171)O3)
2192	Tb	1.0	_	0.0	Fe	0.591	Al	0.409	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.591Al0.409)O3)
2193	Tb	1.0	_	0.0	Fe	0.523	Al	0.47700000000000004	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.523Al0.477)O3)
2194	Tb	1.0	_	0.0	Fe	0.40399999999999997	Al	0.596	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.404Al0.596)O3)
2195	Tb	1.0	_	0.0	Fe	0.324	Al	0.6759999999999999	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.324Al0.676)O3)
2196	Tb	1.0	_	0.0	Fe	0.175	Al	0.825	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.175Al0.825)O3)
2197	Tb	1.0	_	0.0	Fe	0.5	Al	0.5	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.5Al0.5)O3)
2201	Tb	1.0	_	0.0	Fe	0.4	Al	0.6	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.4Al0.6)O3)
2205	Ca	1.0	_	0.0	Nd	0.5	Nb	0.5	monoclinic	['monoclinic']	0	1	Ca2Nd(NbO6)
2206	Ca	1.0	_	0.0	Ho	0.5	Nb	0.5	monoclinic	['monoclinic']	0	1	Ca2Ho(NbO6)
2207	Ca	1.0	_	0.0	Er	0.5	Nb	0.5	monoclinic	['monoclinic']	0	1	Ca2Er(NbO6)
2208	Ca	1.0	_	0.0	Lu	0.5	Nb	0.5	monoclinic	['monoclinic']	0	1	Ca2Lu(NbO6)
2209	Ca	1.0	_	0.0	Fe	0.5	Nb	0.5	orthorhombic	['orthorhombic', 'monoclinic']	1	2	Ca2Fe(NbO6)
2211	La	0.6	Sr	0.4	Co	1.0	_	0.0	cubic	['cubic', 'trigonal']	1	2	(La0.6Sr0.4)CoO3
2214	Nd	0.5	Ca	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.5Ca0.5)(MnO3)
2215	Nd	0.6	Ca	0.4	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.6Ca0.4)(MnO3)
2217	La	0.9	Na	0.1	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.9Na0.1)MnO3
2218	Ba	1.0	_	0.0	Cu	0.5	W	0.5	tetragonal	['tetragonal']	0	1	Ba2Cu(WO6)
2220	Sr	1.0	_	0.0	Cu	0.5	Te	0.5	tetragonal	['tetragonal']	0	1	Sr2Cu(TeO6)
2224	Nd	0.67	Sr	0.33	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.67Sr0.33)(MnO3)
2225	La	1.0	_	0.0	Ni	0.9	Ti	0.1	trigonal	['trigonal']	0	1	La(Ni0.9Ti0.1)O3
2227	Tl	0.5	Na	0.5	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Tl0.5Na0.5)(TiO3)
2228	Ba	0.5920000000000001	Sr	0.408	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.592Sr0.408)TiO3
2229	Sm	1.0	_	0.0	Mn	0.5	Ti	0.5	monoclinic	['monoclinic']	0	1	Sm2(MnTiO6)
2230	Sr	1.0	_	0.0	Ce	0.5	Ir	0.5	monoclinic	['monoclinic']	0	1	Sr2(CeIrO6)
2238	La	0.21	Nd	0.79	Ga	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.21Nd0.79)(GaO3)
2239	Pr	0.8	Sr	0.2	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.8Sr0.2)FeO3
2241	Pr	0.5	Sr	0.5	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.5Sr0.5)FeO3
2243	La	0.8	Eu	0.2	Ni	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.8Eu0.2)(NiO3)
2244	La	0.6	Eu	0.4	Ni	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.6Eu0.4)(NiO3)
2245	La	0.4	Eu	0.6	Ni	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.4Eu0.6)(NiO3)
2246	La	0.2	Eu	0.8	Ni	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.2Eu0.8)(NiO3)
2248	La	0.925	Ba	0.075	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.925Ba0.075)MnO3
2249	La	0.9	Ba	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic', 'cubic']	1	2	(La0.9Ba0.1)MnO3
2250	La	0.875	Ba	0.125	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.875Ba0.125)MnO3
2251	La	0.85	Ba	0.15	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.85Ba0.15)MnO3
2252	La	0.82	Ba	0.18	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.82Ba0.18)MnO3
2253	La	0.8	Ba	0.2	Mn	1.0	_	0.0	trigonal	['trigonal', 'cubic']	1	2	(La0.8Ba0.2)MnO3
2254	La	0.775	Ba	0.225	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.775Ba0.225)MnO3
2255	La	0.75	Ba	0.25	Mn	1.0	_	0.0	trigonal	['trigonal', 'cubic']	1	2	(La0.75Ba0.25)MnO3
2257	La	0.025	Sr	0.975	Mn	1.0	_	0.0	hexagonal	['hexagonal']	0	1	(La0.025Sr0.975)MnO3
2262	La	0.39	Pr	0.61	Ga	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.39Pr0.61)(GaO3)
2267	La	0.19	Pr	0.81	Ga	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.19Pr0.81)(GaO3)
2275	La	0.5	Sr	0.5	Co	1.0	_	0.0	trigonal	['trigonal', 'cubic']	1	2	(La0.5Sr0.5)(CoO3)
2276	La	1.0	_	0.0	Ni	0.95	Mo	0.05	trigonal	['trigonal']	0	1	La(Ni0.95Mo0.05)O3
2277	La	1.0	_	0.0	Ni	0.9	Mo	0.1	orthorhombic	['orthorhombic']	0	1	La(Ni0.9Mo0.1)O3
2278	La	1.0	_	0.0	Ni	0.85	Mo	0.15	orthorhombic	['orthorhombic']	0	1	La(Ni0.85Mo0.15)O3
2285	La	0.667	Ca	0.33299999999999996	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.667Ca0.333)MnO3
2287	Pr	0.7	Sr	0.3	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.7Sr0.3)MnO3
2289	Pr	0.975	Na	0.025	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.975Na0.025)(MnO3)
2290	Pr	0.95	Na	0.05	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.95Na0.05)(MnO3)
2291	Pr	0.925	Na	0.075	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.925Na0.075)(MnO3)
2292	Pr	0.8	Na	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.8Na0.2)(MnO3)
2295	Sr	1.0	_	0.0	Fe	0.55	Mo	0.45	tetragonal	['tetragonal']	0	1	Sr2(Fe1.1Mo0.9)O6
2296	Sr	1.0	_	0.0	Fe	0.525	Mo	0.475	tetragonal	['tetragonal']	0	1	Sr2(Fe1.05Mo0.95)O6
2298	Sr	1.0	_	0.0	Fe	0.475	Mo	0.525	tetragonal	['tetragonal']	0	1	Sr2(Fe0.95Mo1.05)O6
2299	Sr	1.0	_	0.0	Fe	0.45	Mo	0.55	tetragonal	['tetragonal']	0	1	Sr2(Fe0.9Mo1.1)O6
2300	Sr	1.0	_	0.0	Fe	0.4	Mo	0.6	tetragonal	['tetragonal']	0	1	Sr2(Fe0.8Mo1.2)O6
2301	Pr	0.9	Ba	0.1	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.9Ba0.1)CoO3
2302	Pr	0.8	Ba	0.2	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.8Ba0.2)CoO3
2303	Pr	0.7	Ba	0.3	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.7Ba0.3)CoO3
2304	Pr	0.6	Ba	0.4	Co	1.0	_	0.0	orthorhombic	['orthorhombic', 'tetragonal']	1	2	(Pr0.6Ba0.4)CoO3
2306	Pr	0.5	Ba	0.5	Co	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Pr0.5Ba0.5)CoO3
2307	Pr	0.9	Ca	0.1	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.9Ca0.1)CoO3
2308	Pr	0.8	Ca	0.2	Co	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.8Ca0.2)CoO3
2309	La	0.85	Sr	0.15	Co	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.85Sr0.15)CoO3
2316	Pb	0.434	Ca	0.5660000000000001	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pb0.434Ca0.566)(TiO3)
2317	La	0.98	Sr	0.02	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.98Sr0.02)MnO3
2318	La	0.96	Sr	0.04	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.96Sr0.04)MnO3
2319	La	0.94	Sr	0.06	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.94Sr0.06)MnO3
2320	La	0.92	Sr	0.08	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.92Sr0.08)MnO3
2321	La	0.9	Sr	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic', 'trigonal']	1	2	(La0.9Sr0.1)MnO3
2322	La	0.88	Sr	0.12	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.88Sr0.12)MnO3
2323	La	0.86	Sr	0.14	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.86Sr0.14)MnO3
2324	La	0.82	Sr	0.18	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.82Sr0.18)MnO3
2326	La	1.0	_	0.0	Ga	0.5	Mn	0.5	orthorhombic	['orthorhombic']	0	1	La(Ga0.5Mn0.5)O3
2327	La	1.0	_	0.0	Ga	0.5	Fe	0.5	orthorhombic	['orthorhombic']	0	1	La(Ga0.5Fe0.5)O3
2328	La	1.0	_	0.0	Ga	0.5	Co	0.5	trigonal	['trigonal']	0	1	La(Ga0.5Co0.5)O3
2329	La	1.0	_	0.0	Ga	0.5	Ni	0.5	trigonal	['trigonal']	0	1	La(Ga0.5Ni0.5)O3
2331	La	0.667	Sr	0.33299999999999996	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.667Sr0.333)MnO3
2332	La	0.667	Ba	0.33299999999999996	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.667Ba0.333)MnO3
2333	Tb	1.0	_	0.0	Fe	0.985	Al	0.015	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.985Al0.015)O3)
2334	Tb	1.0	_	0.0	Fe	0.97	Al	0.03	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.97Al0.03)O3)
2335	Tb	1.0	_	0.0	Fe	0.94	Al	0.06	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.94Al0.06)O3)
2336	Tb	1.0	_	0.0	Fe	0.9	Al	0.1	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.9Al0.1)O3)
2337	Tb	1.0	_	0.0	Fe	0.8	Al	0.2	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.8Al0.2)O3)
2338	Tb	1.0	_	0.0	Fe	0.7	Al	0.3	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.7Al0.3)O3)
2339	Tb	1.0	_	0.0	Fe	0.6	Al	0.4	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.6Al0.4)O3)
2342	Tb	1.0	_	0.0	Fe	0.3	Al	0.7	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.3Al0.7)O3)
2343	Tb	1.0	_	0.0	Fe	0.2	Al	0.8	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.2Al0.8)O3)
2344	Tb	1.0	_	0.0	Fe	0.97	Ga	0.03	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.97Ga0.03)O3)
2345	Tb	1.0	_	0.0	Fe	0.94	Ga	0.06	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.94Ga0.06)O3)
2346	Tb	1.0	_	0.0	Fe	0.9	Ga	0.1	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.9Ga0.1)O3)
2347	Tb	1.0	_	0.0	Fe	0.85	Ga	0.15	orthorhombic	['orthorhombic']	0	1	Tb((Fe0.85Ga0.15)O3)
2348	Er	1.0	_	0.0	Fe	0.97	Al	0.03	orthorhombic	['orthorhombic']	0	1	Er((Fe0.97Al0.03)O3)
2349	Er	1.0	_	0.0	Fe	0.94	Al	0.06	orthorhombic	['orthorhombic']	0	1	Er((Fe0.94Al0.06)O3)
2350	Er	1.0	_	0.0	Fe	0.9	Al	0.1	orthorhombic	['orthorhombic']	0	1	Er((Fe0.9Al0.1)O3)
2351	Er	1.0	_	0.0	Fe	0.85	Al	0.15	orthorhombic	['orthorhombic']	0	1	Er((Fe0.85Al0.15)O3)
2352	Er	1.0	_	0.0	Fe	0.8	Al	0.2	orthorhombic	['orthorhombic']	0	1	Er((Fe0.8Al0.2)O3)
2353	Li	0.5	Al	0.5	Si	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(LiAl)Si2O6
2354	Li	0.5	Fe	0.5	Si	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(LiFe)Si2O6
2355	Li	1.0	_	0.0	Ge	0.5	Te	0.5	orthorhombic	['orthorhombic']	0	1	Li2Ge(TeO6)
2356	Ga	0.75	Al	0.25	Fe	1.0	_	0.0	trigonal	['trigonal']	0	1	(Ga0.75Al0.25)FeO3
2357	Ga	0.5	Al	0.5	Fe	1.0	_	0.0	trigonal	['trigonal']	0	1	(Ga0.5Al0.5)FeO3
2358	Ca	0.134	Fe	0.866	Si	1.0	_	0.0	triclinic	['triclinic']	0	1	(Ca0.94Fe6.06)Si7O21
2359	Mg	0.49	Mn	0.51	Si	1.0	_	0.0	triclinic	['triclinic']	0	1	(Mg0.49Mn0.51)(SiO3)
2360	Mg	0.38	Mn	0.62	Si	1.0	_	0.0	triclinic	['triclinic']	0	1	(Mg0.38Mn0.62)(SiO3)
2361	Ni	1.0	_	0.0	Sc	0.5	Sb	0.5	trigonal	['trigonal']	0	1	Ni2Sc(SbO6)
2362	Ga	0.9	Cr	0.1	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ga0.9Cr0.1)FeO3
2363	Ga	0.9	Mn	0.1	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ga0.9Mn0.1)FeO3
2364	Bi	1.0	_	0.0	Cd	0.5	Ge	0.5	monoclinic	['monoclinic']	0	1	Bi2Cd(GeO6)
2365	K	1.0	_	0.0	Se	0.5	Mo	0.5	monoclinic	['monoclinic']	0	1	K2(SeMoO6)
2366	K	0.5	Fe	0.5	Se	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(KFe)(SeO3)2
2367	Na	0.5	Fe	0.5	Se	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(NaFe)(SeO3)2
2368	Bi	0.5	As	0.5	Cu	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(BiAs)(Cu2O6)
2369	Bi	0.5	P	0.5	Zn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(BiP)(Zn2O6)
2370	K	0.5	Y	0.5	Se	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(KY)(SeO3)2
2371	Rb	0.5	Y	0.5	Se	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(RbY)(SeO3)2
2372	Na	0.5	Sc	0.5	Se	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(NaSc)(SeO3)2
2373	Na	0.5	Ga	0.5	Se	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(NaGa)(SeO3)2
2375	Ca	0.2	Mn	0.8	Si	1.0	_	0.0	triclinic	['triclinic']	0	1	(CaMn4)(SiO3)5
2377	Mn	1.0	_	0.0	Fe	0.5	Mo	0.5	trigonal	['trigonal']	0	1	Mn2Fe(MoO6)
2378	Pb	1.0	_	0.0	Bi	0.5	V	0.5	monoclinic	['monoclinic']	0	1	Pb2Bi(VO4)O2
2379	Rb	1.0	_	0.0	Se	0.5	Mo	0.5	orthorhombic	['orthorhombic']	0	1	Rb2(SeMoO6)
2381	Mg	0.9	Zn	0.1	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg0.9Zn0.1)(TiO3)
2382	Mg	0.8	Zn	0.2	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg0.8Zn0.2)(TiO3)
2383	Mg	0.7	Zn	0.3	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg0.7Zn0.3)(TiO3)
2384	Mg	0.6	Zn	0.4	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg0.6Zn0.4)(TiO3)
2385	Mg	0.5	Zn	0.5	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg0.5Zn0.5)(TiO3)
2386	Mg	0.4	Zn	0.6	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg0.4Zn0.6)(TiO3)
2387	Mg	0.3	Zn	0.7	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg0.3Zn0.7)(TiO3)
2388	Mg	0.2	Zn	0.8	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg0.2Zn0.8)(TiO3)
2389	Mn	0.9	Mg	0.1	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn0.9Mg0.1)(TiO3)
2390	Mn	0.8	Mg	0.2	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn0.8Mg0.2)(TiO3)
2391	Mn	0.7	Mg	0.3	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn0.7Mg0.3)(TiO3)
2392	Mn	0.6	Mg	0.4	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn0.6Mg0.4)(TiO3)
2393	Mn	0.5	Mg	0.5	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn0.5Mg0.5)(TiO3)
2394	Mn	0.4	Mg	0.6	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn0.4Mg0.6)(TiO3)
2395	Ni	0.5	Mn	0.5	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Ni.5Mn.5)TiO3
2396	Ni	0.5	Mg	0.5	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Ni.5Mg.5)TiO3
2397	Mn	0.9	Zn	0.1	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn.9Zn.1)TiO3
2398	Mn	0.7	Zn	0.3	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn.7Zn.3)TiO3
2399	Mn	0.5	Zn	0.5	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn.5Zn.5)TiO3
2400	Mn	0.3	Zn	0.7	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn.3Zn.7)TiO3
2401	Mn	0.2	Zn	0.8	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn.2Zn.8)TiO3
2402	Mg	0.46	Mn	0.54	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg0.460Mn0.54)TiO3
2403	Zn	0.54	Mg	0.46	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Zn0.54Mg0.46)TiO3
2404	Mn	1.0	_	0.0	Cr	0.5	Sb	0.5	trigonal	['trigonal']	0	1	Mn2Cr(SbO6)
2405	Fe	0.2	Mn	0.8	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Fe0.2Mn0.8)(TiO3)
2406	Fe	0.4	Mn	0.6	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Fe0.4Mn0.6)(TiO3)
2407	Fe	0.5	Mn	0.5	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Fe0.5Mn0.5)(TiO3)
2408	Fe	0.6	Mn	0.4	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Fe0.6Mn0.4)(TiO3)
2409	Fe	0.8	Mn	0.2	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Fe0.8Mn0.2)(TiO3)
2410	Fe	0.6	Co	0.4	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Fe.60Co.40)TiO3
2413	Mn	0.67	Ni	0.33	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn0.67Ni0.33)TiO3
2414	Mn	0.5	Ni	0.5	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn0.5Ni0.5)TiO3
2415	Mn	0.32	Ni	0.68	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mn0.32Ni0.68)TiO3
2416	Mn	1.0	_	0.0	Ti	0.8	Ru	0.2	trigonal	['trigonal']	0	1	Mn((Ti0.8Ru0.2)O3)
2418	Mg	0.95	Zn	0.05	Ti	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg0.95Zn0.05)TiO3
2426	Sr	1.0	_	0.0	Y	0.5	Os	0.5	monoclinic	['monoclinic']	0	1	Sr2Y(OsO6)
2431	Ho	1.0	_	0.0	Ni	0.5	Mn	0.5	monoclinic	['monoclinic']	0	1	Ho2Ni(MnO6)
2432	Er	1.0	_	0.0	Ni	0.5	Mn	0.5	monoclinic	['monoclinic']	0	1	Er2Ni(MnO6)
2433	Tm	1.0	_	0.0	Ni	0.5	Mn	0.5	monoclinic	['monoclinic']	0	1	Tm2Ni(MnO6)
2434	La	0.4	Sr	0.6	Co	1.0	_	0.0	cubic	['cubic']	0	1	(La0.4Sr0.6)CoO3
2435	Ca	1.0	_	0.0	Mn	0.9	Mo	0.1	orthorhombic	['orthorhombic']	0	1	Ca4(Mn3.6Mo0.4)O12
2436	Ca	1.0	_	0.0	Mn	0.88	Mo	0.12	orthorhombic	['orthorhombic']	0	1	Ca4(Mn3.52Mo0.48)O12
2437	Ca	1.0	_	0.0	Mn	0.92	Mo	0.08	orthorhombic	['orthorhombic']	0	1	Ca4(Mn3.68Mo0.32)O12
2438	Pb	1.0	_	0.0	Zr	0.65	Ti	0.35	cubic	['cubic']	0	1	Pb(Zr0.65Ti0.35)O3
2441	Sr	1.0	_	0.0	Tm	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Sr2Tm(SbO6)
2443	Sr	1.0	_	0.0	Gd	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Sr2Gd(SbO6)
2444	Sr	1.0	_	0.0	Er	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Sr2Er(SbO6)
2445	Sr	1.0	_	0.0	Eu	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Sr2Eu(SbO6)
2446	Sr	1.0	_	0.0	Nd	0.5	Sb	0.5	monoclinic	['monoclinic']	0	1	Sr2Nd(SbO6)
2459	Ba	1.0	_	0.0	Sn	0.065	Ti	0.935	orthorhombic	['orthorhombic']	0	1	Ba2(Sn0.13Ti1.87)O6
