CollectionCode	HMS	StructuredFormula	StructureType	Authors	CellParameter	CellVolume	FormulaWeight	Temperature	PublicationYear	Quality	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	O	O_frac	a	b	c	alpha	beta	gamma	SpaceGroupNum	CrystalClass	atom_numA1	atom_numA2	atom_numB1	atom_numB2	atom_numO	mend_numA1	mend_numA2	mend_numB1	mend_numB2	mend_numO	atomic_rA1	atomic_rA2	atomic_rB1	atomic_rB2	atomic_rO	A1_X	A2_X	B1_X	B2_X	O_X	M_A1	M_A2	M_B1	M_B2	M_O	V_A1	V_A2	V_B1	V_B2	V_O	therm_con_A1	therm_con_A2	therm_con_B1	therm_con_B2	therm_con_O	polarizability_A1	polarizability_A2	polarizability_B1	polarizability_B2	polarizability_O	lattice_const_A1	lattice_const_A2	lattice_const_B1	lattice_const_B2	lattice_const_O	Row_A1	Row_A2	Row_B1	Row_B2	Row_O	Group_A1	Group_A2	Group_B1	Group_B2	Group_O	nA	nB	nO	rA_avg	rB_avg	rO	rA/rB	rA/rO	rB/rO	rA-rB	Goldschmidt_TF	SISSO_1	SISSO_2	SISSO_3	SISSO_4	SISSO_5	SISSO_6	SISSO_7	SISSO_8	SISSO_9	SISSO_10	is_perovskite
5642	P -3 m 1	Ba2Co(TeO6)	Ba2InCuO6	Aziz, Anees A.; Mercone, Silvana; Lobo,  Ricardo P.S.M.; Dias, Anderson; Moreira, Roberto L.; Bell, Anthony M.T.; Eccleston, Roger; Feteira, Antonio	5.79870(3) 5.79870(3) 14.26599(9) 90 90 120	415.43	293	2019	10		Ba	1	_	0	Co	0.5	Te	0.5	O	3	5.7987	5.7987	14.26599	90	90	120	164	trigonal	56	0	27	52	8	14	0	64	92	101	2.15	0	1.35	1.4	0.6	0.89	0	1.88	2.1	3.44	137.327	0	58.933195	127.6	15.9994	38.16	0	6.67	20.46	17.36	18	0	100	3	0.02658	272	0	55	38	5.3	5.02	0	2.51	4.45	6.83	6	0	4	5	2	2	0	9	16	16	2	4	-2	1.49	0.89	1.26	1.6741573034	1.1825396825	0.7063492063	0.6	0.9044389062	43.181625	5.69	7.16	0.0003097668	12.81	276.9258426966	277.2302816028	278.9757233578	-0.5466981696	1.1455858748	0
15260	P -3 m 1	Ba2In(RuO6)	Ba2InCuO6	Schaller, H.U.; Kemmler-Sack, S.	5.866 5.866 14.44 90 90 120	430.31	293	1981	-1		Ba	1	_	0	In	0.5	Ru	0.5	O	3	5.866	5.866	14.44	90	90	120	164	trigonal	56	0	49	44	8	14	0	79	62	101	2.15	0	1.55	1.3	0.6	0.89	0	1.78	2.2	3.44	137.327	0	114.818	101.07	15.9994	38.16	0	15.76	8.17	17.36	18	0	82	120	0.02658	272	0	65	72	5.3	5.02	0	4.59	2.7	6.83	6	0	5	5	2	2	0	13	8	16	2	4	-2	1.49	0.8225	1.26	1.811550152	1.1825396825	0.6527777778	0.6675	0.9337544529	53.281625	11.69	7.26	0.0429482507	22.91	276.855949848	277.122204301	278.9997837642	-0.5233915601	1.2154787234	0
16406	P -3 m 1	Ba2Ni(OsO6)	Ba2InCuO6	Treiber, U.; Kemmler-Sack, S.	5.735 5.735 14.076 90 90 120	400.94	293	1980	-1		Ba	1	_	0	Ni	0.5	Os	0.5	O	3	5.735	5.735	14.076	90	90	120	164	trigonal	56	0	28	76	8	14	0	67	63	101	2.15	0	1.35	1.3	0.6	0.89	0	1.91	2.2	3.44	137.327	0	58.6934	190.23	15.9994	38.16	0	6.59	8.42	17.36	18	0	91	88	0.02658	272	0	49	57	5.3	5.02	0	3.52	2.74	6.83	6	0	4	6	2	2	0	10	8	16	2	4	-2	1.49	0.7575	1.26	1.9669966997	1.1825396825	0.6011904762	0.7325	0.9638382395	37.151625	1.31	7.13	0.0312864431	6.78	276.7655033003	276.9968415399	278.9757233578	-0.4989429443	1.3059252711	0
26524	P -3 m 1	Ba2In(IrO6)	Ba2InCuO6	Thumm, I.; Treiber, U.; Kemmler-Sack, S.	5.873 5.873 14.626 90 90 120	436.89	293	1981	-1		Ba	1	_	0	In	0.5	Ir	0.5	O	3	5.873	5.873	14.626	90	90	120	164	trigonal	56	0	49	77	8	14	0	79	66	101	2.15	0	1.55	1.35	0.6	0.89	0	1.78	2.2	3.44	137.327	0	114.818	192.217	15.9994	38.16	0	15.76	8.52	17.36	18	0	82	150	0.02658	272	0	65	54	5.3	5.02	0	4.59	3.84	6.83	6	0	5	6	2	2	0	13	9	16	2	4	-2	1.49	0.825	1.26	1.8060606061	1.1825396825	0.6547619048	0.665	0.9326348433	53.281625	11.69	7.26	0.0538811953	22.91	276.8589393939	277.1265742372	278.9997837642	-0.5242911952	1.2124891775	0
24435	R 3 2 H	(BaMg)(CO3)2	BaMg(CO3)2	Lippmann, F.	5.017(1) 5.017(1) 16.770(10) 90 90 120	365.55	293	1968	10		Ba	0.5	Mg	0.5	C	1	_	0	O	3	5.017	5.017	16.77	90	90	120	155	trigonal	56	12	6	0	8	14	73	95	0	101	2.15	1.5	0.7	0	0.6	0.89	1.31	2.55	0	3.44	137.327	24.305	12.0107	0	15.9994	38.16	14	5.29	0	17.36	18	160	140	0	0.02658	272	71.2	11.3	0	5.3	5.02	3.21	3.57	0	6.83	6	3	2	0	2	2	2	14	0	16	2	4	-2	1.175	0.3	1.26	3.9166666667	0.9325396825	0.2380952381	0.875	1.1037211617	1.188375	37.61	6.49	0.0007835277	31.56	274.9583333333	275.187054495	278.6442176872	-0.3788480905	3.1130952381	0
91234	P n m a	Zn2Bi(PO6)	KFe(SeO3)2	Ketatni, M.; Mernari, B.; Abraham, F.; Mentre, O.	11.8941(3) 5.2754(2) 7.8161(2) 90 90 90	490.43	466.684	293	2000	10	Zn	1	_	0	Bi	0.5	P	0.5	O	3	11.8941	5.2754	7.8161	90	90	90	62	orthorhombic	30	0	83	15	8	76	0	87	90	101	1.35	0	1.6	1	0.6	1.65	0	2.02	2.19	3.44	65.409	0	208.9804	30.973762	15.9994	9.16	0	21.31	17.02	17.36	120	0	8	0.236	0.02658	38.67	0	48	25	5.3	2.66	0	4.75	7.17	6.83	4	0	6	3	2	12	0	15	15	16	2	4	-2	0.88	26.585	1.26	0.033101373	0.6984126984	21.0992063492	-25.705	0.054343994	43.519625	22.49	4.98	2.53772415804053E-06	35.47	16.931898627	42.648757379	43.669573603	-0.9853658338	25.7512592677	0
36201	P 1 21 1	(BaCa)(CO3)2	CaBa(CO3)2	Alm, K.F.	8.15 5.22 6.58 90 106.13 90	268.91	293	1958	-1		Ba	0.5	Ca	0.5	C	1	_	0	O	3	8.15	5.22	6.58	90	106.13	90	4	monoclinic	56	20	6	0	8	14	16	95	0	101	2.15	1.8	0.7	0	0.6	0.89	1	2.55	0	3.44	137.327	40.078	12.0107	0	15.9994	38.16	26.2	5.29	0	17.36	18	200	140	0	0.02658	272	160.8	11.3	0	5.3	5.02	5.58	3.57	0	6.83	6	4	2	0	2	2	2	14	0	16	2	4	-2	1.315	0.3	1.26	4.3833333333	1.0436507937	0.2380952381	1.015	1.1671794625	1.188375	37.61	6.49	0.0007835277	31.56	274.6316666667	274.7838461292	278.6442176872	-0.3213185691	3.4397619048	0
162214	P m n 21	(KTa)(BO3)2	CsNbOB2O5	Cai Gemei; Wang, W.-Y.; Li, M.; Lou, Y.F.; Sun, Y.P.; Chen, X.-L.	7.3253(4) 3.8402(2) 9.3040(5) 90 90 90	261.73	293	2009	10		K	0.5	Ta	0.5	B	1	_	0	O	3	7.3253	3.8402	9.304	90	90	90	31	orthorhombic	19	73	5	0	8	10	52	86	0	101	2.2	1.45	0.85	0	0.6	0.82	1.5	2.04	0	3.44	39.0983	180.94788	10.811	0	15.9994	45.94	10.85	4.39	0	17.36	100	57	27	0	0.02658	289.7	74	20.5	0	5.3	5.23	3.31	8.73	0	6.83	4	6	2	0	2	1	5	13	0	16	3	3	-2	1.15	0.41	1.26	2.8048780488	0.9126984127	0.3253968254	0.74	1.0204355345	7.812	40.64	4.98	0.0022	29.68	291.6351219512	291.9155574857	294.4512804051	-0.4229947792	2.1648780488	0
32583	P n m a	Ni2Nb(BO6)	Fe3BO6	Ansell, G.B.; Leonowicz, M.E.; Modrick, M.A.; Wanklyn, B.M.; Wondre, F.R.	10.057(4) 8.618(1) 4.490(2) 90 90 90	389.15	293	1982	10		Ni	1	_	0	Nb	0.5	B	0.5	O	3	10.057	8.618	4.49	90	90	90	62	orthorhombic	28	0	41	5	8	67	0	53	86	101	1.35	0	1.45	0.85	0.6	1.91	0	1.6	2.04	3.44	58.6934	0	92.90638	10.811	15.9994	6.59	0	10.83	4.39	17.36	91	0	54	27	0.02658	49	0	98	20.5	5.3	3.52	0	3.3	8.73	6.83	4	0	5	2	2	10	0	5	13	16	2	4	-2	0.83	0.595	1.26	1.3949579832	0.6587301587	0.4722222222	0.235	0.7966863465	93.939625	85.06	5.04	8.52830966575011E-05	88.46	51.8400420168	52.4017283633	53.992712991	-0.6841545764	1.1748833563	0
407223	C 1 2/c 1	(KHo)(CO3)2	KYb(CO3)2	Kutlu, I.; Kalz, H.J.; Wartchow, R.; Ehrhardt, H.; Seidel, H.; Meyer, G.	8.5098(14) 9.4554(14) 6.9231(12) 90 110.9910(14) 90	520.09	293	1997	10		K	0.5	Ho	0.5	C	1	_	0	O	3	8.5098	9.4554	6.9231	90	110.991	90	15	monoclinic	19	67	6	0	8	10	23	95	0	101	2.2	1.75	0.7	0	0.6	0.82	1.23	2.55	0	3.44	39.0983	164.93032	12.0107	0	15.9994	45.94	18.74	5.29	0	17.36	100	16	140	0	0.02658	289.7	156	11.3	0	5.3	5.23	3.58	3.57	0	6.83	4	8	2	0	2	1	13	14	0	16	2	4	-2	1.2805	0.3	1.26	4.2683333333	1.0162698413	0.2380952381	0.9805	1.1515415241	1.898	45.44	4.47	0.0022	39.39	290.4121666667	290.5832081908	294.3442176872	-0.3070799085	3.3878333333	0
407224	C 1 2/c 1	(KYb)(CO3)2	KYb(CO3)2	Kutlu, I.; Kalz, H.J.; Wartchow, R.; Ehrhardt, H.; Seidel, H.; Meyer, G.	8.4680(12) 9.381(2) 6.8812(10) 90 110.760(11) 90	511.14	293	1997	10		K	0.5	Yb	0.5	C	1	_	0	O	3	8.468	9.381	6.8812	90	110.76	90	15	monoclinic	19	70	6	0	8	10	17	95	0	101	2.2	1.75	0.7	0	0.6	0.82	1.1	2.55	0	3.44	39.0983	173.04	12.0107	0	15.9994	45.94	24.84	5.29	0	17.36	100	39	140	0	0.02658	289.7	139	11.3	0	5.3	5.23	5.49	3.57	0	6.83	4	8	2	0	2	1	16	14	0	16	2	4	-2	1.264	0.3	1.26	4.2133333333	1.0031746032	0.2380952381	0.964	1.1440625101	1.898	45.44	4.47	0.0022	39.39	290.4506666667	290.6307291767	294.3442176872	-0.3138997354	3.3493333333	0
407226	C 1 2/c 1	(KGd)(CO3)2	KYb(CO3)2	Kutlu, I.; Kalz, H.J.; Wartchow, R.; Ehrhardt, H.; Seidel, H.; Meyer, G.	8.575(2) 9.573(2) 6.9896(15) 90 111.19(2) 90	534.97	293	1997	10		K	0.5	Gd	0.5	C	1	_	0	O	3	8.575	9.573	6.9896	90	111.19	90	15	monoclinic	19	64	6	0	8	10	27	95	0	101	2.2	1.8	0.7	0	0.6	0.82	1.2	2.55	0	3.44	39.0983	157.25	12.0107	0	15.9994	45.94	19.9	5.29	0	17.36	100	11	140	0	0.02658	289.7	158	11.3	0	5.3	5.23	3.64	3.57	0	6.83	4	8	2	0	2	1	10	14	0	16	2	4	-2	1.299	0.3	1.26	4.33	1.030952381	0.2380952381	0.999	1.1599270853	1.898	45.44	4.47	0.0022	39.39	290.369	290.5299270853	294.3442176872	-0.2994063768	3.431	0
407227	C 1 2/c 1	(KDy)(CO3)2	KYb(CO3)2	Kutlu, I.; Kalz, H.J.; Wartchow, R.; Ehrhardt, H.; Seidel, H.; Meyer, G.	8.5384(15) 9.4906(12) 6.9446(12) 90 111.060(15) 90	525.16	293	1997	10		K	0.5	Dy	0.5	C	1	_	0	O	3	8.5384	9.4906	6.9446	90	111.06	90	15	monoclinic	19	66	6	0	8	10	24	95	0	101	2.2	1.75	0.7	0	0.6	0.82	1.22	2.55	0	3.44	39.0983	162.5	12.0107	0	15.9994	45.94	19.01	5.29	0	17.36	100	11	140	0	0.02658	289.7	163	11.3	0	5.3	5.23	3.59	3.57	0	6.83	4	8	2	0	2	1	12	14	0	16	2	4	-2	1.286	0.3	1.26	4.2866666667	1.0206349206	0.2380952381	0.986	1.1540345288	1.898	45.44	4.47	0.0022	39.39	290.3993333333	290.5673678621	294.3442176872	-0.3048015539	3.4006666667	0
409080	C 1 2/c 1	(RbSm)(CO3)2	KYb(CO3)2	Kutlu, I.; Meyer, G.	8.8190(12) 9.3357(11) 7.0985(10) 90 111.509(11) 90	543.73	293	1998	10		Rb	0.5	Sm	0.5	C	1	_	0	O	3	8.819	9.3357	7.0985	90	111.509	90	15	monoclinic	37	62	6	0	8	9	28	95	0	101	2.35	1.85	0.7	0	0.6	0.82	1.17	2.55	0	3.44	85.4678	150.36	12.0107	0	15.9994	55.76	19.98	5.29	0	17.36	58	13	140	0	0.02658	319.8	192	11.3	0	5.3	5.59	9	3.57	0	6.83	5	8	2	0	2	1	8	14	0	16	2	4	-2	1.379	0.3	1.26	4.5966666667	1.0944444444	0.2380952381	1.079	1.1961889715	4.227875	55.41	5.62	0.003223594	49.36	321.2823333333	321.3995223048	325.4442176872	-0.2547960309	3.6287777778	0
71489	R 3 H	Li2Zr(TeO6)	Ni3TeO6	Archaimbault, F.; Choisnet, J.; Rulmont, A.; Tarte, P.	5.1732(25) 5.1732(5) 13.8508(7) 90 90 120	321.01	328.692	293	1992	10	Li	1	_	0	Zr	0.5	Te	0.5	O	3	5.1732	5.1732	13.8508	90	90	120	146	trigonal	3	0	40	52	8	12	0	49	92	101	1.45	0	1.55	1.4	0.6	0.98	0	1.33	2.1	3.44	6.941	0	91.224	127.6	15.9994	13.02	0	14.02	20.46	17.36	85	0	23	3	0.02658	164.1125	0	112	38	5.3	3.49	0	3.23	4.45	6.83	2	0	5	5	2	1	0	4	16	16	1	5	-2	0.9	0.78	1.26	1.1538461538	0.7142857143	0.619047619	0.12	0.7487012977	107.621375	93.53	3.1	0.0008969907	96.2	165.0786538462	165.7073551439	167.1122837642	-0.6492401641	1.1171794872	0
55414	R -3 m H	Ba((Ti0.5Mn0.5)O3)	Ba2NiTeO6	Keith, G.M.; Kirk, C.A.; Sarma, K.; Alford, N.McN.; Cussen, E.J.; Rosseinsky, M.J.; Sinclair, D.	5.69135(2) 5.69135(2) 27.91860(15) 9 9 12	783.17	236.757	293	2004	10	Ba	1	_	0	Ti	0.5	Mn	0.5	O	3	5.69135	5.69135	27.9186	9	9	12	166	trigonal	56	0	22	25	8	14	0	51	60	101	2.15	0	1.4	1.4	0.6	0.89	0	1.54	1.55	3.44	137.327	0	47.867	54.938045	15.9994	38.16	0	10.64	7.35	17.36	18	0	22	7.8	0.02658	272	0	100	68	5.3	5.02	0	2.95	8.89	6.83	6	0	4	4	2	2	0	4	7	16	2	4	-2	1.49	0.7075	1.26	2.1060070671	1.1825396825	0.5615079365	0.7825	0.9883322228	88.521625	55.69	7.5	0.0020590379	58.15	276.6764929329	276.8823251556	278.98544973	-0.4786548305	1.3949356386	0
260236	P 1 21 1	(Ca0.77Sr0.23)(TeO3)	La3Si2O7Cl3	Stoeger, B.; Weil, M.; Zobetz, E.; Giester, G.	8.4941(6) 5.7368(4) 11.4562(8) 90 110.0810(10) 90	524.31	226.6112	295	2009	10	Ca	0.77	Sr	0.23	Te	1	_	0	O	3	8.4941	5.7368	11.4562	90	110.081	90	4	monoclinic	20	38	52	0	8	16	15	92	0	101	1.8	2	1.4	0	0.6	1	0.95	2.1	0	3.44	40.078	87.62	127.6	0	15.9994	26.2	33.94	20.46	0	17.36	200	35	3	0	0.02658	160.8	197.2	38	0	5.3	5.58	6.08	4.45	0	6.83	4	5	5	0	2	2	2	16	0	16	2	4	-2	1.1814	1.11	1.26	1.0643243243	0.9376190476	0.880952381	0.0714	0.7284094918	30.068	6	4.7	0.0004394531	7.9	163.8070756757	164.4640851675	165.78544973	-0.683734121	1.0554243243	0
190073	P m c n	(Sr0.85Ca0.15)(CO3)	Aragonite#CaCO3(oP20)	Yu Ye; Joseph R. Smyth; Paul Boni	5.0914(6) 8.3519(8) 5.9901(7) 90 90 90	254.72	140.497	293	2012	-1	Sr	0.85	Ca	0.15	C	1	_	0	O	3	5.0914	8.3519	5.9901	90	90	90	62	orthorhombic	38	20	6	0	8	15	16	95	0	101	2	1.8	0.7	0	0.6	0.95	1	2.55	0	3.44	87.62	40.078	12.0107	0	15.9994	33.94	26.2	5.29	0	17.36	35	200	140	0	0.02658	197.2	160.8	11.3	0	5.3	6.08	5.58	3.57	0	6.83	5	4	2	0	2	2	2	14	0	16	2	4	-2	1.293	0.3	1.26	4.31	1.0261904762	0.2380952381	0.993	1.1572074438	0.75	33.24	5.4	0.0005925926	27.19	198.883	199.0472074438	202.8442176872	-0.3352315265	3.3836666667	0
262951	C 1 m 1	Bi(Co0.37Fe0.63)O3	Bi(Fe,Ga)O3	Oka, K.; Koyama, T.; Ozaaki, T.; Mori, S.; Shimakawa, Y.; Azuma, M.	5.29806(3) 5.29339(3) 4.7085(2) 9 90.908(5) 9	132.03	313.9666	293	2012	10	Bi	1	_	0	Co	0.37	Fe	0.63	O	3	5.29806	5.29339	4.7085	9	90.908	9	8	monoclinic	83	0	27	26	8	87	0	64	61	101	1.6	0	1.35	1.4	0.6	2.02	0	1.88	1.83	3.44	208.9804	0	58.933195	55.845	15.9994	21.31	0	6.67	7.09	17.36	8	0	100	80	0.02658	48	0	55	62	5.3	4.75	0	2.51	2.87	6.83	6	0	4	4	2	15	0	9	8	16	3	3	-2	1.17	0.68815	1.26	1.7002107099	0.9285714286	0.5461507937	0.48185	0.8820006048	49.024	23.09	7.46	0.0001190579	30.21	52.7816392901	53.1817898949	54.9757233578	-0.6241136734	1.2298549627	0
262952	C 1 m 1	Bi(Co0.3Fe0.7)O3	Bi(Fe,Ga)O3	Oka, K.; Koyama, T.; Ozaaki, T.; Mori, S.; Shimakawa, Y.; Azuma, M.	5.3059(2) 5.3000(2) 4.7080(2) 9 91.364(3) 9	132.36	313.751	293	2012	10	Bi	1	_	0	Co	0.3	Fe	0.7	O	3	5.3059	5.3	4.708	9	91.364	9	8	monoclinic	83	0	27	26	8	87	0	64	61	101	1.6	0	1.35	1.4	0.6	2.02	0	1.88	1.83	3.44	208.9804	0	58.933195	55.845	15.9994	21.31	0	6.67	7.09	17.36	8	0	100	80	0.02658	48	0	55	62	5.3	4.75	0	2.51	2.87	6.83	6	0	4	4	2	15	0	9	8	16	3	3	-2	1.17	0.6885	1.26	1.6993464052	0.9285714286	0.5464285714	0.4815	0.8818421752	49.024	23.09	7.46	0.0001190579	30.21	52.7821535948	53.1824957699	54.9757233578	-0.624235975	1.2293406581	0
262953	C 1 m 1	Bi(Co0.28Fe0.72)O3	Bi(Fe,Ga)O3	Oka, K.; Koyama, T.; Ozaaki, T.; Mori, S.; Shimakawa, Y.; Azuma, M.	5.3109(3) 5.3050(3) 4.7116(3) 9 91.521(2) 9	132.7	313.6894	293	2012	10	Bi	1	_	0	Co	0.28	Fe	0.72	O	3	5.3109	5.305	4.7116	9	91.521	9	8	monoclinic	83	0	27	26	8	87	0	64	61	101	1.6	0	1.35	1.4	0.6	2.02	0	1.88	1.83	3.44	208.9804	0	58.933195	55.845	15.9994	21.31	0	6.67	7.09	17.36	8	0	100	80	0.02658	48	0	55	62	5.3	4.75	0	2.51	2.87	6.83	6	0	4	4	2	15	0	9	8	16	3	3	-2	1.17	0.6886	1.26	1.6990996224	0.9285714286	0.5465079365	0.4814	0.88179692	49.024	23.09	7.46	0.0001190579	30.21	52.7823003776	53.1826972976	54.9757233578	-0.6242709073	1.2291938753	0
238045	P n m a	Se2Rb(YO6)	KFe(SeO3)2	Bang, Seong-eun; Lee, Dong Woo; Ok, Kang Min	13.7594(5) 5.7457(2) 8.7692(3) 9 9 9	693.27	428.289	298	2014	10	Se	1	_	0	Rb	0.5	Y	0.5	O	3	13.7594	5.7457	8.7692	9	9	9	62	orthorhombic	34	0	37	39	8	93	0	9	25	101	1.15	0	2.35	1.8	0.6	2.55	0	0.82	1.22	3.44	78.96	0	85.4678	88.90585	15.9994	16.42	0	55.76	19.88	17.36	0.52	0	58	17	0.02658	28.9	0	319.8	162	5.3	4.36	0	5.59	3.65	6.83	4	0	5	5	2	16	0	1	3	16	4	2	-2	0.64	1.35	1.26	0.4740740741	0.5079365079	1.0714285714	-0.71	0.5147520629	317.459125	301.23	3.42	1.97051806598314E-05	301.41	31.7159259259	32.8593220111	33.6114733528	-0.859662125	1.1948267622	0
280369	R 3 m H	Pb(Hf0.8Ti0.2)O3	Pb(Hf,Ti)O3	Muller, C.; Baudour, J.L.; Bedoya, C.; Bouree, F.; Soubeyroux, J.L.; Roubin, M.	5.8025(2) 5.8025(2) 14.2648(4) 90 90 120	415.94	407.559	440	2000	10	Pb	1	_	0	Hf	0.8	Ti	0.2	O	3	5.8025	5.8025	14.2648	90	90	120	160	trigonal	82	0	72	22	8	82	0	50	51	101	1.8	0	1.55	1.4	0.6	2.33	0	1.3	1.54	3.44	207.2	0	178.49	47.867	15.9994	18.26	0	13.44	10.64	17.36	35	0	23	22	0.02658	47	0	103	100	5.3	4.95	0	3.2	2.95	6.83	6	0	6	4	2	14	0	4	4	16	2	4	-2	1.33	0.829	1.26	1.6043425814	1.0555555556	0.6579365079	0.501	0.8766905521	95.868	78.94	6.77	3.66361486339432E-05	81.64	51.8966574186	52.2723479706	53.9997837642	-0.6275032486	1.1155377034	0
21481	C 1 2/c 1	(KY)C2O6	KYb(CO3)2	Cao, Liling; Peng, Guang; Yan, Tao; Luo, Min; Lin, Chensheng; Ye, Ning	8.488(8) 9.442(8) 6.913(6) 90 110.963(15) 90	517.36	248.021	293	2018	10	K	0.5	Y	0.5	C	1	_	0	O	3	8.488	9.442	6.913	90	110.963	90	15	monoclinic	19	39	6	0	8	10	25	95	0	101	2.2	1.8	0.7	0	0.6	0.82	1.22	2.55	0	3.44	39.0983	88.90585	12.0107	0	15.9994	45.94	19.88	5.29	0	17.36	100	17	140	0	0.02658	289.7	162	11.3	0	5.3	5.23	3.65	3.57	0	6.83	4	5	2	0	2	1	3	14	0	16	2	4	-2	1.28	0.3	1.26	4.2666666667	1.0158730159	0.2380952381	0.98	1.1513148873	1.898	45.44	4.47	0.0022	39.39	290.4133333333	290.5846482207	294.3442176872	-0.3072869064	3.3866666667	0
59673	P n m a	Mn2(BiP)O6	KFe(SeO3)2	Xun, X.; Uma, S.; Yokochi, A.; Sleight, A.W.	12.0425(4) 5.3704(1) 8.1288(2) 90 90 90	525.71	445.824	293	2002	10	Mn	1	_	0	Bi	0.5	P	0.5	O	3	12.0425	5.3704	8.1288	90	90	90	62	orthorhombic	25	0	83	15	8	60	0	87	90	101	1.4	0	1.6	1	0.6	1.55	0	2.02	2.19	3.44	54.938045	0	208.9804	30.973762	15.9994	7.35	0	21.31	17.02	17.36	7.8	0	8	0.236	0.02658	68	0	48	25	5.3	8.89	0	4.75	7.17	6.83	4	0	6	3	2	7	0	15	15	16	2	4	-2	0.81	26.585	1.26	0.0304683092	0.6428571429	21.0992063492	-25.775	0.0525663867	43.236	24.25	4.93	5.38888888888889E-06	37.23	46.1945316908	71.9779019225	72.999573603	-0.9819520389	25.8221349759	0
72977	P 1 21/n 1	K2(VPO6)	K2VPO6	Korthuis, V.C.; Hoffmann, R.D.; Huang, J.-F.; Sleight, A.W.	6.863(2) 13.479(5) 7.505(1) 90 111.02(10) 90	648.06	256.104	296	1993	10	K	1	_	0	V	0.5	P	0.5	O	3	6.863	13.479	7.505	90	111.02	90	14	monoclinic	19	0	23	15	8	10	0	54	90	101	2.2	0	1.35	1	0.6	0.82	0	1.63	2.19	3.44	39.0983	0	50.9415	30.973762	15.9994	45.94	0	8.32	17.02	17.36	100	0	31	0.236	0.02658	289.7	0	87	25	5.3	5.23	0	3.02	7.17	6.83	4	0	4	3	2	1	0	5	15	16	1	5	-2	1.52	26.34	1.26	0.0577069096	1.2063492063	20.9047619048	-24.82	0.0712230743	74.722	33.86	5.39	0.001964	37.23	268.8222930904	293.6864838353	294.6757233578	-0.8974647088	24.9777069096	0
238497	P n m a	Se2Na(ScO6)	KFe(SeO3)2	Song, Seung Yoon; Ok, Kang Min	12.8073(4) 5.4649(2) 8.1408(3) 9 9 9	569.77	321.864	298	2015	10	Se	1	_	0	Na	0.5	Sc	0.5	O	3	12.8073	5.4649	8.1408	9	9	9	62	orthorhombic	34	0	11	21	8	93	0	11	19	101	1.15	0	1.8	1.6	0.6	2.55	0	0.93	1.36	3.44	78.96	0	22.98976928	44.955912	15.9994	16.42	0	23.78	15	17.36	0.52	0	140	16	0.02658	28.9	0	162.7	97	5.3	4.36	0	4.23	3.31	6.83	4	0	3	4	2	16	0	1	3	16	4	2	-2	0.64	1.0225	1.26	0.6259168704	0.5079365079	0.8115079365	-0.3825	0.588610245	160.249125	144.13	3.53	0.000018462	144.2	31.8915831296	32.8626933746	33.8738476309	-0.8209603937	1.0191695586	0
73894	C m c m	Mg2Bi(PO6)	BiMg2VO6	Huang, J.; Gu, Q.; Sleight, A.W.	7.801(2) 11.888(3) 5.273(2) 90 90 90	489.01	384.564	296	1993	10	Mg	1	_	0	Bi	0.5	P	0.5	O	3	7.801	11.888	5.273	90	90	90	63	orthorhombic	12	0	83	15	8	73	0	87	90	101	1.5	0	1.6	1	0.6	1.31	0	2.02	2.19	3.44	24.305	0	208.9804	30.973762	15.9994	14	0	21.31	17.02	17.36	160	0	8	0.236	0.02658	71.2	0	48	25	5.3	3.21	0	4.75	7.17	6.83	3	0	6	3	2	2	0	15	15	16	2	4	-2	0.86	26.585	1.26	0.032349069	0.6825396825	21.0992063492	-25.725	0.0538361062	42.605	17.5	3.79	3.24921532992131E-06	30.48	48.442650931	74.1785129629	75.199573603	-0.9848525567	25.7710476992	0
73895	C m c m	Mg2Bi(AsO6)	BiMg2VO6	Huang, J.; Gu, Q.; Sleight, A.W.	7.9142(5) 12.1637(8) 5.3898(4) 90 90 90	518.85	428.514	293	1993	10	Mg	1	_	0	Bi	0.5	As	0.5	O	3	7.9142	12.1637	5.3898	90	90	90	63	orthorhombic	12	0	83	33	8	73	0	87	89	101	1.5	0	1.6	1.15	0.6	1.31	0	2.02	2.18	3.44	24.305	0	208.9804	74.9216	15.9994	14	0	21.31	12.95	17.36	160	0	8	50	0.02658	71.2	0	48	30	5.3	3.21	0	4.75	4.13	6.83	3	0	6	4	2	2	0	15	15	16	2	4	-2	0.86	0.885	1.26	0.9717514124	0.6825396825	0.7023809524	-0.025	0.6988654434	42.605	17.5	3.79	0.0001246732	30.48	73.2032485876	73.927114031	75.199573603	-0.7518739662	1.0104500426	0
